x0,x1,time,det_fi,log_det,sensitivity_y
"tf.Tensor(1.3569444624111062, shape=(), dtype=float64)","tf.Tensor(129.38369502699805, shape=(), dtype=float64)",0.056,"tf.Tensor(5.382219602891722e-07, shape=(), dtype=float64)","tf.Tensor(2.208684381690757e-07, shape=(), dtype=float64)","tf.Tensor(14.434994796273154, shape=(), dtype=float64)","tf.Tensor([[ 3.28713948 -0.00801991  5.16362589 -0.05539362]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.4863281574381042, shape=(), dtype=float64)","tf.Tensor(137.5534796880313, shape=(), dtype=float64)",0.057,"tf.Tensor(9.062404105005024e-07, shape=(), dtype=float64)","tf.Tensor(3.680184502113302e-07, shape=(), dtype=float64)","tf.Tensor(13.913961212350198, shape=(), dtype=float64)","tf.Tensor([[ 3.50490547 -0.00913909  5.2489773  -0.06206504]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.6238816371261355, shape=(), dtype=float64)","tf.Tensor(145.96164868699987, shape=(), dtype=float64)",0.058,"tf.Tensor(1.517819010565268e-06, shape=(), dtype=float64)","tf.Tensor(6.115786000647657e-07, shape=(), dtype=float64)","tf.Tensor(13.398236114975798, shape=(), dtype=float64)","tf.Tensor([[ 3.73248934 -0.01039219  5.33120135 -0.06934263]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.7698432858131354, shape=(), dtype=float64)","tf.Tensor(154.60429891006828, shape=(), dtype=float64)",0.059000000000000004,"tf.Tensor(2.533668396114723e-06, shape=(), dtype=float64)","tf.Tensor(1.015849385549455e-06, shape=(), dtype=float64)","tf.Tensor(12.885842346461663, shape=(), dtype=float64)","tf.Tensor([[ 3.97011349 -0.01179142  5.41030461 -0.07726222]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.9244475847232037, shape=(), dtype=float64)","tf.Tensor(163.47724009511825, shape=(), dtype=float64)",0.06,"tf.Tensor(4.223614910262052e-06, shape=(), dtype=float64)","tf.Tensor(1.6899465141473292e-06, shape=(), dtype=float64)","tf.Tensor(12.374819182794397, shape=(), dtype=float64)","tf.Tensor([[ 4.21799628 -0.01334972  5.48629391 -0.08586048]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.0879248248183218, shape=(), dtype=float64)","tf.Tensor(172.57599881377925, shape=(), dtype=float64)",0.061,"tf.Tensor(7.04403715978681e-06, shape=(), dtype=float64)","tf.Tensor(2.820422249524758e-06, shape=(), dtype=float64)","tf.Tensor(11.863329091962797, shape=(), dtype=float64)","tf.Tensor([[ 4.47635183 -0.01508076  5.55917637 -0.09517496]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.260500823632101, shape=(), dtype=float64)","tf.Tensor(181.8958227388726, shape=(), dtype=float64)",0.062,"tf.Tensor(1.1772067044016049e-05, shape=(), dtype=float64)","tf.Tensor(4.728029884229238e-06, shape=(), dtype=float64)","tf.Tensor(11.349781032398932, shape=(), dtype=float64)","tf.Tensor([[ 4.74538971 -0.01699899  5.62895934 -0.10524399]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.4423966463709736, shape=(), dtype=float64)","tf.Tensor(191.43168519304422, shape=(), dtype=float64)",0.063,"tf.Tensor(1.973825082545549e-05, shape=(), dtype=float64)","tf.Tensor(7.966183781439443e-06, shape=(), dtype=float64)","tf.Tensor(10.832952138550977, shape=(), dtype=float64)","tf.Tensor([[ 5.02531465 -0.0191196   5.69565044 -0.11610672]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.633828331564018, shape=(), dtype=float64)","tf.Tensor(201.17828997408336, shape=(), dtype=float64)",0.064,"tf.Tensor(3.322911510758085e-05, shape=(), dtype=float64)","tf.Tensor(1.3490864282125361e-05, shape=(), dtype=float64)","tf.Tensor(10.312084105275815, shape=(), dtype=float64)","tf.Tensor([[ 5.31632629 -0.02145859  5.75925754 -0.12780302]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.8350066215381013, shape=(), dtype=float64)","tf.Tensor(211.1300764521504, shape=(), dtype=float64)",0.065,"tf.Tensor(5.618099004964652e-05, shape=(), dtype=float64)","tf.Tensor(2.2951874942065668e-05, shape=(), dtype=float64)","tf.Tensor(9.78693211363024, shape=(), dtype=float64)","tf.Tensor([[ 5.61861891 -0.02403276  5.81978878 -0.14037353]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.0461366979902516, shape=(), dtype=float64)","tf.Tensor(221.28122493386905, shape=(), dtype=float64)",0.066,"tf.Tensor(9.53693012115019e-05, shape=(), dtype=float64)","tf.Tensor(3.9188311161855374e-05, shape=(), dtype=float64)","tf.Tensor(9.25775382153145, shape=(), dtype=float64)","tf.Tensor([[ 5.93238114 -0.02685972  5.87725253 -0.15385953]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.2674179229241207, shape=(), dtype=float64)","tf.Tensor(231.6256622879733, shape=(), dtype=float64)",0.067,"tf.Tensor(0.00016243368783144685, shape=(), dtype=float64)","tf.Tensor(6.706438661994496e-05, shape=(), dtype=float64)","tf.Tensor(8.7252407143631, shape=(), dtype=float64)","tf.Tensor([[ 6.25779575 -0.02995793  5.93165743 -0.16830299]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.4990435852120942, shape=(), dtype=float64)","tf.Tensor(242.15706782694184, shape=(), dtype=float64)",0.068,"tf.Tensor(0.0002773007257355054, shape=(), dtype=float64)","tf.Tensor(0.00011486703790405855, shape=(), dtype=float64)","tf.Tensor(8.19040798819665, shape=(), dtype=float64)","tf.Tensor([[ 6.59503934 -0.03334668  5.98301236 -0.18374649]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.7412006530390363, shape=(), dtype=float64)","tf.Tensor(252.86887943879879, shape=(), dtype=float64)",0.069,"tf.Tensor(0.0004739225328973731, shape=(), dtype=float64)","tf.Tensor(0.00019662180716186769, shape=(), dtype=float64)","tf.Tensor(7.6544666823317415, shape=(), dtype=float64)","tf.Tensor([[ 6.94428214 -0.03704611  6.03132643 -0.20023318]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.994069532477835, shape=(), dtype=float64)","tf.Tensor(263.75429996301267, shape=(), dtype=float64)",0.07,"tf.Tensor(0.0008098179124580935, shape=(), dtype=float64)","tf.Tensor(0.0003358953795607204, shape=(), dtype=float64)","tf.Tensor(7.118701135003422, shape=(), dtype=float64)","tf.Tensor([[ 7.30568777 -0.04107727  6.07660904 -0.2178068 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.257823832440847, shape=(), dtype=float64)","tf.Tensor(274.8063038041844, shape=(), dtype=float64)",0.07100000000000001,"tf.Tensor(0.0013818002523598605, shape=(), dtype=float64)","tf.Tensor(0.0005719823399017671, shape=(), dtype=float64)","tf.Tensor(6.584368099278347, shape=(), dtype=float64)","tf.Tensor([[ 7.67941298 -0.04546204  6.11886978 -0.23651154]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.532630136245031, shape=(), dtype=float64)","tf.Tensor(286.0176437769786, shape=(), dtype=float64)",0.07200000000000001,"tf.Tensor(0.002351680734648893, shape=(), dtype=float64)","tf.Tensor(0.0009698804822890325, shape=(), dtype=float64)","tf.Tensor(6.052625000230594, shape=(), dtype=float64)","tf.Tensor([[ 8.06560744 -0.05022322  6.15811851 -0.2563921 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.81864778002201, shape=(), dtype=float64)","tf.Tensor(297.38085817552644, shape=(), dtype=float64)",0.073,"tf.Tensor(0.0039879129989072535, shape=(), dtype=float64)","tf.Tensor(0.0016362322642583605, shape=(), dtype=float64)","tf.Tensor(5.524487242840859, shape=(), dtype=float64)","tf.Tensor([[ 8.46441351 -0.05538451  6.19436532 -0.27749361]], shape=(1, 4), dtype=float64)"
"tf.Tensor(5.116028638197537, shape=(), dtype=float64)","tf.Tensor(308.8882780603029, shape=(), dtype=float64)",0.074,"tf.Tensor(0.006732492815950076, shape=(), dtype=float64)","tf.Tensor(0.0027445798170428228, shape=(), dtype=float64)","tf.Tensor(5.00080980034926, shape=(), dtype=float64)","tf.Tensor([[ 8.87596603 -0.0609705   6.22762055 -0.29986156]], shape=(1, 4), dtype=float64)"
"tf.Tensor(5.42491691625784, shape=(), dtype=float64)","tf.Tensor(320.5320347552696, shape=(), dtype=float64)",0.075,"tf.Tensor(0.011307528935471718, shape=(), dtype=float64)","tf.Tensor(0.004575036119521642, shape=(), dtype=float64)","tf.Tensor(4.482286497652763, shape=(), dtype=float64)","tf.Tensor([[ 9.30039215 -0.06700673  6.25789475 -0.32354181]], shape=(1, 4), dtype=float64)"
"tf.Tensor(5.74544895101311, shape=(), dtype=float64)","tf.Tensor(332.30406754786344, shape=(), dtype=float64)",0.076,"tf.Tensor(0.018883616450043095, shape=(), dtype=float64)","tf.Tensor(0.007576087514571377, shape=(), dtype=float64)","tf.Tensor(3.9694605873472426, shape=(), dtype=float64)","tf.Tensor([[ 9.73781106 -0.07351963  6.28519873 -0.34858051]], shape=(1, 4), dtype=float64)"
"tf.Tensor(6.077753018560973, shape=(), dtype=float64)","tf.Tensor(344.1961315842132, shape=(), dtype=float64)",0.077,"tf.Tensor(0.03134371811753696, shape=(), dtype=float64)","tf.Tensor(0.012460101667493863, shape=(), dtype=float64)","tf.Tensor(3.462741411007701, shape=(), dtype=float64)","tf.Tensor([[10.18833387 -0.08053658  6.30954349 -0.37502408]], shape=(1, 4), dtype=float64)"
"tf.Tensor(6.421949150145186, shape=(), dtype=float64)","tf.Tensor(356.19980595177117, shape=(), dtype=float64)",0.078,"tf.Tensor(0.05169349079348424, shape=(), dtype=float64)","tf.Tensor(0.02034977267594728, shape=(), dtype=float64)","tf.Tensor(2.962423408808485, shape=(), dtype=float64)","tf.Tensor([[10.65206338 -0.08808589  6.33094031 -0.40291915]], shape=(1, 4), dtype=float64)"
"tf.Tensor(6.778148956096957, shape=(), dtype=float64)","tf.Tensor(368.30650194136234, shape=(), dtype=float64)",0.079,"tf.Tensor(0.0846944610987774, shape=(), dtype=float64)","tf.Tensor(0.03300097030529316, shape=(), dtype=float64)","tf.Tensor(2.468705073809806, shape=(), dtype=float64)","tf.Tensor([[11.12909394 -0.09619681  6.34940066 -0.43231253]], shape=(1, 4), dtype=float64)"
"tf.Tensor(7.14645545803832, shape=(), dtype=float64)","tf.Tensor(380.50747148047674, shape=(), dtype=float64)",0.08,"tf.Tensor(0.13783382570778027, shape=(), dtype=float64)","tf.Tensor(0.05313936460900287, shape=(), dtype=float64)","tf.Tensor(1.9817064809478007, shape=(), dtype=float64)","tf.Tensor([[11.61951126 -0.10489953  6.36493623 -0.46325115]], shape=(1, 4), dtype=float64)"
"tf.Tensor(7.526962929518796, shape=(), dtype=float64)","tf.Tensor(392.79381572945954, shape=(), dtype=float64)",0.081,"tf.Tensor(0.22279911551735423, shape=(), dtype=float64)","tf.Tensor(0.08496528980957396, shape=(), dtype=float64)","tf.Tensor(1.5014847407871832, shape=(), dtype=float64)","tf.Tensor([[12.12339225 -0.11422519  6.37755896 -0.495782  ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(7.919756745248256, shape=(), dtype=float64)","tf.Tensor(405.1564938320941, shape=(), dtype=float64)",0.082,"tf.Tensor(0.35770480981044955, shape=(), dtype=float64)","tf.Tensor(0.13490569429309532, shape=(), dtype=float64)","tf.Tensor(1.0280471863148382, shape=(), dtype=float64)","tf.Tensor([[12.6408049  -0.12420588  6.387281   -0.52995214]], shape=(1, 4), dtype=float64)"
"tf.Tensor(8.324913239080349, shape=(), dtype=float64)","tf.Tensor(417.5863318119188, shape=(), dtype=float64)",0.083,"tf.Tensor(0.5704313976717497, shape=(), dtype=float64)","tf.Tensor(0.2127265878613001, shape=(), dtype=float64)","tf.Tensor(0.5613623663903979, shape=(), dtype=float64)","tf.Tensor([[13.17180812 -0.13487462  6.39411469 -0.5658086 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(8.742499570892267, shape=(), dtype=float64)","tf.Tensor(430.0740316054757, shape=(), dtype=float64)",0.084,"tf.Tensor(0.9035994935416943, shape=(), dtype=float64)","tf.Tensor(0.33316809586994467, shape=(), dtype=float64)","tf.Tensor(0.1013690548779387, shape=(), dtype=float64)","tf.Tensor([[13.7164516  -0.14626541  6.39807263 -0.60339835]], shape=(1, 4), dtype=float64)"
"tf.Tensor(9.172573602497742, shape=(), dtype=float64)","tf.Tensor(442.6101802235518, shape=(), dtype=float64)",0.085,"tf.Tensor(1.421931930902339, shape=(), dtype=float64)","tf.Tensor(0.5183324373606447, shape=(), dtype=float64)","tf.Tensor(-0.3520164616715569, shape=(), dtype=float64)","tf.Tensor([[14.27477571 -0.15841316  6.39916759 -0.64276824]], shape=(1, 4), dtype=float64)"
"tf.Tensor(9.615183782721294, shape=(), dtype=float64)","tf.Tensor(455.18525903134923, shape=(), dtype=float64)",0.08600000000000001,"tf.Tensor(2.2230820597867003, shape=(), dtype=float64)","tf.Tensor(0.8011501288843612, shape=(), dtype=float64)","tf.Tensor(-0.7988945482848758, shape=(), dtype=float64)","tf.Tensor([[14.84681135 -0.17135375  6.39741259 -0.68396499]], shape=(1, 4), dtype=float64)"
"tf.Tensor(10.070369041752643, shape=(), dtype=float64)","tf.Tensor(467.78965313840007, shape=(), dtype=float64)",0.08700000000000001,"tf.Tensor(3.453463314462462, shape=(), dtype=float64)","tf.Tensor(1.2303812546757618, shape=(), dtype=float64)","tf.Tensor(-1.2393775867779926, shape=(), dtype=float64)","tf.Tensor([[15.4325799  -0.185124    6.39282082 -0.7270351 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(10.538158694891044, shape=(), dtype=float64)","tf.Tensor(480.4136608889358, shape=(), dtype=float64)",0.088,"tf.Tensor(5.331253135170878, shape=(), dtype=float64)","tf.Tensor(1.8777898207084163, shape=(), dtype=float64)","tf.Tensor(-1.6735863203319354, shape=(), dtype=float64)","tf.Tensor([[16.03209308 -0.19976164  6.38540572 -0.77202481]], shape=(1, 4), dtype=float64)"
"tf.Tensor(11.018572355779979, shape=(), dtype=float64)","tf.Tensor(493.04750344331944, shape=(), dtype=float64)",0.089,"tf.Tensor(8.179630584158435, shape=(), dtype=float64)","tf.Tensor(2.8483774489875566, shape=(), dtype=float64)","tf.Tensor(-2.1016469887340463, shape=(), dtype=float64)","tf.Tensor([[16.64535289 -0.21530537  6.37518089 -0.81898008]], shape=(1, 4), dtype=float64)"
"tf.Tensor(11.511619859223298, shape=(), dtype=float64)","tf.Tensor(505.6813344410595, shape=(), dtype=float64)",0.09,"tf.Tensor(12.474531639207154, shape=(), dtype=float64)","tf.Tensor(4.294901055048719, shape=(), dtype=float64)","tf.Tensor(-2.5236890969814603, shape=(), dtype=float64)","tf.Tensor([[17.27235152 -0.2317948   6.36216017 -0.86794651]], shape=(1, 4), dtype=float64)"
"tf.Tensor(12.017301193664357, shape=(), dtype=float64)","tf.Tensor(518.3052497358433, shape=(), dtype=float64)",0.091,"tf.Tensor(18.91288977870748, shape=(), dtype=float64)","tf.Tensor(6.438358139500327, shape=(), dtype=float64)","tf.Tensor(-2.9398436884834602, shape=(), dtype=float64)","tf.Tensor([[17.91307129 -0.24927044  6.34635756 -0.91896929]], shape=(1, 4), dtype=float64)"
"tf.Tensor(12.535606443400201, shape=(), dtype=float64)","tf.Tensor(530.9092971929566, shape=(), dtype=float64)",0.092,"tf.Tensor(28.509632665344192, shape=(), dtype=float64)","tf.Tensor(9.596742886636711, shape=(), dtype=float64)","tf.Tensor(-3.3502420184271315, shape=(), dtype=float64)","tf.Tensor([[18.56748461 -0.26777373  6.32778731 -0.97209319]], shape=(1, 4), dtype=float64)"
"tf.Tensor(13.066515740593157, shape=(), dtype=float64)","tf.Tensor(543.4834865393931, shape=(), dtype=float64)",0.093,"tf.Tensor(42.73484131844807, shape=(), dtype=float64)","tf.Tensor(14.225208653103877, shape=(), dtype=float64)","tf.Tensor(-3.755014543459059, shape=(), dtype=float64)","tf.Tensor([[19.2355539  -0.28734703  6.30646381 -1.02736246]], shape=(1, 4), dtype=float64)"
"tf.Tensor(13.609999227132551, shape=(), dtype=float64)","tf.Tensor(556.0177992569064, shape=(), dtype=float64)",0.094,"tf.Tensor(63.7067269522192, shape=(), dtype=float64)","tf.Tensor(20.97188563377113, shape=(), dtype=float64)","tf.Tensor(-4.1542901606479585, shape=(), dtype=float64)","tf.Tensor([[19.91723157 -0.30803354  6.28240168 -1.08482082]], shape=(1, 4), dtype=float64)"
"tf.Tensor(14.166017026389458, shape=(), dtype=float64)","tf.Tensor(568.5021985082143, shape=(), dtype=float64)",0.095,"tf.Tensor(94.46181156689968, shape=(), dtype=float64)","tf.Tensor(30.755084614680484, shape=(), dtype=float64)","tf.Tensor(-4.548195642421906, shape=(), dtype=float64)","tf.Tensor([[20.61246    -0.3298774   6.25561572 -1.14451139]], shape=(1, 4), dtype=float64)"
"tf.Tensor(14.734519224897673, shape=(), dtype=float64)","tf.Tensor(580.9266390865298, shape=(), dtype=float64)",0.096,"tf.Tensor(139.33139401226262, shape=(), dtype=float64)","tf.Tensor(44.86958244536294, shape=(), dtype=float64)","tf.Tensor(-4.936855225187505, shape=(), dtype=float64)","tf.Tensor([[21.32117153 -0.35292357  6.22612092 -1.20647666]], shape=(1, 4), dtype=float64)"
"tf.Tensor(15.315445863984202, shape=(), dtype=float64)","tf.Tensor(593.2810773785739, shape=(), dtype=float64)",0.097,"tf.Tensor(204.46367230611176, shape=(), dtype=float64)","tf.Tensor(65.13227829384914, shape=(), dtype=float64)","tf.Tensor(-5.320390318167824, shape=(), dtype=float64)","tf.Tensor([[22.04328844 -0.3772179   6.19393246 -1.27075842]], shape=(1, 4), dtype=float64)"
"tf.Tensor(15.908726941362776, shape=(), dtype=float64)","tf.Tensor(605.5554813312071, shape=(), dtype=float64)",0.098,"tf.Tensor(298.5445912111233, shape=(), dtype=float64)","tf.Tensor(94.08091890501154, shape=(), dtype=float64)","tf.Tensor(-5.698919305967805, shape=(), dtype=float64)","tf.Tensor([[22.77872293 -0.40280707  6.15906568 -1.33739772]], shape=(1, 4), dtype=float64)"
"tf.Tensor(16.514282422693984, shape=(), dtype=float64)","tf.Tensor(617.7398404118175, shape=(), dtype=float64)",0.099,"tf.Tensor(433.7886457097923, shape=(), dtype=float64)","tf.Tensor(135.24405449866902, shape=(), dtype=float64)","tf.Tensor(-6.072557424029464, shape=(), dtype=float64)","tf.Tensor([[23.52737719 -0.42973857  6.12153614 -1.40643484]], shape=(1, 4), dtype=float64)"
"tf.Tensor(17.132022263105803, shape=(), dtype=float64)","tf.Tensor(629.8241755526027, shape=(), dtype=float64)",0.1,"tf.Tensor(627.2948532477279, shape=(), dtype=float64)","tf.Tensor(193.5062075379356, shape=(), dtype=float64)","tf.Tensor(-6.441416690458372, shape=(), dtype=float64)","tf.Tensor([[24.28914337 -0.45806073  6.08135955 -1.47790923]], shape=(1, 4), dtype=float64)"
"tf.Tensor(17.761846438658406, shape=(), dtype=float64)","tf.Tensor(641.7985490689068, shape=(), dtype=float64)",0.101,"tf.Tensor(902.8946511622538, shape=(), dtype=float64)","tf.Tensor(275.5997979145259, shape=(), dtype=float64)","tf.Tensor(-6.805605881231487, shape=(), dtype=float64)","tf.Tensor([[25.06390366 -0.48782267  6.03855181 -1.55185945]], shape=(1, 4), dtype=float64)"
"tf.Tensor(18.40364498772731, shape=(), dtype=float64)","tf.Tensor(653.6530745417899, shape=(), dtype=float64)",0.10200000000000001,"tf.Tensor(1293.6598049129868, shape=(), dtype=float64)","tf.Tensor(390.765153750733, shape=(), dtype=float64)","tf.Tensor(-7.16523053857412, shape=(), dtype=float64)","tf.Tensor([[25.85153028 -0.51907427  5.993129   -1.62832314]], shape=(1, 4), dtype=float64)"
"tf.Tensor(19.0572980622691, shape=(), dtype=float64)","tf.Tensor(665.3779266550498, shape=(), dtype=float64)",0.10300000000000001,"tf.Tensor(1845.2923596255043, shape=(), dtype=float64)","tf.Tensor(551.6325547125175, shape=(), dtype=float64)","tf.Tensor(-7.520393004422717, shape=(), dtype=float64)","tf.Tensor([[26.65188557 -0.55186617  5.94510735 -1.70733698]], shape=(1, 4), dtype=float64)"
"tf.Tensor(19.722675988924152, shape=(), dtype=float64)","tf.Tensor(676.9633509769561, shape=(), dtype=float64)",0.10400000000000001,"tf.Tensor(2620.688825367064, shape=(), dtype=float64)","tf.Tensor(775.3964657415597, shape=(), dtype=float64)","tf.Tensor(-7.871192472645692, shape=(), dtype=float64)","tf.Tensor([[27.46482206 -0.58624977  5.89450328 -1.78893662]], shape=(1, 4), dtype=float64)"
"tf.Tensor(20.399639339901107, shape=(), dtype=float64)","tf.Tensor(688.3996736770125, shape=(), dtype=float64)",0.105,"tf.Tensor(3706.0616986701443, shape=(), dtype=float64)","tf.Tensor(1085.3728733030803, shape=(), dtype=float64)","tf.Tensor(-8.217725055025705, shape=(), dtype=float64)","tf.Tensor([[28.2901825  -0.62227718  5.84133339 -1.87315668]], shape=(1, 4), dtype=float64)"
"tf.Tensor(21.08803901357812, shape=(), dtype=float64)","tf.Tensor(699.6773111681271, shape=(), dtype=float64)",0.106,"tf.Tensor(5219.118814397219, shape=(), dtype=float64)","tf.Tensor(1513.0571157270742, shape=(), dtype=float64)","tf.Tensor(-8.560083857124308, shape=(), dtype=float64)","tf.Tensor([[29.12779999 -0.66000119  5.7856144  -1.96003065]], shape=(1, 4), dtype=float64)"
"tf.Tensor(21.787716324746246, shape=(), dtype=float64)","tf.Tensor(710.7867796646422, shape=(), dtype=float64)",0.107,"tf.Tensor(7319.952083367422, shape=(), dtype=float64)","tf.Tensor(2100.833268970204, shape=(), dtype=float64)","tf.Tensor(-8.898359060945875, shape=(), dtype=float64)","tf.Tensor([[29.97749805 -0.69947528  5.72736325 -2.04959089]], shape=(1, 4), dtype=float64)"
"tf.Tensor(22.498503104410887, shape=(), dtype=float64)","tf.Tensor(721.7187046467611, shape=(), dtype=float64)",0.108,"tf.Tensor(10225.48090436364, shape=(), dtype=float64)","tf.Tensor(2905.5288209962173, shape=(), dtype=float64)","tf.Tensor(-9.232638012016626, shape=(), dtype=float64)","tf.Tensor([[30.83909071 -0.74075359  5.66659699 -2.14186857]], shape=(1, 4), dtype=float64)"
"tf.Tensor(23.220221809057648, shape=(), dtype=float64)","tf.Tensor(732.4638302219976, shape=(), dtype=float64)",0.109,"tf.Tensor(14228.543178195741, shape=(), dtype=float64)","tf.Tensor(4003.0622738321017, shape=(), dtype=float64)","tf.Tensor(-9.563005309047234, shape=(), dtype=float64)","tf.Tensor([[31.71238263 -0.78389086  5.60333287 -2.23689362]], shape=(1, 4), dtype=float64)"
"tf.Tensor(23.952685639279647, shape=(), dtype=float64)","tf.Tensor(743.0130283743773, shape=(), dtype=float64)",0.11,"tf.Tensor(19723.042371130436, shape=(), dtype=float64)","tf.Tensor(5494.499192934694, shape=(), dtype=float64)","tf.Tensor(-9.88954289471182, shape=(), dtype=float64)","tf.Tensor([[32.59716924 -0.82894247  5.53758826 -2.33469474]], shape=(1, 4), dtype=float64)"
"tf.Tensor(24.695698667654025, shape=(), dtype=float64)","tf.Tensor(753.3573080922312, shape=(), dtype=float64)",0.111,"tf.Tensor(27236.959810195767, shape=(), dtype=float64)","tf.Tensor(7513.917439065332, shape=(), dtype=float64)","tf.Tensor(-10.21233014647964, shape=(), dtype=float64)","tf.Tensor([[33.49323685 -0.87596436  5.46938072 -2.43529927]], shape=(1, 4), dtype=float64)"
"tf.Tensor(25.449055975746255, shape=(), dtype=float64)","tf.Tensor(763.4878243655384, shape=(), dtype=float64)",0.112,"tf.Tensor(37475.54877468076, shape=(), dtype=float64)","tf.Tensor(10238.588964484996, shape=(), dtype=float64)","tf.Tensor(-10.53144396661757, shape=(), dtype=float64)","tf.Tensor([[34.40036277 -0.925013    5.39872792 -2.53873325]], shape=(1, 4), dtype=float64)"
"tf.Tensor(26.212543800111792, shape=(), dtype=float64)","tf.Tensor(773.395887043907, shape=(), dtype=float64)",0.113,"tf.Tensor(51377.667407119356, shape=(), dtype=float64)","tf.Tensor(13902.118632438593, shape=(), dtype=float64)","tf.Tensor(-10.846958870783945, shape=(), dtype=float64)","tf.Tensor([[35.31831551 -0.97614542  5.32564773 -2.64502131]], shape=(1, 4), dtype=float64)"
"tf.Tensor(26.9859396871557, shape=(), dtype=float64)","tf.Tensor(783.0729695464171, shape=(), dtype=float64)",0.114,"tf.Tensor(70189.01348418056, shape=(), dtype=float64)","tf.Tensor(18811.3460770612, shape=(), dtype=float64)","tf.Tensor(-11.158947074691667, shape=(), dtype=float64)","tf.Tensor([[36.24685489 -1.02941913  5.25015812 -2.75418666]], shape=(1, 4), dtype=float64)"
"tf.Tensor(27.769012656702117, shape=(), dtype=float64)","tf.Tensor(792.5107174146949, shape=(), dtype=float64)",0.115,"tf.Tensor(95557.03549912026, shape=(), dtype=float64)","tf.Tensor(25368.022014939706, shape=(), dtype=float64)","tf.Tensor(-11.467478578555028, shape=(), dtype=float64)","tf.Tensor([[37.18573221 -1.08489211  5.17227723 -2.86625106]], shape=(1, 4), dtype=float64)"
"tf.Tensor(28.561523374116813, shape=(), dtype=float64)","tf.Tensor(801.7009567007453, shape=(), dtype=float64)",0.116,"tf.Tensor(129653.55999032246, shape=(), dtype=float64)","tf.Tensor(34096.5244912022, shape=(), dtype=float64)","tf.Tensor(-11.77262124905742, shape=(), dtype=float64)","tf.Tensor([[38.13469046 -1.14262278  5.09202334 -2.98123479]], shape=(1, 4), dtype=float64)"
"tf.Tensor(29.36322433081756, shape=(), dtype=float64)","tf.Tensor(810.6357021812283, shape=(), dtype=float64)",0.117,"tf.Tensor(175332.7539684752, shape=(), dtype=float64)","tf.Tensor(45679.19397815275, shape=(), dtype=float64)","tf.Tensor(-12.074440898683969, shape=(), dtype=float64)","tf.Tensor([[39.09346444 -1.20266996  5.00941485 -3.09915658]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.17386003299879, shape=(), dtype=float64)","tf.Tensor(819.3071653900394, shape=(), dtype=float64)",0.11800000000000001,"tf.Tensor(236334.0058189804, shape=(), dtype=float64)","tf.Tensor(61001.251850505185, shape=(), dtype=float64)","tf.Tensor(-12.373001362338497, shape=(), dtype=float64)","tf.Tensor([[40.06178104 -1.26509285  4.92447033 -3.22003364]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.99316719838883, shape=(), dtype=float64)","tf.Tensor(827.7077624612298, shape=(), dtype=float64)",0.11900000000000001,"tf.Tensor(317541.74570049025, shape=(), dtype=float64)","tf.Tensor(81207.73988150986, shape=(), dtype=float64)","tf.Tensor(-12.668364571193043, shape=(), dtype=float64)","tf.Tensor([[41.03935933 -1.32995101  4.83720846 -3.34388155]], shape=(1, 4), dtype=float64)"
"tf.Tensor(31.82087496085006, shape=(), dtype=float64)","tf.Tensor(835.8301217744942, shape=(), dtype=float64)",0.12,"tf.Tensor(425317.24308492604, shape=(), dtype=float64)","tf.Tensor(107775.49738443579, shape=(), dtype=float64)","tf.Tensor(-12.960590623765565, shape=(), dtype=float64)","tf.Tensor([[42.02591085 -1.3973043   4.74764806 -3.47071431]], shape=(1, 4), dtype=float64)"
"tf.Tensor(32.656705082624555, shape=(), dtype=float64)","tf.Tensor(843.6670913956409, shape=(), dtype=float64)",0.121,"tf.Tensor(567921.1423926584, shape=(), dtype=float64)","tf.Tensor(142603.89930773235, shape=(), dtype=float64)","tf.Tensor(-13.24973785424924, shape=(), dtype=float64)","tf.Tensor([[43.02113979 -1.46721286  4.65580808 -3.60054426]], shape=(1, 4), dtype=float64)"
