x0,x1,time,det_fi,log_det,sensitivity_y
"tf.Tensor(0.03187543766789221, shape=(), dtype=float64)","tf.Tensor(1.919744403808664, shape=(), dtype=float64)",0.059000000000000004,"tf.Tensor(0.11712506730836379, shape=(), dtype=float64)","tf.Tensor(0.07943719900183441, shape=(), dtype=float64)","tf.Tensor(2.14451296375252, shape=(), dtype=float64)","tf.Tensor([[-3.54677058e+05  2.64301080e+00  2.74944472e+06  2.47182572e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.033795182071700874, shape=(), dtype=float64)","tf.Tensor(1.2473093939456583, shape=(), dtype=float64)",0.06,"tf.Tensor(0.6510343903294717, shape=(), dtype=float64)","tf.Tensor(0.5339093230211079, shape=(), dtype=float64)","tf.Tensor(0.42919281124186887, shape=(), dtype=float64)","tf.Tensor([[-9.10453085e+05  6.78451848e+00  7.05780223e+06  6.34515622e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.03504249146564653, shape=(), dtype=float64)","tf.Tensor(0.604651433023623, shape=(), dtype=float64)",0.061,"tf.Tensor(2.0326080361762022, shape=(), dtype=float64)","tf.Tensor(1.3815736458467305, shape=(), dtype=float64)","tf.Tensor(-0.709319715357422, shape=(), dtype=float64)","tf.Tensor([[-1.46359954e+06  1.09064281e+01  1.13457754e+07  1.02001606e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.03564714289867015, shape=(), dtype=float64)","tf.Tensor(-0.008305284175109784, shape=(), dtype=float64)",0.062,"tf.Tensor(4.725373667101861, shape=(), dtype=float64)","tf.Tensor(2.692765630925659, shape=(), dtype=float64)","tf.Tensor(-1.5529466408033326, shape=(), dtype=float64)","tf.Tensor([[-2.01407640e+06  1.50084412e+01  1.56130539e+07  1.40365600e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.035638837614495045, shape=(), dtype=float64)","tf.Tensor(1.6882215377267094, shape=(), dtype=float64)",0.063,"tf.Tensor(3.295779024401662, shape=(), dtype=float64)","tf.Tensor(-1.429594642700199, shape=(), dtype=float64)","tf.Tensor(-1.192642566232248, shape=(), dtype=float64)","tf.Tensor([[-9.52794580e+04  7.10052535e-01  7.38603015e+05  6.64024386e+02]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.03732705915222175, shape=(), dtype=float64)","tf.Tensor(1.1237802488644753, shape=(), dtype=float64)",0.064,"tf.Tensor(7.114609460123764, shape=(), dtype=float64)","tf.Tensor(3.8188304357221017, shape=(), dtype=float64)","tf.Tensor(-1.9621503403830065, shape=(), dtype=float64)","tf.Tensor([[ 1.81474382e+06 -1.35229603e+01 -1.40678347e+07 -1.26473656e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.03845083940108623, shape=(), dtype=float64)","tf.Tensor(0.5886333316734643, shape=(), dtype=float64)",0.065,"tf.Tensor(40.27017600516936, shape=(), dtype=float64)","tf.Tensor(33.155566545045595, shape=(), dtype=float64)","tf.Tensor(-3.69561114548131, shape=(), dtype=float64)","tf.Tensor([[ 3.71585381e+06 -2.76895571e+01 -2.88051770e+07 -2.58966368e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.03903947273275969, shape=(), dtype=float64)","tf.Tensor(0.0826970709440118, shape=(), dtype=float64)",0.066,"tf.Tensor(50.21413522227463, shape=(), dtype=float64)","tf.Tensor(9.943959217105267, shape=(), dtype=float64)","tf.Tensor(-3.916296565194962, shape=(), dtype=float64)","tf.Tensor([[ 5.60791238e+06 -4.17887086e+01 -4.34723529e+07 -3.90828266e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.039122169803703706, shape=(), dtype=float64)","tf.Tensor(1.4779341674574096, shape=(), dtype=float64)",0.067,"tf.Tensor(-6.578837547070945, shape=(), dtype=float64)","tf.Tensor(-56.792972769345575, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-9.89741580e+05  7.37536968e+00  7.67244400e+06  6.89773589e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.040600103971161115, shape=(), dtype=float64)","tf.Tensor(1.0214137635120806, shape=(), dtype=float64)",0.068,"tf.Tensor(-193.41253182223636, shape=(), dtype=float64)","tf.Tensor(-186.8336942751654, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-7.55710388e+06  5.63137183e+01  5.85824210e+07  5.26671889e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.041621517734673194, shape=(), dtype=float64)","tf.Tensor(0.5937033954535228, shape=(), dtype=float64)",0.069,"tf.Tensor(-1759.0280600427973, shape=(), dtype=float64)","tf.Tensor(-1565.615528220561, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-1.40936950e+07  1.05022764e+02  1.09253861e+08  9.82221907e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04221522113012672, shape=(), dtype=float64)","tf.Tensor(0.1947114526830256, shape=(), dtype=float64)",0.07,"tf.Tensor(-24184.65366316184, shape=(), dtype=float64)","tf.Tensor(-22425.625603119042, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-2.05990406e+07  1.53498972e+02  1.59683087e+08  1.43559435e+05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04240993258280974, shape=(), dtype=float64)","tf.Tensor(1.1942083177904956, shape=(), dtype=float64)",0.07100000000000001,"tf.Tensor(-89286.56522660641, shape=(), dtype=float64)","tf.Tensor(-65101.91156344458, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 2.09899646e+06 -1.56411258e+01 -1.62713520e+07 -1.46283874e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04360414090060024, shape=(), dtype=float64)","tf.Tensor(0.8459702580978942, shape=(), dtype=float64)",0.07200000000000001,"tf.Tensor(343752.7904139174, shape=(), dtype=float64)","tf.Tensor(433039.35564052383, shape=(), dtype=float64)","tf.Tensor(-12.74767804549773, shape=(), dtype=float64)","tf.Tensor([[ 2.46929435e+07 -1.84005575e+02 -1.91418888e+08 -1.72090783e+05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04445011115869813, shape=(), dtype=float64)","tf.Tensor(0.5260631222932091, shape=(), dtype=float64)",0.073,"tf.Tensor(-1318916.9003379173, shape=(), dtype=float64)","tf.Tensor(-1662669.6907518348, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 4.71811503e+07 -3.51582078e+02 -3.65746729e+08 -3.28816250e+05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04497617428099134, shape=(), dtype=float64)","tf.Tensor(0.23438734596521493, shape=(), dtype=float64)",0.074,"tf.Tensor(-22460820.050849557, shape=(), dtype=float64)","tf.Tensor(-21141903.15051164, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 6.95619843e+07 -5.18358470e+02 -5.39242219e+08 -4.84793411e+05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04521056162695656, shape=(), dtype=float64)","tf.Tensor(1.1627736706531286, shape=(), dtype=float64)",0.075,"tf.Tensor(-15293315.144100606, shape=(), dtype=float64)","tf.Tensor(7167504.9067489505, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-8.54426354e+06  6.36698011e+01  6.62348502e+07  5.95469307e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04637333529760969, shape=(), dtype=float64)","tf.Tensor(0.9216852828727354, shape=(), dtype=float64)",0.076,"tf.Tensor(-705235407.6729318, shape=(), dtype=float64)","tf.Tensor(-689942092.5288312, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-8.62922026e+07  6.43028040e+02  6.68934322e+08  6.01390136e+05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.047295020580482426, shape=(), dtype=float64)","tf.Tensor(0.7084302515602453, shape=(), dtype=float64)",0.077,"tf.Tensor(-20410009644.21785, shape=(), dtype=float64)","tf.Tensor(-19704774236.544918, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-1.63676155e+08  1.21967394e+03  1.26881218e+09  1.14069664e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.048003450832042674, shape=(), dtype=float64)","tf.Tensor(0.5229012513130881, shape=(), dtype=float64)",0.078,"tf.Tensor(-2719391281.996392, shape=(), dtype=float64)","tf.Tensor(17690618362.22146, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[-2.40690503e+08  1.79356563e+03  1.86582488e+09  1.67742728e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04852635208335576, shape=(), dtype=float64)","tf.Tensor(0.3649888383116151, shape=(), dtype=float64)",0.079,"tf.Tensor(763284437463.0747, shape=(), dtype=float64)","tf.Tensor(766003828745.071, shape=(), dtype=float64)","tf.Tensor(-27.3608965870497, shape=(), dtype=float64)","tf.Tensor([[-3.17329690e+08  2.36466171e+03  2.45992934e+09  2.21154334e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04889134092166738, shape=(), dtype=float64)","tf.Tensor(0.8406066183084651, shape=(), dtype=float64)",0.08,"tf.Tensor(1273032977972.4304, shape=(), dtype=float64)","tf.Tensor(509748540509.3557, shape=(), dtype=float64)","tf.Tensor(-27.8724233408811, shape=(), dtype=float64)","tf.Tensor([[-4.96742598e+07  3.70160284e+02  3.85073231e+08  3.46191301e+05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.04973194753997585, shape=(), dtype=float64)","tf.Tensor(0.734759761443651, shape=(), dtype=float64)",0.081,"tf.Tensor(2366105598367.348, shape=(), dtype=float64)","tf.Tensor(1093072620394.9177, shape=(), dtype=float64)","tf.Tensor(-28.49226651208952, shape=(), dtype=float64)","tf.Tensor([[ 2.16760745e+08 -1.61524684e+03 -1.68032218e+09 -1.51065531e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.0504667073014195, shape=(), dtype=float64)","tf.Tensor(0.6561448333393178, shape=(), dtype=float64)",0.082,"tf.Tensor(34195479925228.785, shape=(), dtype=float64)","tf.Tensor(31829374326861.438, shape=(), dtype=float64)","tf.Tensor(-31.16311458533344, shape=(), dtype=float64)","tf.Tensor([[ 4.81955833e+08 -3.59141442e+03 -3.73610580e+09 -3.35886065e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.05112285213475882, shape=(), dtype=float64)","tf.Tensor(0.6046445886668662, shape=(), dtype=float64)",0.083,"tf.Tensor(-302210443263.2203, shape=(), dtype=float64)","tf.Tensor(-34497690368492.004, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 7.45891717e+08 -5.55819874e+03 -5.78212811e+09 -5.19829033e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.051727496723425685, shape=(), dtype=float64)","tf.Tensor(0.5801397666276654, shape=(), dtype=float64)",0.084,"tf.Tensor(-267328640695600.94, shape=(), dtype=float64)","tf.Tensor(-267026430252337.72, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 1.00854932e+09 -7.51545763e+03 -7.81824123e+09 -7.02881136e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.05230763649005335, shape=(), dtype=float64)","tf.Tensor(0.5825091114033772, shape=(), dtype=float64)",0.085,"tf.Tensor(1194383801673122.8, shape=(), dtype=float64)","tf.Tensor(1461712442368723.8, shape=(), dtype=float64)","tf.Tensor(-34.71640680016699, shape=(), dtype=float64)","tf.Tensor([[ 1.26990977e+09 -9.46305046e+03 -9.84429886e+09 -8.85029224e+06]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.052890145601456724, shape=(), dtype=float64)","tf.Tensor(0.6116293927004622, shape=(), dtype=float64)",0.08600000000000001,"tf.Tensor(-1.5664767155047612e+16, shape=(), dtype=float64)","tf.Tensor(-1.6859150956720734e+16, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 1.52995441e+09 -1.14008382e+04 -1.18601563e+10 -1.06626029e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.05350177499415719, shape=(), dtype=float64)","tf.Tensor(0.667375426386489, shape=(), dtype=float64)",0.08700000000000001,"tf.Tensor(-6.038958116010493e+16, shape=(), dtype=float64)","tf.Tensor(-4.472481400505731e+16, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 1.78866477e+09 -1.33286832e+04 -1.38656706e+10 -1.24656147e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.054169150420543676, shape=(), dtype=float64)","tf.Tensor(0.7496200952158909, shape=(), dtype=float64)",0.088,"tf.Tensor(-1.7220015420397818e+17, shape=(), dtype=float64)","tf.Tensor(-1.1181057304387325e+17, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 2.04602262e+09 -1.52464497e+04 -1.58607002e+10 -1.42592006e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.054918770515759566, shape=(), dtype=float64)","tf.Tensor(0.8582343696428084, shape=(), dtype=float64)",0.089,"tf.Tensor(-1.749166427968739e+17, shape=(), dtype=float64)","tf.Tensor(-2716488592895712.0, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 2.30200993e+09 -1.71540033e+04 -1.78451054e+10 -1.60432348e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.055777004885402375, shape=(), dtype=float64)","tf.Tensor(0.9930873287186586, shape=(), dtype=float64)",0.09,"tf.Tensor(-7.938258489335926e+17, shape=(), dtype=float64)","tf.Tensor(-6.189092061367187e+17, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 2.55660887e+09 -1.90512110e+04 -1.98187480e+10 -1.78175931e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.056770092214121035, shape=(), dtype=float64)","tf.Tensor(1.1540461810720806, shape=(), dtype=float64)",0.091,"tf.Tensor(-1.5406633293854646e+18, shape=(), dtype=float64)","tf.Tensor(-7.46837480451872e+17, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 2.80980183e+09 -2.09379418e+04 -2.17814916e+10 -1.95821529e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.057924138395193114, shape=(), dtype=float64)","tf.Tensor(1.3409762859689007, shape=(), dtype=float64)",0.092,"tf.Tensor(-4.418114109320815e+18, shape=(), dtype=float64)","tf.Tensor(-2.877450779935351e+18, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 3.06157143e+09 -2.28140660e+04 -2.37332012e+10 -2.13367929e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.059265114681162016, shape=(), dtype=float64)","tf.Tensor(1.5537411744497702, shape=(), dtype=float64)",0.093,"tf.Tensor(2.5191490284406047e+18, shape=(), dtype=float64)","tf.Tensor(6.937263137761419e+18, shape=(), dtype=float64)","tf.Tensor(-42.37045283126027, shape=(), dtype=float64)","tf.Tensor([[ 3.31190047e+09 -2.46794556e+04 -2.56737437e+10 -2.30813934e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.06081885585561179, shape=(), dtype=float64)","tf.Tensor(1.7922025705431326, shape=(), dtype=float64)",0.094,"tf.Tensor(8.265017477487981e+19, shape=(), dtype=float64)","tf.Tensor(8.013102574643921e+19, shape=(), dtype=float64)","tf.Tensor(-45.861148612796214, shape=(), dtype=float64)","tf.Tensor([[ 3.56077198e+09 -2.65339840e+04 -2.76029875e+10 -2.48158360e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.06261105842615491, shape=(), dtype=float64)","tf.Tensor(2.0562204125511765, shape=(), dtype=float64)",0.095,"tf.Tensor(2.0596205041152072e+20, shape=(), dtype=float64)","tf.Tensor(1.233118756366409e+20, shape=(), dtype=float64)","tf.Tensor(-46.77422360440828, shape=(), dtype=float64)","tf.Tensor([[ 3.80816923e+09 -2.83775266e+04 -2.95208028e+10 -2.65400041e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.06466727883870609, shape=(), dtype=float64)","tf.Tensor(2.345652874406439, shape=(), dtype=float64)",0.096,"tf.Tensor(3.7344116496980895e+20, shape=(), dtype=float64)","tf.Tensor(1.6747911455828823e+20, shape=(), dtype=float64)","tf.Tensor(-47.36929214254969, shape=(), dtype=float64)","tf.Tensor([[ 4.05407566e+09 -3.02099600e+04 -3.14270614e+10 -2.82537824e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.06701293171311253, shape=(), dtype=float64)","tf.Tensor(2.6603563870967246, shape=(), dtype=float64)",0.097,"tf.Tensor(8.472554964745399e+20, shape=(), dtype=float64)","tf.Tensor(4.738143315047309e+20, shape=(), dtype=float64)","tf.Tensor(-48.18853397178832, shape=(), dtype=float64)","tf.Tensor([[ 4.29847495e+09 -3.20311626e+04 -3.33216367e+10 -2.99570571e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.06967328810020924, shape=(), dtype=float64)","tf.Tensor(3.0001856601560046, shape=(), dtype=float64)",0.098,"tf.Tensor(8.649163960281094e+20, shape=(), dtype=float64)","tf.Tensor(1.7660899553569538e+19, shape=(), dtype=float64)","tf.Tensor(-48.20916452416297, shape=(), dtype=float64)","tf.Tensor([[ 4.54135100e+09 -3.38410144e+04 -3.52044039e+10 -3.16497159e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.07267347376036525, shape=(), dtype=float64)","tf.Tensor(3.36499370321899, shape=(), dtype=float64)",0.099,"tf.Tensor(8.810660782206711e+20, shape=(), dtype=float64)","tf.Tensor(1.6149682192561734e+19, shape=(), dtype=float64)","tf.Tensor(-48.22766430067207, shape=(), dtype=float64)","tf.Tensor([[ 4.78268793e+09 -3.56393970e+04 -3.70752398e+10 -3.33316483e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.07603846746358424, shape=(), dtype=float64)","tf.Tensor(3.754631847637033, shape=(), dtype=float64)",0.1,"tf.Tensor(4.1119579317754397e+21, shape=(), dtype=float64)","tf.Tensor(3.2308918535547687e+21, shape=(), dtype=float64)","tf.Tensor(-49.76818625037613, shape=(), dtype=float64)","tf.Tensor([[ 5.02247006e+09 -3.74261936e+04 -3.89340230e+10 -3.50027449e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.07979309931122128, shape=(), dtype=float64)","tf.Tensor(4.168949768153062, shape=(), dtype=float64)",0.101,"tf.Tensor(3.449922608810758e+20, shape=(), dtype=float64)","tf.Tensor(-3.766965670894364e+21, shape=(), dtype=float64)","tf.Tensor(-47.29005365844381, shape=(), dtype=float64)","tf.Tensor([[ 5.26068193e+09 -3.92012891e+04 -4.07806337e+10 -3.66628980e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.08396204907937434, shape=(), dtype=float64)","tf.Tensor(4.607795504633232, shape=(), dtype=float64)",0.10200000000000001,"tf.Tensor(-3.817419300928993e+21, shape=(), dtype=float64)","tf.Tensor(-4.1624115618100685e+21, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 5.49730832e+09 -4.09645700e+04 -4.26149537e+10 -3.83120016e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.08856984458400757, shape=(), dtype=float64)","tf.Tensor(5.071015483852982, shape=(), dtype=float64)",0.10300000000000001,"tf.Tensor(1.8291632054737274e+21, shape=(), dtype=float64)","tf.Tensor(5.64658250640272e+21, shape=(), dtype=float64)","tf.Tensor(-48.95814555038242, shape=(), dtype=float64)","tf.Tensor([[ 5.73233421e+09 -4.27159244e+04 -4.44368667e+10 -3.99499509e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.09364086006786056, shape=(), dtype=float64)","tf.Tensor(5.558454541335203, shape=(), dtype=float64)",0.10400000000000001,"tf.Tensor(-6.905306327048105e+21, shape=(), dtype=float64)","tf.Tensor(-8.734469532521833e+21, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 5.96574481e+09 -4.44552420e+04 -4.62462579e+10 -4.15766428e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.09919931460919576, shape=(), dtype=float64)","tf.Tensor(6.069955943238233, shape=(), dtype=float64)",0.105,"tf.Tensor(-2.4321380437940706e+22, shape=(), dtype=float64)","tf.Tensor(-1.74160741108926e+22, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 6.19752553e+09 -4.61824142e+04 -4.80430145e+10 -4.31919758e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.10526927055243399, shape=(), dtype=float64)","tf.Tensor(6.605361408291364, shape=(), dtype=float64)",0.106,"tf.Tensor(3.380108992183972e+21, shape=(), dtype=float64)","tf.Tensor(2.7701489430124678e+22, shape=(), dtype=float64)","tf.Tensor(-49.572194908058265, shape=(), dtype=float64)","tf.Tensor([[ 6.42766202e+09 -4.78973340e+04 -4.98270250e+10 -4.47958498e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.11187463196072535, shape=(), dtype=float64)","tf.Tensor(7.164511129775612, shape=(), dtype=float64)",0.107,"tf.Tensor(3.6480614701295722e+22, shape=(), dtype=float64)","tf.Tensor(3.310050570911175e+22, shape=(), dtype=float64)","tf.Tensor(-51.95106796830359, shape=(), dtype=float64)","tf.Tensor([[ 6.65614016e+09 -4.95998961e+04 -5.15981800e+10 -4.63881662e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.11903914309050095, shape=(), dtype=float64)","tf.Tensor(7.747243797547445, shape=(), dtype=float64)",0.108,"tf.Tensor(2.1181188164695406e+22, shape=(), dtype=float64)","tf.Tensor(-1.5299426536600317e+22, shape=(), dtype=float64)","tf.Tensor(-51.40740038990231, shape=(), dtype=float64)","tf.Tensor([[ 6.88294601e+09 -5.12899969e+04 -5.33563716e+10 -4.79688282e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.12678638688804839, shape=(), dtype=float64)","tf.Tensor(8.353396620103226, shape=(), dtype=float64)",0.109,"tf.Tensor(-4.292620001229166e+22, shape=(), dtype=float64)","tf.Tensor(-6.410738817698707e+22, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 7.10806589e+09 -5.29675342e+04 -5.51014935e+10 -4.95377403e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.13513978350815162, shape=(), dtype=float64)","tf.Tensor(8.982805346682072, shape=(), dtype=float64)",0.11,"tf.Tensor(-2.0876289696186208e+21, shape=(), dtype=float64)","tf.Tensor(4.083857104267304e+22, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 7.33148634e+09 -5.46324078e+04 -5.68334414e+10 -5.10948085e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.1441225888548337, shape=(), dtype=float64)","tf.Tensor(9.635304289404923, shape=(), dtype=float64)",0.111,"tf.Tensor(1.271020572802548e+22, shape=(), dtype=float64)","tf.Tensor(1.47978346976441e+22, shape=(), dtype=float64)","tf.Tensor(-50.89669222425732, shape=(), dtype=float64)","tf.Tensor([[ 7.55319408e+09 -5.62845187e+04 -5.85521126e+10 -5.26399406e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.15375789314423863, shape=(), dtype=float64)","tf.Tensor(10.310726345447517, shape=(), dtype=float64)",0.112,"tf.Tensor(4.494264401456261e+22, shape=(), dtype=float64)","tf.Tensor(3.223243828653713e+22, shape=(), dtype=float64)","tf.Tensor(-52.15967405222641, shape=(), dtype=float64)","tf.Tensor([[ 7.77317611e+09 -5.79237701e+04 -6.02574060e+10 -5.41730458e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.16406861948968615, shape=(), dtype=float64)","tf.Tensor(11.008903019245073, shape=(), dtype=float64)",0.113,"tf.Tensor(2.80120960832202e+23, shape=(), dtype=float64)","tf.Tensor(2.3517831681763938e+23, shape=(), dtype=float64)","tf.Tensor(-53.98950846572994, shape=(), dtype=float64)","tf.Tensor([[ 7.99141961e+09 -5.95500663e+04 -6.19492225e+10 -5.56940347e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.17507752250893122, shape=(), dtype=float64)","tf.Tensor(11.729664444726417, shape=(), dtype=float64)",0.114,"tf.Tensor(4.896372547914473e+23, shape=(), dtype=float64)","tf.Tensor(2.0951629395924532e+23, shape=(), dtype=float64)","tf.Tensor(-54.547951773480996, shape=(), dtype=float64)","tf.Tensor([[ 8.20791199e+09 -6.11633138e+04 -6.36274643e+10 -5.72028198e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.18680718695365764, shape=(), dtype=float64)","tf.Tensor(12.472839407575346, shape=(), dtype=float64)",0.115,"tf.Tensor(-6.214896691832449e+23, shape=(), dtype=float64)","tf.Tensor(-1.1111269239746922e+24, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 8.42264090e+09 -6.27634202e+04 -6.52920358e+10 -5.86993148e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.199280026361233, shape=(), dtype=float64)","tf.Tensor(13.238255367516988, shape=(), dtype=float64)",0.116,"tf.Tensor(2.754940892512506e+24, shape=(), dtype=float64)","tf.Tensor(3.376430561695751e+24, shape=(), dtype=float64)","tf.Tensor(-56.27543821960841, shape=(), dtype=float64)","tf.Tensor([[ 8.63559420e+09 -6.43502953e+04 -6.69428428e+10 -6.01834351e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.21251828172874998, shape=(), dtype=float64)","tf.Tensor(14.025738480626968, shape=(), dtype=float64)",0.117,"tf.Tensor(2.2355209261413376e+24, shape=(), dtype=float64)","tf.Tensor(-5.194199663711686e+23, shape=(), dtype=float64)","tf.Tensor(-56.06651650933781, shape=(), dtype=float64)","tf.Tensor([[ 8.84675996e+09 -6.59238501e+04 -6.85797928e+10 -6.16550977e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.22654402020937695, shape=(), dtype=float64)","tf.Tensor(14.835113621661158, shape=(), dtype=float64)",0.11800000000000001,"tf.Tensor(1.820770071343236e+24, shape=(), dtype=float64)","tf.Tensor(-4.147508547981016e+23, shape=(), dtype=float64)","tf.Tensor(-55.86130175958007, shape=(), dtype=float64)","tf.Tensor([[ 9.05612650e+09 -6.74839976e+04 -7.02027954e+10 -6.31142211e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.2413791338310381, shape=(), dtype=float64)","tf.Tensor(15.666204406403823, shape=(), dtype=float64)",0.11900000000000001,"tf.Tensor(3.3508063923659947e+24, shape=(), dtype=float64)","tf.Tensor(1.5300363210227588e+24, shape=(), dtype=float64)","tf.Tensor(-56.471243262866174, shape=(), dtype=float64)","tf.Tensor([[ 9.26368235e+09 -6.90306523e+04 -7.18117615e+10 -6.45607254e+07]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.2570453382374419, shape=(), dtype=float64)","tf.Tensor(16.51883321403198, shape=(), dtype=float64)",0.12,"tf.Tensor(-7.250611676311017e+24, shape=(), dtype=float64)","tf.Tensor(-1.0601418068677011e+25, shape=(), dtype=float64)","tf.Tensor(nan, shape=(), dtype=float64)","tf.Tensor([[ 9.46941626e+09 -7.05637303e+04 -7.34066040e+10 -6.59945321e+07]], shape=(1, 4), dtype=float64)"
