x0,x1,time,det_fi,log_det,sensitivity_y
"tf.Tensor(0.6977588906173668, shape=(), dtype=float64)","tf.Tensor(70.11426997691754, shape=(), dtype=float64)",0.066,"tf.Tensor(2.1817082295502657e-20, shape=(), dtype=float64)","tf.Tensor(45.27159369839066, shape=(), dtype=float64)","tf.Tensor([[ 1.67369008 -0.00286268 -0.7538237  -0.0253928  -0.21118381]], shape=(1, 5), dtype=float64)"
"tf.Tensor(0.7678731605942843, shape=(), dtype=float64)","tf.Tensor(74.43215578242825, shape=(), dtype=float64)",0.067,"tf.Tensor(7.800844547021701e-20, shape=(), dtype=float64)","tf.Tensor(43.99746985678752, shape=(), dtype=float64)","tf.Tensor([[ 1.80747769 -0.00337563 -0.81025491 -0.0288453  -0.21804072]], shape=(1, 5), dtype=float64)"
"tf.Tensor(0.8423053163767126, shape=(), dtype=float64)","tf.Tensor(78.85133097703013, shape=(), dtype=float64)",0.068,"tf.Tensor(2.6685719713321414e-19, shape=(), dtype=float64)","tf.Tensor(42.76757327975152, shape=(), dtype=float64)","tf.Tensor([[ 1.94743654 -0.00395818 -0.86859421 -0.03262698 -0.22484573]], shape=(1, 5), dtype=float64)"
"tf.Tensor(0.9211566473537427, shape=(), dtype=float64)","tf.Tensor(83.36855845653643, shape=(), dtype=float64)",0.069,"tf.Tensor(8.750134154450178e-19, shape=(), dtype=float64)","tf.Tensor(41.580047734697715, shape=(), dtype=float64)","tf.Tensor([[ 2.09365326 -0.00461698 -0.92882738 -0.03675661 -0.23159843]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.0045252058102792, shape=(), dtype=float64)","tf.Tensor(87.98048265251211, shape=(), dtype=float64)",0.07,"tf.Tensor(2.7562793942467843e-18, shape=(), dtype=float64)","tf.Tensor(40.43264994915734, shape=(), dtype=float64)","tf.Tensor([[ 2.24621117 -0.00535903 -0.99094007 -0.04125332 -0.23829842]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.0925056884627913, shape=(), dtype=float64)","tf.Tensor(92.68363283937165, shape=(), dtype=float64)",0.07100000000000001,"tf.Tensor(8.36029144122462e-18, shape=(), dtype=float64)","tf.Tensor(39.32303838601335, shape=(), dtype=float64)","tf.Tensor([[ 2.40519008 -0.00619173 -1.05491784 -0.04613655 -0.24494531]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.185189321302163, shape=(), dtype=float64)","tf.Tensor(97.47442655718622, shape=(), dtype=float64)",0.07200000000000001,"tf.Tensor(2.4473977802913823e-17, shape=(), dtype=float64)","tf.Tensor(38.24892125129577, shape=(), dtype=float64)","tf.Tensor([[ 2.57066626 -0.00712286 -1.12074613 -0.05142604 -0.25153873]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.2826637478593492, shape=(), dtype=float64)","tf.Tensor(102.34917314681296, shape=(), dtype=float64)",0.073,"tf.Tensor(6.929722531127902e-17, shape=(), dtype=float64)","tf.Tensor(37.20812680729682, shape=(), dtype=float64)","tf.Tensor([[ 2.74271229 -0.00816062 -1.18841027 -0.0571418  -0.25807829]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.3850129210061621, shape=(), dtype=float64)","tf.Tensor(107.30407739384837, shape=(), dtype=float64)",0.074,"tf.Tensor(1.9016645290086762e-16, shape=(), dtype=float64)","tf.Tensor(36.198631917356536, shape=(), dtype=float64)","tf.Tensor([[ 2.92139697 -0.00931359 -1.25789549 -0.06330412 -0.26456363]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.4923169984000104, shape=(), dtype=float64)","tf.Tensor(112.33524327780009, shape=(), dtype=float64)",0.075,"tf.Tensor(5.06722232126783e-16, shape=(), dtype=float64)","tf.Tensor(35.2185686860625, shape=(), dtype=float64)","tf.Tensor([[ 3.10678519 -0.01059076 -1.32918691 -0.06993353 -0.27099438]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.6046522416778104, shape=(), dtype=float64)","tf.Tensor(117.43867782276737, shape=(), dtype=float64)",0.076,"tf.Tensor(1.313317396592758e-15, shape=(), dtype=float64)","tf.Tensor(34.26622009491662, shape=(), dtype=float64)","tf.Tensor([[ 3.29893786 -0.01200155 -1.40226957 -0.07705076 -0.27737019]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.7220909195005778, shape=(), dtype=float64)","tf.Tensor(122.61029504582042, shape=(), dtype=float64)",0.077,"tf.Tensor(3.31602206152512e-15, shape=(), dtype=float64)","tf.Tensor(33.340010504606354, shape=(), dtype=float64)","tf.Tensor([[ 3.49791181 -0.01355579 -1.47712837 -0.08467675 -0.28369071]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.8447012145463981, shape=(), dtype=float64)","tf.Tensor(127.84591999917187, shape=(), dtype=float64)",0.078,"tf.Tensor(8.168474935930547e-15, shape=(), dtype=float64)","tf.Tensor(32.438494169811875, shape=(), dtype=float64)","tf.Tensor([[ 3.70375967 -0.01526373 -1.55374815 -0.09283262 -0.2899556 ]], shape=(1, 5), dtype=float64)"
"tf.Tensor(1.97254713454557, shape=(), dtype=float64)","tf.Tensor(133.14129290214134, shape=(), dtype=float64)",0.079,"tf.Tensor(1.9656990041079125e-14, shape=(), dtype=float64)","tf.Tensor(31.560343392569983, shape=(), dtype=float64)","tf.Tensor([[ 3.91652983 -0.01713605 -1.63211363 -0.10153962 -0.29616452]], shape=(1, 5), dtype=float64)"
