x0,x1,time,det_fi,log_det,sensitivity_y
"tf.Tensor(0.0, shape=(), dtype=float64)","tf.Tensor(0.0, shape=(), dtype=float64)",0.001,"tf.Tensor(1.000000000000002e-24, shape=(), dtype=float64)","tf.Tensor(0.0, shape=(), dtype=float64)","tf.Tensor(55.262042231857095, shape=(), dtype=float64)","tf.Tensor([[0. 0. 0. 0.]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.003454653293830826, shape=(), dtype=float64)","tf.Tensor(0.8831187853196911, shape=(), dtype=float64)",0.014,"tf.Tensor(1.9939831933657965e-20, shape=(), dtype=float64)","tf.Tensor(6.082262287719927e-21, shape=(), dtype=float64)","tf.Tensor(45.3615676169797, shape=(), dtype=float64)","tf.Tensor([[-1.19929950e-03 -3.63750280e-09  2.91901877e-02  1.23875717e-05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.004337772079150517, shape=(), dtype=float64)","tf.Tensor(-1.1762624688575376, shape=(), dtype=float64)",0.015,"tf.Tensor(5.2264720698214496e-20, shape=(), dtype=float64)","tf.Tensor(3.232488876455653e-20, shape=(), dtype=float64)","tf.Tensor(44.397965365859136, shape=(), dtype=float64)","tf.Tensor([[-2.33639962e-03  1.73047554e-06  1.26073896e-02  6.59002216e-05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.003161509610292979, shape=(), dtype=float64)","tf.Tensor(1.27259552419426, shape=(), dtype=float64)",0.016,"tf.Tensor(1.312002823462184e-19, shape=(), dtype=float64)","tf.Tensor(7.893556164800391e-20, shape=(), dtype=float64)","tf.Tensor(43.47756192433818, shape=(), dtype=float64)","tf.Tensor([[-3.28035889e-03  3.04820348e-06 -1.65804595e-03  1.24656385e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.004434105134487239, shape=(), dtype=float64)","tf.Tensor(-0.7617608843783272, shape=(), dtype=float64)",0.017,"tf.Tensor(2.744357881677824e-19, shape=(), dtype=float64)","tf.Tensor(1.43235505821564e-19, shape=(), dtype=float64)","tf.Tensor(42.73956964217564, shape=(), dtype=float64)","tf.Tensor([[-4.01856418e-03  4.06204171e-06 -1.81006774e-02  1.77187228e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.0036723442501089116, shape=(), dtype=float64)","tf.Tensor(1.7119683974198896, shape=(), dtype=float64)",0.018000000000000002,"tf.Tensor(4.874892332265107e-19, shape=(), dtype=float64)","tf.Tensor(2.130534450587283e-19, shape=(), dtype=float64)","tf.Tensor(42.16501874837016, shape=(), dtype=float64)","tf.Tensor([[-4.53847948e-03  4.65350503e-06 -3.22236976e-02  2.33019351e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.005384312647528801, shape=(), dtype=float64)","tf.Tensor(-0.29767191737551046, shape=(), dtype=float64)",0.019,"tf.Tensor(7.860643257651018e-19, shape=(), dtype=float64)","tf.Tensor(2.985750925385911e-19, shape=(), dtype=float64)","tf.Tensor(41.68724832439861, shape=(), dtype=float64)","tf.Tensor([[-4.82764669e-03  4.89617039e-06 -4.85216885e-02  2.80576904e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.00508664073015329, shape=(), dtype=float64)","tf.Tensor(1.2925530103724352, shape=(), dtype=float64)",0.02,"tf.Tensor(9.555811252625163e-19, shape=(), dtype=float64)","tf.Tensor(1.695167994974145e-19, shape=(), dtype=float64)","tf.Tensor(41.49196728933194, shape=(), dtype=float64)","tf.Tensor([[-3.57642890e-03  3.54183387e-06  9.71043260e-03  1.15366224e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.006379193740525726, shape=(), dtype=float64)","tf.Tensor(-0.6884446066880776, shape=(), dtype=float64)",0.021,"tf.Tensor(1.483967346184473e-18, shape=(), dtype=float64)","tf.Tensor(5.283862209219567e-19, shape=(), dtype=float64)","tf.Tensor(41.05181253330854, shape=(), dtype=float64)","tf.Tensor([[-2.07584371e-03  1.71459218e-06  6.54324551e-02 -5.51369964e-05]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.005690749133837648, shape=(), dtype=float64)","tf.Tensor(1.8383923342896962, shape=(), dtype=float64)",0.022,"tf.Tensor(2.99234644484983e-18, shape=(), dtype=float64)","tf.Tensor(1.508379098665357e-18, shape=(), dtype=float64)","tf.Tensor(40.350473830092795, shape=(), dtype=float64)","tf.Tensor([[-3.13765473e-04 -7.04877349e-07  1.23135917e-01 -2.21638690e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.007529141468127344, shape=(), dtype=float64)","tf.Tensor(-0.11839530284847033, shape=(), dtype=float64)",0.023,"tf.Tensor(6.157066315824279e-18, shape=(), dtype=float64)","tf.Tensor(3.164719870974449e-18, shape=(), dtype=float64)","tf.Tensor(39.628931257220344, shape=(), dtype=float64)","tf.Tensor([[ 1.72185139e-03 -3.64883766e-06  1.78321025e-01 -3.95945063e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.007410746165278873, shape=(), dtype=float64)","tf.Tensor(0.7204557481261284, shape=(), dtype=float64)",0.024,"tf.Tensor(7.734586786799893e-18, shape=(), dtype=float64)","tf.Tensor(1.5775204709756143e-18, shape=(), dtype=float64)","tf.Tensor(39.400829612522955, shape=(), dtype=float64)","tf.Tensor([[-5.08236310e-03  5.90964220e-06 -1.36179401e-02  2.12101341e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.008131201913405002, shape=(), dtype=float64)","tf.Tensor(-1.204454976485843, shape=(), dtype=float64)",0.025,"tf.Tensor(1.925268520077208e-17, shape=(), dtype=float64)","tf.Tensor(1.1518098413972186e-17, shape=(), dtype=float64)","tf.Tensor(38.48888113193779, shape=(), dtype=float64)","tf.Tensor([[-1.15465643e-02  1.47262921e-05 -2.06919736e-01  8.13979206e-04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.0069267469369191596, shape=(), dtype=float64)","tf.Tensor(1.3782607069615214, shape=(), dtype=float64)",0.026000000000000002,"tf.Tensor(5.3045723140951396e-17, shape=(), dtype=float64)","tf.Tensor(3.379303794017932e-17, shape=(), dtype=float64)","tf.Tensor(37.47537743148046, shape=(), dtype=float64)","tf.Tensor([[-1.76582916e-02  2.27358662e-05 -3.97074636e-01  1.41865191e-03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.008305007643880681, shape=(), dtype=float64)","tf.Tensor(-0.522860644435978, shape=(), dtype=float64)",0.027,"tf.Tensor(1.234338897851114e-16, shape=(), dtype=float64)","tf.Tensor(7.038816664416001e-17, shape=(), dtype=float64)","tf.Tensor(36.63082596653558, shape=(), dtype=float64)","tf.Tensor([[-2.34051750e-02  3.00546717e-05 -5.88564440e-01  2.01398517e-03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.007782146999444703, shape=(), dtype=float64)","tf.Tensor(2.0834713706991876, shape=(), dtype=float64)",0.028,"tf.Tensor(2.471987670574742e-16, shape=(), dtype=float64)","tf.Tensor(1.237648772723628e-16, shape=(), dtype=float64)","tf.Tensor(35.9363389359533, shape=(), dtype=float64)","tf.Tensor([[-2.87749351e-02  3.65554554e-05 -7.76879721e-01  2.60884636e-03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.00986561837014389, shape=(), dtype=float64)","tf.Tensor(0.20579187865675164, shape=(), dtype=float64)",0.029,"tf.Tensor(4.486860664852631e-16, shape=(), dtype=float64)","tf.Tensor(2.0148729942778888e-16, shape=(), dtype=float64)","tf.Tensor(35.34020821446801, shape=(), dtype=float64)","tf.Tensor([[-3.37553844e-02  4.22905627e-05 -9.66502578e-01  3.19100674e-03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.010071410248800643, shape=(), dtype=float64)","tf.Tensor(-0.3297286373163921, shape=(), dtype=float64)",0.03,"tf.Tensor(5.189388810156818e-16, shape=(), dtype=float64)","tf.Tensor(7.025281453041871e-17, shape=(), dtype=float64)","tf.Tensor(35.1947455606371, shape=(), dtype=float64)","tf.Tensor([[-1.59997619e-02  2.13479498e-05 -3.05731918e-01  1.15912682e-03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.00974168161148425, shape=(), dtype=float64)","tf.Tensor(1.5515181940983802, shape=(), dtype=float64)",0.031,"tf.Tensor(3.007776720327482e-15, shape=(), dtype=float64)","tf.Tensor(2.4888378393118e-15, shape=(), dtype=float64)","tf.Tensor(33.437575220192706, shape=(), dtype=float64)","tf.Tensor([[-7.76007033e-02  9.35162095e-05 -2.61121313e+00  8.25405980e-03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.01129319980558263, shape=(), dtype=float64)","tf.Tensor(-0.28363591970285107, shape=(), dtype=float64)",0.032,"tf.Tensor(1.3569071892428862e-14, shape=(), dtype=float64)","tf.Tensor(1.056129517210138e-14, shape=(), dtype=float64)","tf.Tensor(31.930983317475928, shape=(), dtype=float64)","tf.Tensor([[-1.38510134e-01  1.64428424e-04 -4.90813867e+00  1.53084937e-02]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.01100956388587978, shape=(), dtype=float64)","tf.Tensor(1.4173089973052544, shape=(), dtype=float64)",0.033,"tf.Tensor(2.6396013322243332e-14, shape=(), dtype=float64)","tf.Tensor(1.282694142981447e-14, shape=(), dtype=float64)","tf.Tensor(31.265563406682737, shape=(), dtype=float64)","tf.Tensor([[ 7.45229149e-02 -8.41690716e-05  3.11101353e+00 -9.31569542e-03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.012426872883185034, shape=(), dtype=float64)","tf.Tensor(-0.3905209158413212, shape=(), dtype=float64)",0.034,"tf.Tensor(1.259145233671916e-13, shape=(), dtype=float64)","tf.Tensor(9.951851004494826e-14, shape=(), dtype=float64)","tf.Tensor(29.70317310414176, shape=(), dtype=float64)","tf.Tensor([[ 2.87002930e-01 -3.32657030e-04  1.10909253e+01 -3.38329196e-02]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.012036351967343713, shape=(), dtype=float64)","tf.Tensor(1.8172177489175343, shape=(), dtype=float64)",0.035,"tf.Tensor(3.618732691792174e-13, shape=(), dtype=float64)","tf.Tensor(2.359587458120258e-13, shape=(), dtype=float64)","tf.Tensor(28.647482329519306, shape=(), dtype=float64)","tf.Tensor([[-4.54667408e-01  5.34048054e-04 -1.67781844e+01  5.17980197e-02]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.013853569716261248, shape=(), dtype=float64)","tf.Tensor(0.034239714340670524, shape=(), dtype=float64)",0.036000000000000004,"tf.Tensor(1.9688304885862235e-12, shape=(), dtype=float64)","tf.Tensor(1.606957219407006e-12, shape=(), dtype=float64)","tf.Tensor(26.953581410081018, shape=(), dtype=float64)","tf.Tensor([[-1.19244433e+00  1.39560293e-03 -4.45203964e+01  1.37023648e-01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.013887809430601918, shape=(), dtype=float64)","tf.Tensor(0.3620485920472762, shape=(), dtype=float64)",0.037,"tf.Tensor(5.029747798681646e-12, shape=(), dtype=float64)","tf.Tensor(3.0609173100954226e-12, shape=(), dtype=float64)","tf.Tensor(26.01565127250103, shape=(), dtype=float64)","tf.Tensor([[ 1.37990932e+00 -1.60907461e-03  5.21885460e+01 -1.60072146e-01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.014249858022649194, shape=(), dtype=float64)","tf.Tensor(-0.7682703417672514, shape=(), dtype=float64)",0.038,"tf.Tensor(8.47414576850858e-11, shape=(), dtype=float64)","tf.Tensor(7.971170988640416e-11, shape=(), dtype=float64)","tf.Tensor(23.191416169024347, shape=(), dtype=float64)","tf.Tensor([[-7.60230656e+00  8.88199823e-03 -2.85522224e+02  8.77389787e-01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.013481587680881943, shape=(), dtype=float64)","tf.Tensor(1.9861398520853333, shape=(), dtype=float64)",0.039,"tf.Tensor(4.704560538500981e-10, shape=(), dtype=float64)","tf.Tensor(3.8571459616501234e-10, shape=(), dtype=float64)","tf.Tensor(21.477318564347073, shape=(), dtype=float64)","tf.Tensor([[-1.65421978e+01  1.93228745e-02 -6.21658122e+02  1.91002410e+00]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.015467727532967275, shape=(), dtype=float64)","tf.Tensor(0.25586992282659415, shape=(), dtype=float64)",0.04,"tf.Tensor(1.4093216949824764e-09, shape=(), dtype=float64)","tf.Tensor(9.388656411323783e-10, shape=(), dtype=float64)","tf.Tensor(20.38015731569469, shape=(), dtype=float64)","tf.Tensor([[-2.54391032e+01  2.97128736e-02 -9.56199203e+02  2.93774283e+00]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.01572359745579387, shape=(), dtype=float64)","tf.Tensor(-0.35751728073130595, shape=(), dtype=float64)",0.041,"tf.Tensor(1.6514723127647588e-09, shape=(), dtype=float64)","tf.Tensor(2.4215061778228236e-10, shape=(), dtype=float64)","tf.Tensor(20.221598636139987, shape=(), dtype=float64)","tf.Tensor([[ 5.61384458e+00 -6.55227793e-03  2.11431652e+02 -6.49253081e-01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.015366080175062564, shape=(), dtype=float64)","tf.Tensor(1.795507557938798, shape=(), dtype=float64)",0.042,"tf.Tensor(2.0429728472851267e-08, shape=(), dtype=float64)","tf.Tensor(1.8778256160086507e-08, shape=(), dtype=float64)","tf.Tensor(17.706274718814537, shape=(), dtype=float64)","tf.Tensor([[-1.02819322e+02  1.20080425e-01 -3.86581376e+03  1.18761694e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.017161587733001363, shape=(), dtype=float64)","tf.Tensor(0.1061756646180112, shape=(), dtype=float64)",0.043000000000000003,"tf.Tensor(1.0305939586477882e-07, shape=(), dtype=float64)","tf.Tensor(8.262966739192755e-08, shape=(), dtype=float64)","tf.Tensor(16.087960356039268, shape=(), dtype=float64)","tf.Tensor([[-2.10745946e+02  2.46120762e-01 -7.92403537e+03  2.43431348e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.017267763397619373, shape=(), dtype=float64)","tf.Tensor(0.20478304960168192, shape=(), dtype=float64)",0.044,"tf.Tensor(1.839566730920956e-07, shape=(), dtype=float64)","tf.Tensor(8.089727722731679e-08, shape=(), dtype=float64)","tf.Tensor(15.508565579390954, shape=(), dtype=float64)","tf.Tensor([[ 1.65634438e+02 -1.93429852e-01  6.22847503e+03 -1.91337577e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.017472546447221054, shape=(), dtype=float64)","tf.Tensor(-0.12578084763710046, shape=(), dtype=float64)",0.045,"tf.Tensor(3.1196008458179142e-06, shape=(), dtype=float64)","tf.Tensor(2.9356441727258188e-06, shape=(), dtype=float64)","tf.Tensor(12.67780549835986, shape=(), dtype=float64)","tf.Tensor([[-1.14758167e+03  1.34019042e+00 -4.31505944e+04  1.32560068e+02]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.017346765599583952, shape=(), dtype=float64)","tf.Tensor(1.0402601860949408, shape=(), dtype=float64)",0.046,"tf.Tensor(3.252724734278819e-05, shape=(), dtype=float64)","tf.Tensor(2.940764649697027e-05, shape=(), dtype=float64)","tf.Tensor(10.333432440094507, shape=(), dtype=float64)","tf.Tensor([[ 3.43243407e+03 -4.00851510e+00  1.29065452e+05 -3.96492245e+02]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.01838702578567889, shape=(), dtype=float64)","tf.Tensor(-0.5920969454980067, shape=(), dtype=float64)",0.047,"tf.Tensor(0.00019028628845006666, shape=(), dtype=float64)","tf.Tensor(0.0001577590411072785, shape=(), dtype=float64)","tf.Tensor(8.566980838543575, shape=(), dtype=float64)","tf.Tensor([[ 7.99116389e+03 -9.33236309e+00  3.00481089e+05 -9.23085688e+02]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.017794928840180885, shape=(), dtype=float64)","tf.Tensor(2.2817756301276355, shape=(), dtype=float64)",0.048,"tf.Tensor(0.0005833912622747845, shape=(), dtype=float64)","tf.Tensor(0.00039310497382471783, shape=(), dtype=float64)","tf.Tensor(7.44665247788864, shape=(), dtype=float64)","tf.Tensor([[ 1.25282761e+04 -1.46309663e+01  4.71083849e+05 -1.44718194e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.020076704470308522, shape=(), dtype=float64)","tf.Tensor(0.6703934583732709, shape=(), dtype=float64)",0.049,"tf.Tensor(0.0013271221469331846, shape=(), dtype=float64)","tf.Tensor(0.0007437308846584001, shape=(), dtype=float64)","tf.Tensor(6.624742480443013, shape=(), dtype=float64)","tf.Tensor([[ 1.70434428e+04 -1.99039416e+01  6.40861392e+05 -1.96874313e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.020747097928681794, shape=(), dtype=float64)","tf.Tensor(-0.9202679591115857, shape=(), dtype=float64)",0.05,"tf.Tensor(0.0025513266237374337, shape=(), dtype=float64)","tf.Tensor(0.001224204476804249, shape=(), dtype=float64)","tf.Tensor(5.971141810489193, shape=(), dtype=float64)","tf.Tensor([[ 2.15363392e+04 -2.51509101e+01  8.09801513e+05 -2.48773174e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.01982682996957021, shape=(), dtype=float64)","tf.Tensor(1.9951403712890503, shape=(), dtype=float64)",0.051000000000000004,"tf.Tensor(0.004440704570120319, shape=(), dtype=float64)","tf.Tensor(0.0018893779463828855, shape=(), dtype=float64)","tf.Tensor(5.416942228163412, shape=(), dtype=float64)","tf.Tensor([[ 2.60066445e+04 -3.03714971e+01  9.77892151e+05 -3.00411070e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.02182197034085926, shape=(), dtype=float64)","tf.Tensor(0.42513081765811433, shape=(), dtype=float64)",0.052000000000000005,"tf.Tensor(0.007147583467247317, shape=(), dtype=float64)","tf.Tensor(0.002706878897126998, shape=(), dtype=float64)","tf.Tensor(4.940980956011954, shape=(), dtype=float64)","tf.Tensor([[ 3.04540414e+04 -3.55653318e+01  1.14512137e+06 -3.51784337e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.022247101158517375, shape=(), dtype=float64)","tf.Tensor(-0.7882165964266115, shape=(), dtype=float64)",0.053,"tf.Tensor(0.00799332593866487, shape=(), dtype=float64)","tf.Tensor(0.0008457424714175535, shape=(), dtype=float64)","tf.Tensor(4.829148343155785, shape=(), dtype=float64)","tf.Tensor([[ 1.49157796e+04 -1.74191757e+01  5.60857915e+05 -1.72297027e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.021458884562090764, shape=(), dtype=float64)","tf.Tensor(2.1666586134637087, shape=(), dtype=float64)",0.054,"tf.Tensor(0.010099281013826652, shape=(), dtype=float64)","tf.Tensor(0.002105955075161781, shape=(), dtype=float64)","tf.Tensor(4.595291044418657, shape=(), dtype=float64)","tf.Tensor([[-5.52764342e+02  6.45560008e-01 -2.07840581e+04  6.38495886e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.023625543175554473, shape=(), dtype=float64)","tf.Tensor(0.6359191493720817, shape=(), dtype=float64)",0.055,"tf.Tensor(0.01642352690982149, shape=(), dtype=float64)","tf.Tensor(0.006324245895994838, shape=(), dtype=float64)","tf.Tensor(4.109040404489097, shape=(), dtype=float64)","tf.Tensor([[-1.59504536e+04  1.86275478e+01 -5.99761811e+05  1.84248487e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.024261462324926555, shape=(), dtype=float64)","tf.Tensor(-0.8744654299597405, shape=(), dtype=float64)",0.056,"tf.Tensor(0.030023255970978085, shape=(), dtype=float64)","tf.Tensor(0.013599729061156595, shape=(), dtype=float64)","tf.Tensor(3.505782998598958, shape=(), dtype=float64)","tf.Tensor([[-3.12761632e+04  3.65254737e+01 -1.17603304e+06  3.61280564e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.023386996894966816, shape=(), dtype=float64)","tf.Tensor(2.1208479878148894, shape=(), dtype=float64)",0.057,"tf.Tensor(0.05433113845343297, shape=(), dtype=float64)","tf.Tensor(0.024307882482454888, shape=(), dtype=float64)","tf.Tensor(2.912657764222031, shape=(), dtype=float64)","tf.Tensor([[-4.65287801e+04  5.43380378e+01 -1.74955589e+06  5.37468333e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.025507844882781704, shape=(), dtype=float64)","tf.Tensor(0.6303659514194282, shape=(), dtype=float64)",0.058,"tf.Tensor(0.0916005654763614, shape=(), dtype=float64)","tf.Tensor(0.03726942702292843, shape=(), dtype=float64)","tf.Tensor(2.3903178339983846, shape=(), dtype=float64)","tf.Tensor([[-6.17072032e+04  7.20639544e+01 -2.32028897e+06  7.12799073e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.02613821083420113, shape=(), dtype=float64)","tf.Tensor(-0.8399449421023011, shape=(), dtype=float64)",0.059000000000000004,"tf.Tensor(0.15019599737873415, shape=(), dtype=float64)","tf.Tensor(0.05859543190237275, shape=(), dtype=float64)","tf.Tensor(1.895814188617475, shape=(), dtype=float64)","tf.Tensor([[-7.68103433e+04  8.97019513e+01 -2.88819132e+06  8.87260206e+03]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.02529826589209883, shape=(), dtype=float64)","tf.Tensor(2.195255488748946, shape=(), dtype=float64)",0.06,"tf.Tensor(0.23322850918966703, shape=(), dtype=float64)","tf.Tensor(0.08303251181093288, shape=(), dtype=float64)","tf.Tensor(1.4557365798782058, shape=(), dtype=float64)","tf.Tensor([[-9.18371237e+04  1.07250771e+02 -3.45322245e+06  1.06083929e+04]], shape=(1, 4), dtype=float64)"
"tf.Tensor(0.027493521380847777, shape=(), dtype=float64)","tf.Tensor(0.7444708928344075, shape=(), dtype=float64)",0.061,"tf.Tensor(0.32770849061504115, shape=(), dtype=float64)","tf.Tensor(0.09447998142537412, shape=(), dtype=float64)","tf.Tensor(1.1156308138936382, shape=(), dtype=float64)","tf.Tensor([[-1.06786479e+05  1.24709170e+02 -4.01534231e+06  1.23352403e+04]], shape=(1, 4), dtype=float64)"
