x0,x1,time,det_fi,log_det,sensitivity_y
"tf.Tensor(2.9792717, shape=(), dtype=float32)","tf.Tensor(159.8949, shape=(), dtype=float32)",0.028,0.0,inf,[ 3.73309555 -0.02114126 -0.81025488 -0.14712421  0.        ]
"tf.Tensor(3.1391666, shape=(), dtype=float32)","tf.Tensor(159.8558, shape=(), dtype=float32)",0.029,0.0,inf,[ 3.94942167 -0.02410572 -0.86859418 -0.16100212  0.        ]
"tf.Tensor(3.2990224, shape=(), dtype=float32)","tf.Tensor(159.52531, shape=(), dtype=float32)",0.03,0.0,inf,[ 4.16761679 -0.0273498  -0.92882734 -0.17554809  0.        ]
"tf.Tensor(3.4585478, shape=(), dtype=float32)","tf.Tensor(158.91576, shape=(), dtype=float32)",0.031,0.0,inf,[ 4.38737527 -0.03088698 -0.99094003 -0.19075614  0.        ]
"tf.Tensor(3.6174636, shape=(), dtype=float32)","tf.Tensor(158.03972, shape=(), dtype=float32)",0.032,0.0,inf,[ 4.60840372 -0.03473059 -1.0549178  -0.20661897  0.        ]
"tf.Tensor(3.7755034, shape=(), dtype=float32)","tf.Tensor(156.91, shape=(), dtype=float32)",0.033,0.0,inf,[ 4.83042122 -0.03889382 -1.12074608 -0.22312799  0.        ]
"tf.Tensor(3.9324133, shape=(), dtype=float32)","tf.Tensor(155.5396, shape=(), dtype=float32)",0.034,0.0,inf,[ 5.05315952 -0.0433897  -1.18841022 -0.24027342  0.        ]
"tf.Tensor(4.087953, shape=(), dtype=float32)","tf.Tensor(153.9417, shape=(), dtype=float32)",0.035,0.0,inf,[ 5.27636326 -0.04823105 -1.25789544 -0.25804432  0.        ]
"tf.Tensor(4.2418947, shape=(), dtype=float32)","tf.Tensor(152.12967, shape=(), dtype=float32)",0.036000000000000004,0.0,inf,[ 5.49979019 -0.05343047 -1.32918686 -0.2764287   0.        ]
"tf.Tensor(4.3940244, shape=(), dtype=float32)","tf.Tensor(150.11703, shape=(), dtype=float32)",0.037,0.0,inf,[ 5.72321128 -0.05900033 -1.40226951 -0.29541356  0.        ]
"tf.Tensor(4.5441413, shape=(), dtype=float32)","tf.Tensor(147.91748, shape=(), dtype=float32)",0.038,0.0,inf,[ 5.94641096 -0.06495271 -1.47712831 -0.31498495  0.        ]
"tf.Tensor(4.6920586, shape=(), dtype=float32)","tf.Tensor(145.54482, shape=(), dtype=float32)",0.039,0.0,inf,[ 6.16918724 -0.07129945 -1.55374809 -0.33512807  0.        ]
"tf.Tensor(4.8376036, shape=(), dtype=float32)","tf.Tensor(143.01299, shape=(), dtype=float32)",0.04,0.0,inf,[ 6.39135183 -0.07805206 -1.63211356 -0.35582734  0.        ]
"tf.Tensor(4.9806166, shape=(), dtype=float32)","tf.Tensor(140.33601, shape=(), dtype=float32)",0.041,0.0,inf,[ 6.61273029 -0.08522174 -1.71220938 -0.37706642  0.        ]
"tf.Tensor(5.1209526, shape=(), dtype=float32)","tf.Tensor(137.52805, shape=(), dtype=float32)",0.042,0.0,inf,[ 6.83316211 -0.09281938 -1.79402007 -0.39882834  0.        ]
"tf.Tensor(5.2584805, shape=(), dtype=float32)","tf.Tensor(134.60327, shape=(), dtype=float32)",0.043000000000000003,0.0,inf,[ 7.05250084 -0.1008555  -1.87753009 -0.42109556  0.        ]
"tf.Tensor(5.393084, shape=(), dtype=float32)","tf.Tensor(131.57597, shape=(), dtype=float32)",0.044,0.0,inf,[ 7.27061413 -0.1093403  -1.96272379 -0.44384998  0.        ]
"tf.Tensor(5.52466, shape=(), dtype=float32)","tf.Tensor(128.46045, shape=(), dtype=float32)",0.045,0.0,inf,[ 7.4873838  -0.11828358 -2.04958547 -0.46707311  0.        ]
"tf.Tensor(5.6531205, shape=(), dtype=float32)","tf.Tensor(125.27106, shape=(), dtype=float32)",0.046,0.0,inf,[ 7.70270592 -0.12769479 -2.13809929 -0.49074605  0.        ]
"tf.Tensor(5.7783914, shape=(), dtype=float32)","tf.Tensor(122.022156, shape=(), dtype=float32)",0.047,0.0,inf,[ 7.91649081 -0.137583   -2.22824938 -0.51484963  0.        ]
"tf.Tensor(5.9004135, shape=(), dtype=float32)","tf.Tensor(118.72811, shape=(), dtype=float32)",0.048,0.0,inf,[ 8.12866306 -0.14795687 -2.32001975 -0.53936442  0.        ]
"tf.Tensor(6.0191417, shape=(), dtype=float32)","tf.Tensor(115.40327, shape=(), dtype=float32)",0.049,0.0,inf,[ 8.33916155 -0.15882471 -2.41339436 -0.56427084  0.        ]
"tf.Tensor(6.134545, shape=(), dtype=float32)","tf.Tensor(112.06194, shape=(), dtype=float32)",0.05,0.0,inf,[ 8.54793943 -0.17019439 -2.50835706 -0.58954924  0.        ]
"tf.Tensor(6.246607, shape=(), dtype=float32)","tf.Tensor(108.71842, shape=(), dtype=float32)",0.051000000000000004,0.0,inf,[ 8.75496408 -0.18207341 -2.60489166 -0.61517991  0.        ]
"tf.Tensor(6.355325, shape=(), dtype=float32)","tf.Tensor(105.38692, shape=(), dtype=float32)",0.052000000000000005,0.0,inf,[ 8.96021711 -0.19446888 -2.70298187 -0.64114322  0.        ]
"tf.Tensor(6.460712, shape=(), dtype=float32)","tf.Tensor(102.08157, shape=(), dtype=float32)",0.053,0.0,inf,[ 9.16369425 -0.20738749 -2.80261134 -0.66741964  0.        ]
"tf.Tensor(6.5627937, shape=(), dtype=float32)","tf.Tensor(98.81645, shape=(), dtype=float32)",0.054,0.0,inf,[ 9.3654053  -0.22083555 -2.90376365 -0.69398982  0.        ]
"tf.Tensor(6.66161, shape=(), dtype=float32)","tf.Tensor(95.60551, shape=(), dtype=float32)",0.055,0.0,inf,[ 9.56537407 -0.23481898 -3.0064223  -0.72083466  0.        ]
"tf.Tensor(6.7572155, shape=(), dtype=float32)","tf.Tensor(92.46258, shape=(), dtype=float32)",0.056,0.0,inf,[ 9.76363824 -0.24934332 -3.11057074 -0.74793539  0.        ]
"tf.Tensor(6.849678, shape=(), dtype=float32)","tf.Tensor(89.401375, shape=(), dtype=float32)",0.057,0.0,inf,[ 9.96024928 -0.26441372 -3.21619235 -0.77527358  0.        ]
"tf.Tensor(6.9390793, shape=(), dtype=float32)","tf.Tensor(86.435455, shape=(), dtype=float32)",0.058,0.0,inf,[10.15527227 -0.28003496 -3.32327043 -0.8028313   0.        ]
"tf.Tensor(7.0255146, shape=(), dtype=float32)","tf.Tensor(83.578224, shape=(), dtype=float32)",0.059000000000000004,0.0,inf,[10.34878584 -0.29621148 -3.43178826 -0.83059108  0.        ]
"tf.Tensor(7.1090927, shape=(), dtype=float32)","tf.Tensor(80.84291, shape=(), dtype=float32)",0.06,0.0,inf,[10.5408819  -0.31294734 -3.54172902 -0.85853603  0.        ]
"tf.Tensor(7.1899357, shape=(), dtype=float32)","tf.Tensor(78.24255, shape=(), dtype=float32)",0.061,0.0,inf,[10.73166559 -0.33024626 -3.65307585 -0.88664991  0.        ]
"tf.Tensor(7.2681785, shape=(), dtype=float32)","tf.Tensor(75.78999, shape=(), dtype=float32)",0.062,0.0,inf,[10.92125499 -0.34811167 -3.76581183 -0.91491715  0.        ]
"tf.Tensor(7.3439684, shape=(), dtype=float32)","tf.Tensor(73.49786, shape=(), dtype=float32)",0.063,0.0,inf,[11.10978099 -0.36654664 -3.87992001 -0.94332292  0.        ]
"tf.Tensor(7.417466, shape=(), dtype=float32)","tf.Tensor(71.37856, shape=(), dtype=float32)",0.064,0.0,inf,[11.29738705 -0.38555397 -3.99538334 -0.97185322  0.        ]
"tf.Tensor(7.488845, shape=(), dtype=float32)","tf.Tensor(69.444244, shape=(), dtype=float32)",0.065,0.0,inf,[11.48422897 -0.40513616 -4.11218478 -1.00049488  0.        ]
"tf.Tensor(7.558289, shape=(), dtype=float32)","tf.Tensor(67.70682, shape=(), dtype=float32)",0.066,0.0,inf,[11.67047466 -0.42529547 -4.23030719 -1.02923568  0.        ]
"tf.Tensor(7.6259956, shape=(), dtype=float32)","tf.Tensor(66.177925, shape=(), dtype=float32)",0.067,0.0,inf,[11.85630391 -0.44603388 -4.34973341 -1.05806432  0.        ]
"tf.Tensor(7.6921735, shape=(), dtype=float32)","tf.Tensor(64.868935, shape=(), dtype=float32)",0.068,0.0,inf,[12.04190807 -0.46735317 -4.47044623 -1.08697055  0.        ]
"tf.Tensor(7.7570424, shape=(), dtype=float32)","tf.Tensor(63.790916, shape=(), dtype=float32)",0.069,0.0,inf,[12.22748985 -0.4892549  -4.59242841 -1.11594519  0.        ]
"tf.Tensor(7.820833, shape=(), dtype=float32)","tf.Tensor(62.95465, shape=(), dtype=float32)",0.07,0.0,inf,[12.41326296 -0.51174045 -4.71566265 -1.14498016  0.        ]
"tf.Tensor(7.8837876, shape=(), dtype=float32)","tf.Tensor(62.370598, shape=(), dtype=float32)",0.07100000000000001,0.0,inf,[12.59945187 -0.53481104 -4.84013162 -1.17406854  0.        ]
"tf.Tensor(7.9461584, shape=(), dtype=float32)","tf.Tensor(62.0489, shape=(), dtype=float32)",0.07200000000000001,0.0,inf,[12.78629146 -0.55846773 -4.96581796 -1.20320462  0.        ]
"tf.Tensor(8.008207, shape=(), dtype=float32)","tf.Tensor(61.999367, shape=(), dtype=float32)",0.073,0.0,inf,[12.97402672 -0.5827115  -5.09270426 -1.23238394  0.        ]
"tf.Tensor(8.070207, shape=(), dtype=float32)","tf.Tensor(62.23146, shape=(), dtype=float32)",0.074,0.0,inf,[13.1629124  -0.60754322 -5.22077308 -1.26160332  0.        ]
"tf.Tensor(8.132438, shape=(), dtype=float32)","tf.Tensor(62.754295, shape=(), dtype=float32)",0.075,0.0,inf,[13.35321271 -0.63296368 -5.35000696 -1.29086092  0.        ]
"tf.Tensor(8.195192, shape=(), dtype=float32)","tf.Tensor(63.576614, shape=(), dtype=float32)",0.076,0.0,inf,[13.54520091 -0.65897367 -5.48038841 -1.32015624  0.        ]
"tf.Tensor(8.258769, shape=(), dtype=float32)","tf.Tensor(64.7068, shape=(), dtype=float32)",0.077,0.0,inf,[13.739159   -0.68557394 -5.6118999  -1.3494902   0.        ]
"tf.Tensor(8.323476, shape=(), dtype=float32)","tf.Tensor(66.15285, shape=(), dtype=float32)",0.078,0.0,inf,[13.9353773  -0.71276526 -5.74452387 -1.37886513  0.        ]
"tf.Tensor(8.389628, shape=(), dtype=float32)","tf.Tensor(67.922356, shape=(), dtype=float32)",0.079,0.0,inf,[14.13415414 -0.74054847 -5.87824276 -1.40828485  0.        ]
"tf.Tensor(8.457551, shape=(), dtype=float32)","tf.Tensor(70.02254, shape=(), dtype=float32)",0.08,0.0,inf,[14.3357954  -0.76892447 -6.01303897 -1.43775464  0.        ]
"tf.Tensor(8.527574, shape=(), dtype=float32)","tf.Tensor(72.4602, shape=(), dtype=float32)",0.081,0.0,inf,[14.54061416 -0.79789427 -6.14889487 -1.46728132  0.        ]
"tf.Tensor(8.600034, shape=(), dtype=float32)","tf.Tensor(75.24173, shape=(), dtype=float32)",0.082,0.0,inf,[14.74893028 -0.82745901 -6.28579283 -1.49687322  0.        ]
"tf.Tensor(8.675276, shape=(), dtype=float32)","tf.Tensor(78.37311, shape=(), dtype=float32)",0.083,0.0,inf,[14.96106999 -0.85762    -6.42371519 -1.52654026  0.        ]
"tf.Tensor(8.753649, shape=(), dtype=float32)","tf.Tensor(81.85988, shape=(), dtype=float32)",0.084,0.0,inf,[15.17736548 -0.88837877 -6.56264429 -1.55629393  0.        ]
"tf.Tensor(8.835508, shape=(), dtype=float32)","tf.Tensor(85.70716, shape=(), dtype=float32)",0.085,0.0,inf,[15.39815448 -0.91973705 -6.70256244 -1.58614731  0.        ]
"tf.Tensor(8.921215, shape=(), dtype=float32)","tf.Tensor(89.91964, shape=(), dtype=float32)",0.08600000000000001,0.0,inf,[15.62377982 -0.95169686 -6.84345195 -1.61611513  0.        ]
"tf.Tensor(9.011135, shape=(), dtype=float32)","tf.Tensor(94.50155, shape=(), dtype=float32)",0.08700000000000001,0.0,inf,[15.85458898 -0.9842605  -6.98529509 -1.6462137   0.        ]
"tf.Tensor(9.105637, shape=(), dtype=float32)","tf.Tensor(99.45669, shape=(), dtype=float32)",0.088,0.0,inf,[16.09093371 -1.01743061 -7.12807417 -1.676461    0.        ]
"tf.Tensor(9.205093, shape=(), dtype=float32)","tf.Tensor(104.7884, shape=(), dtype=float32)",0.089,0.0,inf,[16.33316951 -1.05121018 -7.27177146 -1.70687666  0.        ]
"tf.Tensor(9.309882, shape=(), dtype=float32)","tf.Tensor(110.499565, shape=(), dtype=float32)",0.09,0.0,inf,[16.58165522 -1.0856026  -7.41636923 -1.73748193  0.        ]
"tf.Tensor(9.420382, shape=(), dtype=float32)","tf.Tensor(116.59263, shape=(), dtype=float32)",0.091,0.0,inf,[16.83675257 -1.1206117  -7.56184974 -1.76829976  0.        ]
"tf.Tensor(9.536974, shape=(), dtype=float32)","tf.Tensor(123.06955, shape=(), dtype=float32)",0.092,0.0,inf,[17.09882574 -1.15624176 -7.70819527 -1.79935472  0.        ]
"tf.Tensor(9.660044, shape=(), dtype=float32)","tf.Tensor(129.93184, shape=(), dtype=float32)",0.093,0.0,inf,[17.36824084 -1.19249755 -7.85538808 -1.83067308  0.        ]
"tf.Tensor(9.789975, shape=(), dtype=float32)","tf.Tensor(137.18056, shape=(), dtype=float32)",0.094,0.0,inf,[17.64536551 -1.22938439 -8.00341043 -1.86228272  0.        ]
"tf.Tensor(9.9271555, shape=(), dtype=float32)","tf.Tensor(144.81627, shape=(), dtype=float32)",0.095,0.0,inf,[17.93056844 -1.26690815 -8.15224461 -1.89421321  0.        ]
"tf.Tensor(10.071972, shape=(), dtype=float32)","tf.Tensor(152.8391, shape=(), dtype=float32)",0.096,0.0,inf,[18.22421891 -1.30507528 -8.30187288 -1.92649574  0.        ]
"tf.Tensor(10.224811, shape=(), dtype=float32)","tf.Tensor(161.24867, shape=(), dtype=float32)",0.097,0.0,inf,[18.52668629 -1.34389288 -8.45227753 -1.95916313  0.        ]
"tf.Tensor(10.386059, shape=(), dtype=float32)","tf.Tensor(170.04419, shape=(), dtype=float32)",0.098,0.0,inf,[18.83833962 -1.3833687  -8.60344084 -1.99224983  0.        ]
"tf.Tensor(10.556103, shape=(), dtype=float32)","tf.Tensor(179.22437, shape=(), dtype=float32)",0.099,0.0,inf,[19.15954714 -1.42351121 -8.75534512 -2.02579189  0.        ]
"tf.Tensor(10.735327, shape=(), dtype=float32)","tf.Tensor(188.78743, shape=(), dtype=float32)",0.1,0.0,inf,[19.49067579 -1.46432956 -8.90797267 -2.05982696  0.        ]
"tf.Tensor(10.924114, shape=(), dtype=float32)","tf.Tensor(198.73119, shape=(), dtype=float32)",0.101,0.0,inf,[19.83209079 -1.50583369 -9.06130583 -2.09439425  0.        ]
"tf.Tensor(11.122846, shape=(), dtype=float32)","tf.Tensor(209.05295, shape=(), dtype=float32)",0.10200000000000001,0.0,inf,[20.18415513 -1.54803434 -9.21532692 -2.12953452  0.        ]
"tf.Tensor(11.331899, shape=(), dtype=float32)","tf.Tensor(219.74957, shape=(), dtype=float32)",0.10300000000000001,0.0,inf,[20.54722917 -1.59094303 -9.3700183  -2.16529005  0.        ]
"tf.Tensor(11.551648, shape=(), dtype=float32)","tf.Tensor(230.81746, shape=(), dtype=float32)",0.10400000000000001,0.0,inf,[20.92167012 -1.63457218 -9.52536235 -2.20170463  0.        ]
"tf.Tensor(11.782466, shape=(), dtype=float32)","tf.Tensor(242.25258, shape=(), dtype=float32)",0.105,0.0,inf,[21.30783162 -1.67893505 -9.68134146 -2.23882351  0.        ]
"tf.Tensor(12.024718, shape=(), dtype=float32)","tf.Tensor(254.05042, shape=(), dtype=float32)",0.106,0.0,inf,[21.7060633  -1.72404585 -9.83793803 -2.2766934   0.        ]
"tf.Tensor(12.278769, shape=(), dtype=float32)","tf.Tensor(266.20602, shape=(), dtype=float32)",0.107,0.0,inf,[22.11671027 -1.7699197  -9.9951345  -2.31536241  0.        ]
"tf.Tensor(12.544974, shape=(), dtype=float32)","tf.Tensor(278.71402, shape=(), dtype=float32)",0.108,0.0,inf,[ 22.54011276  -1.8165727  -10.15291334  -2.35488001   0.        ]
"tf.Tensor(12.8236885, shape=(), dtype=float32)","tf.Tensor(291.5686, shape=(), dtype=float32)",0.109,0.0,inf,[ 22.97660562  -1.86402196 -10.31125701  -2.39529704   0.        ]
"tf.Tensor(13.115257, shape=(), dtype=float32)","tf.Tensor(304.76352, shape=(), dtype=float32)",0.11,0.0,inf,[ 23.42651791  -1.91228559 -10.47014805  -2.43666562   0.        ]
"tf.Tensor(13.420021, shape=(), dtype=float32)","tf.Tensor(318.29208, shape=(), dtype=float32)",0.111,0.0,inf,[ 23.89017246  -1.96138277 -10.62956897  -2.47903914   0.        ]
"tf.Tensor(13.738313, shape=(), dtype=float32)","tf.Tensor(332.1472, shape=(), dtype=float32)",0.112,0.0,inf,[ 24.36788545  -2.01133375 -10.78950236  -2.52247221   0.        ]
"tf.Tensor(14.07046, shape=(), dtype=float32)","tf.Tensor(346.32135, shape=(), dtype=float32)",0.113,0.0,inf,[ 24.85996601  -2.06215987 -10.94993082  -2.5670206    0.        ]
"tf.Tensor(14.416781, shape=(), dtype=float32)","tf.Tensor(360.80664, shape=(), dtype=float32)",0.114,0.0,inf,[ 25.36671577  -2.11388362 -11.11083697  -2.61274124   0.        ]
"tf.Tensor(14.777588, shape=(), dtype=float32)","tf.Tensor(375.59476, shape=(), dtype=float32)",0.115,0.0,inf,[ 25.88842853  -2.16652861 -11.27220349  -2.65969211   0.        ]
"tf.Tensor(15.153183, shape=(), dtype=float32)","tf.Tensor(390.677, shape=(), dtype=float32)",0.116,0.0,inf,[ 26.42538976  -2.22011962 -11.43401308  -2.70793226   0.        ]
"tf.Tensor(15.54386, shape=(), dtype=float32)","tf.Tensor(406.0443, shape=(), dtype=float32)",0.117,0.0,inf,[ 26.97787632  -2.27468264 -11.59624848  -2.75752168   0.        ]
"tf.Tensor(15.949904, shape=(), dtype=float32)","tf.Tensor(421.68726, shape=(), dtype=float32)",0.11800000000000001,0.0,inf,[ 27.54615602  -2.33024486 -11.75889248  -2.80852133   0.        ]
"tf.Tensor(16.371592, shape=(), dtype=float32)","tf.Tensor(437.596, shape=(), dtype=float32)",0.11900000000000001,0.0,inf,[ 28.13048725  -2.38683468 -11.9219279   -2.86099301   0.        ]
"tf.Tensor(16.809187, shape=(), dtype=float32)","tf.Tensor(453.7604, shape=(), dtype=float32)",0.12,0.0,inf,[ 28.73111864  -2.44448177 -12.08533759  -2.91499937   0.        ]
"tf.Tensor(17.262947, shape=(), dtype=float32)","tf.Tensor(470.16998, shape=(), dtype=float32)",0.121,0.0,inf,[ 29.34828872  -2.50321706 -12.24910446  -2.97060381   0.        ]
"tf.Tensor(17.733116, shape=(), dtype=float32)","tf.Tensor(486.81387, shape=(), dtype=float32)",0.122,0.0,inf,[ 29.98222555  -2.56307274 -12.41321148  -3.02787043   0.        ]
"tf.Tensor(18.21993, shape=(), dtype=float32)","tf.Tensor(503.6809, shape=(), dtype=float32)",0.123,0.0,inf,[ 30.63314639  -2.6240823  -12.57764162  -3.08686399   0.        ]
"tf.Tensor(18.723612, shape=(), dtype=float32)","tf.Tensor(520.75964, shape=(), dtype=float32)",0.124,0.0,inf,[ 31.3012574   -2.68628054 -12.74237794  -3.14764981   0.        ]
"tf.Tensor(19.244371, shape=(), dtype=float32)","tf.Tensor(538.0383, shape=(), dtype=float32)",0.125,0.0,inf,[ 31.98675334  -2.74970357 -12.90740353  -3.21029375   0.        ]
"tf.Tensor(19.78241, shape=(), dtype=float32)","tf.Tensor(555.5049, shape=(), dtype=float32)",0.126,0.0,inf,[ 32.68981723  -2.81438884 -13.07270154  -3.27486213   0.        ]
"tf.Tensor(20.337915, shape=(), dtype=float32)","tf.Tensor(573.147, shape=(), dtype=float32)",0.127,0.0,inf,[ 33.41062009  -2.88037512 -13.23825515  -3.34142164   0.        ]
"tf.Tensor(20.911062, shape=(), dtype=float32)","tf.Tensor(590.952, shape=(), dtype=float32)",0.128,0.0,inf,[ 34.14932067  -2.94770253 -13.40404762  -3.41003933   0.        ]
"tf.Tensor(21.502014, shape=(), dtype=float32)","tf.Tensor(608.9072, shape=(), dtype=float32)",0.129,0.0,inf,[ 34.90606518  -3.01641253 -13.57006224  -3.48078248   0.        ]
"tf.Tensor(22.110922, shape=(), dtype=float32)","tf.Tensor(626.99945, shape=(), dtype=float32)",0.13,0.0,inf,[ 35.68098705  -3.08654797 -13.73628238  -3.55371858   0.        ]
"tf.Tensor(22.73792, shape=(), dtype=float32)","tf.Tensor(645.2154, shape=(), dtype=float32)",0.131,0.0,inf,[ 36.47420665  -3.15815302 -13.90269145  -3.62891525   0.        ]
"tf.Tensor(23.383137, shape=(), dtype=float32)","tf.Tensor(663.54156, shape=(), dtype=float32)",0.132,0.0,inf,[ 37.28583114  -3.23127323 -14.06927292  -3.70644014   0.        ]
"tf.Tensor(24.046679, shape=(), dtype=float32)","tf.Tensor(681.96423, shape=(), dtype=float32)",0.133,0.0,inf,[ 38.11595419  -3.30595551 -14.23601032  -3.78636092   0.        ]
"tf.Tensor(24.728643, shape=(), dtype=float32)","tf.Tensor(700.4695, shape=(), dtype=float32)",0.134,0.0,inf,[ 38.96465582  -3.38224815 -14.40288724  -3.86874515   0.        ]
"tf.Tensor(25.429113, shape=(), dtype=float32)","tf.Tensor(719.0432, shape=(), dtype=float32)",0.135,0.0,inf,[ 39.83200219  -3.46020077 -14.56988735  -3.95366025   0.        ]
"tf.Tensor(26.148157, shape=(), dtype=float32)","tf.Tensor(737.6712, shape=(), dtype=float32)",0.136,0.0,inf,[ 40.71804547  -3.53986438 -14.73699435  -4.0411734    0.        ]
"tf.Tensor(26.885828, shape=(), dtype=float32)","tf.Tensor(756.33905, shape=(), dtype=float32)",0.137,0.0,inf,[ 41.62282362  -3.62129131 -14.90419203  -4.13135148   0.        ]
