x0,x1,time,det_fi,log_det
"tf.Tensor(14.295036, shape=(), dtype=float32)","tf.Tensor(294.9769, shape=(), dtype=float32)",0.179,6.818058633305479e-07,14.198520877498789
"tf.Tensor(14.5900135, shape=(), dtype=float32)","tf.Tensor(298.45807, shape=(), dtype=float32)",0.18,8.513046710258979e-07,13.976495757138647
"tf.Tensor(14.888472, shape=(), dtype=float32)","tf.Tensor(301.94214, shape=(), dtype=float32)",0.181,1.0612027958092286e-06,13.756107580112957
"tf.Tensor(15.190413, shape=(), dtype=float32)","tf.Tensor(305.42877, shape=(), dtype=float32)",0.182,1.320720108874415e-06,13.537333433091149
"tf.Tensor(15.495842, shape=(), dtype=float32)","tf.Tensor(308.91763, shape=(), dtype=float32)",0.183,1.64108838682649e-06,13.320150885742823
"tf.Tensor(15.80476, shape=(), dtype=float32)","tf.Tensor(312.4084, shape=(), dtype=float32)",0.184,2.035970443636619e-06,13.104537976259257
"tf.Tensor(16.117168, shape=(), dtype=float32)","tf.Tensor(315.90067, shape=(), dtype=float32)",0.185,2.5219624726110927e-06,12.890473200543717
"tf.Tensor(16.43307, shape=(), dtype=float32)","tf.Tensor(319.39417, shape=(), dtype=float32)",0.186,3.1191953253255084e-06,12.677935497956529
"tf.Tensor(16.752464, shape=(), dtype=float32)","tf.Tensor(322.88855, shape=(), dtype=float32)",0.187,3.852053249721006e-06,12.466904240208834
"tf.Tensor(17.075354, shape=(), dtype=float32)","tf.Tensor(326.38348, shape=(), dtype=float32)",0.188,4.750031915040981e-06,12.2573592209843
"tf.Tensor(17.401737, shape=(), dtype=float32)","tf.Tensor(329.8786, shape=(), dtype=float32)",0.189,5.848761411006199e-06,12.049280643751654
"tf.Tensor(17.731615, shape=(), dtype=float32)","tf.Tensor(333.37363, shape=(), dtype=float32)",0.19,7.1912243917316e-06,11.842649109806835
"tf.Tensor(18.06499, shape=(), dtype=float32)","tf.Tensor(336.8682, shape=(), dtype=float32)",0.191,8.829204760519529e-06,11.637445608500466
"tf.Tensor(18.401857, shape=(), dtype=float32)","tf.Tensor(340.362, shape=(), dtype=float32)",0.192,1.0825008403907984e-05,11.433651507733483
"tf.Tensor(18.74222, shape=(), dtype=float32)","tf.Tensor(343.8547, shape=(), dtype=float32)",0.193,1.3253504569846832e-05,11.231248544667404
"tf.Tensor(19.086075, shape=(), dtype=float32)","tf.Tensor(347.34598, shape=(), dtype=float32)",0.194,1.6204544744902025e-05,11.030218815261103
"tf.Tensor(19.43342, shape=(), dtype=float32)","tf.Tensor(350.8355, shape=(), dtype=float32)",0.195,1.978582544103595e-05,10.83054476344948
"tf.Tensor(19.784256, shape=(), dtype=float32)","tf.Tensor(354.32297, shape=(), dtype=float32)",0.196,2.412627230801024e-05,10.632209173973967
"tf.Tensor(20.138578, shape=(), dtype=float32)","tf.Tensor(357.80804, shape=(), dtype=float32)",0.197,2.938003598701309e-05,10.435195162337976
"tf.Tensor(20.496386, shape=(), dtype=float32)","tf.Tensor(361.29044, shape=(), dtype=float32)",0.198,3.5731204719883705e-05,10.23948616917625
"tf.Tensor(20.857676, shape=(), dtype=float32)","tf.Tensor(364.7698, shape=(), dtype=float32)",0.199,4.339935621940794e-05,10.04506595062213
"tf.Tensor(21.222445, shape=(), dtype=float32)","tf.Tensor(368.24585, shape=(), dtype=float32)",0.2,5.264609087847647e-05,9.851918569463143
"tf.Tensor(21.59069, shape=(), dtype=float32)","tf.Tensor(371.71823, shape=(), dtype=float32)",0.201,6.378271120334846e-05,9.660028388609938
"tf.Tensor(21.962408, shape=(), dtype=float32)","tf.Tensor(375.18668, shape=(), dtype=float32)",0.202,7.717923903154926e-05,9.469380061562008
"tf.Tensor(22.337595, shape=(), dtype=float32)","tf.Tensor(378.65085, shape=(), dtype=float32)",0.203,9.32749917256219e-05,9.279958527566551
"tf.Tensor(22.716246, shape=(), dtype=float32)","tf.Tensor(382.11047, shape=(), dtype=float32)",0.20400000000000001,0.00011259097416196606,9.091749003891026
"tf.Tensor(23.098356, shape=(), dtype=float32)","tf.Tensor(385.56522, shape=(), dtype=float32)",0.20500000000000002,0.0001357443828408934,8.904736978710636
"tf.Tensor(23.483921, shape=(), dtype=float32)","tf.Tensor(389.01477, shape=(), dtype=float32)",0.20600000000000002,0.00016346556440483573,8.718908205070418
"tf.Tensor(23.872936, shape=(), dtype=float32)","tf.Tensor(392.45886, shape=(), dtype=float32)",0.20700000000000002,0.00019661782383602282,8.53424869395358
"tf.Tensor(24.265394, shape=(), dtype=float32)","tf.Tensor(395.8972, shape=(), dtype=float32)",0.20800000000000002,0.00023622053738058142,8.350744708867483
"tf.Tensor(24.661291, shape=(), dtype=float32)","tf.Tensor(399.32944, shape=(), dtype=float32)",0.209,0.00028347609503416983,8.168382759218797
"tf.Tensor(25.060621, shape=(), dtype=float32)","tf.Tensor(402.7553, shape=(), dtype=float32)",0.21,0.00033980127607748746,7.987149593355367
"tf.Tensor(25.463377, shape=(), dtype=float32)","tf.Tensor(406.17453, shape=(), dtype=float32)",0.211,0.000406863750256705,7.8070321945223515
"tf.Tensor(25.86955, shape=(), dtype=float32)","tf.Tensor(409.5868, shape=(), dtype=float32)",0.212,0.0004866245020411951,7.628017775324812
"tf.Tensor(26.279137, shape=(), dtype=float32)","tf.Tensor(412.99182, shape=(), dtype=float32)",0.213,0.000581387091634203,7.4500937722975245
"tf.Tensor(26.69213, shape=(), dtype=float32)","tf.Tensor(416.3893, shape=(), dtype=float32)",0.214,0.0006938548005850118,7.2732478404063095
"tf.Tensor(27.108519, shape=(), dtype=float32)","tf.Tensor(419.779, shape=(), dtype=float32)",0.215,0.0008271968614170983,7.097467848442285
"tf.Tensor(27.528297, shape=(), dtype=float32)","tf.Tensor(423.16058, shape=(), dtype=float32)",0.216,0.0009851251458824917,6.9227418732052115
"tf.Tensor(27.951458, shape=(), dtype=float32)","tf.Tensor(426.53378, shape=(), dtype=float32)",0.217,0.0011719828797376118,6.749058195666423
"tf.Tensor(28.377993, shape=(), dtype=float32)","tf.Tensor(429.89835, shape=(), dtype=float32)",0.218,0.0013928471805295022,6.576405295493631
"tf.Tensor(28.807892, shape=(), dtype=float32)","tf.Tensor(433.25397, shape=(), dtype=float32)",0.219,0.001653647462050652,6.404771847752539
"tf.Tensor(29.241146, shape=(), dtype=float32)","tf.Tensor(436.60037, shape=(), dtype=float32)",0.22,0.0019613020454143535,6.234146717410312
"tf.Tensor(29.677746, shape=(), dtype=float32)","tf.Tensor(439.9373, shape=(), dtype=float32)",0.221,0.0023238756333120647,6.064518955489778
"tf.Tensor(30.117683, shape=(), dtype=float32)","tf.Tensor(443.26447, shape=(), dtype=float32)",0.222,0.002750760678806886,5.89587779507805
"tf.Tensor(30.560947, shape=(), dtype=float32)","tf.Tensor(446.5816, shape=(), dtype=float32)",0.223,0.0032528860949607255,5.728212647486476
"tf.Tensor(31.007528, shape=(), dtype=float32)","tf.Tensor(449.88846, shape=(), dtype=float32)",0.224,0.0038429572232997616,5.56151309853092
"tf.Tensor(31.457417, shape=(), dtype=float32)","tf.Tensor(453.18478, shape=(), dtype=float32)",0.225,0.004535731514070714,5.395768904328168
"tf.Tensor(31.9106, shape=(), dtype=float32)","tf.Tensor(456.47028, shape=(), dtype=float32)",0.226,0.005348334969530154,5.230969987161988
"tf.Tensor(32.36707, shape=(), dtype=float32)","tf.Tensor(459.7447, shape=(), dtype=float32)",0.227,0.006300625075225747,5.067106432216658
"tf.Tensor(32.826813, shape=(), dtype=float32)","tf.Tensor(463.00778, shape=(), dtype=float32)",0.228,0.007415606709966314,4.904168484761552
"tf.Tensor(33.28982, shape=(), dtype=float32)","tf.Tensor(466.25928, shape=(), dtype=float32)",0.229,0.008719908398649842,4.742146545858414
"tf.Tensor(33.75608, shape=(), dtype=float32)","tf.Tensor(469.49893, shape=(), dtype=float32)",0.23,0.01024432720840743,4.581031169686074
"tf.Tensor(34.22558, shape=(), dtype=float32)","tf.Tensor(472.7265, shape=(), dtype=float32)",0.231,0.012024451714070574,4.420813059533305
"tf.Tensor(34.698303, shape=(), dtype=float32)","tf.Tensor(475.94174, shape=(), dtype=float32)",0.232,0.014101373637456758,4.261483065246917
"tf.Tensor(35.174244, shape=(), dtype=float32)","tf.Tensor(479.1444, shape=(), dtype=float32)",0.233,0.016522500172389633,4.103032180186037
"tf.Tensor(35.65339, shape=(), dtype=float32)","tf.Tensor(482.33423, shape=(), dtype=float32)",0.234,0.019342480531740525,3.9454515380428887
"tf.Tensor(36.135723, shape=(), dtype=float32)","tf.Tensor(485.511, shape=(), dtype=float32)",0.23500000000000001,0.022624261979170543,3.788732409633351
"tf.Tensor(36.621235, shape=(), dtype=float32)","tf.Tensor(488.67444, shape=(), dtype=float32)",0.23600000000000002,0.02644029251097354,3.6328662008611516
"tf.Tensor(37.10991, shape=(), dtype=float32)","tf.Tensor(491.82434, shape=(), dtype=float32)",0.23700000000000002,0.030873889596506766,3.4778444491663443
"tf.Tensor(37.601734, shape=(), dtype=float32)","tf.Tensor(494.96045, shape=(), dtype=float32)",0.23800000000000002,0.036020796711380636,3.323658820895357
"tf.Tensor(38.096695, shape=(), dtype=float32)","tf.Tensor(498.08255, shape=(), dtype=float32)",0.23900000000000002,0.04199095217968004,3.170301108199247
"tf.Tensor(38.594776, shape=(), dtype=float32)","tf.Tensor(501.1904, shape=(), dtype=float32)",0.24,0.048910497775983074,3.017763227095969
"tf.Tensor(39.095966, shape=(), dtype=float32)","tf.Tensor(504.28378, shape=(), dtype=float32)",0.241,0.05692405801196769,2.866037215048607
"tf.Tensor(39.60025, shape=(), dtype=float32)","tf.Tensor(507.3625, shape=(), dtype=float32)",0.242,0.0661973247569643,2.7151152283819613
"tf.Tensor(40.107613, shape=(), dtype=float32)","tf.Tensor(510.42627, shape=(), dtype=float32)",0.243,0.07691998596247533,2.564989540756695
"tf.Tensor(40.61804, shape=(), dtype=float32)","tf.Tensor(513.4749, shape=(), dtype=float32)",0.244,0.08930904213525039,2.4156525405118074
"tf.Tensor(41.13151, shape=(), dtype=float32)","tf.Tensor(516.5082, shape=(), dtype=float32)",0.245,0.10361255931009107,2.267096727642496
"tf.Tensor(41.64802, shape=(), dtype=float32)","tf.Tensor(519.5259, shape=(), dtype=float32)",0.246,0.12011391298247164,2.1193147116226
"tf.Tensor(42.16755, shape=(), dtype=float32)","tf.Tensor(522.52783, shape=(), dtype=float32)",0.247,0.13913658398364684,1.9722992097176828
"tf.Tensor(42.69008, shape=(), dtype=float32)","tf.Tensor(525.5138, shape=(), dtype=float32)",0.248,0.16104957453968577,1.8260430449986345
"tf.Tensor(43.21559, shape=(), dtype=float32)","tf.Tensor(528.4835, shape=(), dtype=float32)",0.249,0.18627352070438497,1.6805391440347037
"tf.Tensor(43.744076, shape=(), dtype=float32)","tf.Tensor(531.4368, shape=(), dtype=float32)",0.25,0.2152875861280916,1.5357805347595423
"tf.Tensor(44.275513, shape=(), dtype=float32)","tf.Tensor(534.37354, shape=(), dtype=float32)",0.251,0.24863723198939208,1.3917603444686186
"tf.Tensor(44.809887, shape=(), dtype=float32)","tf.Tensor(537.29346, shape=(), dtype=float32)",0.252,0.28694296864577856,1.2484717984889961
"tf.Tensor(45.34718, shape=(), dtype=float32)","tf.Tensor(540.19635, shape=(), dtype=float32)",0.253,0.33091020702610274,1.1059082182743296
"tf.Tensor(45.887375, shape=(), dtype=float32)","tf.Tensor(543.08203, shape=(), dtype=float32)",0.254,0.3813403411231787,0.964063018808087
"tf.Tensor(46.430458, shape=(), dtype=float32)","tf.Tensor(545.9503, shape=(), dtype=float32)",0.255,0.4391432067178073,0.8229297078999771
"tf.Tensor(46.97641, shape=(), dtype=float32)","tf.Tensor(548.801, shape=(), dtype=float32)",0.256,0.505351079653116,0.6825018840174907
"tf.Tensor(47.52521, shape=(), dtype=float32)","tf.Tensor(551.634, shape=(), dtype=float32)",0.257,0.5811343938106226,0.5427732342311025
"tf.Tensor(48.076847, shape=(), dtype=float32)","tf.Tensor(554.449, shape=(), dtype=float32)",0.258,0.6678193786241117,0.4037375332890747
"tf.Tensor(48.631294, shape=(), dtype=float32)","tf.Tensor(557.24585, shape=(), dtype=float32)",0.259,0.7669078399502341,0.2653886413528532
"tf.Tensor(49.18854, shape=(), dtype=float32)","tf.Tensor(560.02435, shape=(), dtype=float32)",0.26,0.8800993297636456,0.12772050314834263
"tf.Tensor(49.748566, shape=(), dtype=float32)","tf.Tensor(562.78436, shape=(), dtype=float32)",0.261,1.0093159802874052,-0.009272854177467491
"tf.Tensor(50.31135, shape=(), dtype=float32)","tf.Tensor(565.5257, shape=(), dtype=float32)",0.262,1.1567303049796949,-0.14559732249161778
"tf.Tensor(50.876877, shape=(), dtype=float32)","tf.Tensor(568.2482, shape=(), dtype=float32)",0.263,1.3247963034115617,-0.2812587143457214
"tf.Tensor(51.445126, shape=(), dtype=float32)","tf.Tensor(570.9517, shape=(), dtype=float32)",0.264,1.5162842415235465,-0.41626276405397183
"tf.Tensor(52.01608, shape=(), dtype=float32)","tf.Tensor(573.63605, shape=(), dtype=float32)",0.265,1.734319520396114,-0.5506151292009491
"tf.Tensor(52.589714, shape=(), dtype=float32)","tf.Tensor(576.301, shape=(), dtype=float32)",0.266,1.9824260886338962,-0.6843213919322046
"tf.Tensor(53.166016, shape=(), dtype=float32)","tf.Tensor(578.9465, shape=(), dtype=float32)",0.267,2.2645749026238557,-0.8173870603599518
"tf.Tensor(53.74496, shape=(), dtype=float32)","tf.Tensor(581.57227, shape=(), dtype=float32)",0.268,2.5852379904513945,-0.9498175696612279
"tf.Tensor(54.326534, shape=(), dtype=float32)","tf.Tensor(584.1782, shape=(), dtype=float32)",0.269,2.949448734885591,-1.0816182833591341
"tf.Tensor(54.910713, shape=(), dtype=float32)","tf.Tensor(586.76416, shape=(), dtype=float32)",0.27,3.3628690538990704,-1.2127944947116447
"tf.Tensor(55.49748, shape=(), dtype=float32)","tf.Tensor(589.32996, shape=(), dtype=float32)",0.271,3.831864228159651,-1.3433514284161099
"tf.Tensor(56.086807, shape=(), dtype=float32)","tf.Tensor(591.8755, shape=(), dtype=float32)",0.272,4.363586196974594,-1.4732942415167791
"tf.Tensor(56.678684, shape=(), dtype=float32)","tf.Tensor(594.4006, shape=(), dtype=float32)",0.273,4.966066234151068,-1.6026280245224171
"tf.Tensor(57.273087, shape=(), dtype=float32)","tf.Tensor(596.9051, shape=(), dtype=float32)",0.274,5.6483180057757965,-1.7313578027446965
"tf.Tensor(57.86999, shape=(), dtype=float32)","tf.Tensor(599.3889, shape=(), dtype=float32)",0.275,6.420452110269946,-1.8594885373827736
"tf.Tensor(58.46938, shape=(), dtype=float32)","tf.Tensor(601.85187, shape=(), dtype=float32)",0.276,7.293803312595237,-1.9870251263792618
"tf.Tensor(59.07123, shape=(), dtype=float32)","tf.Tensor(604.2938, shape=(), dtype=float32)",0.277,8.281071810431387,-2.11397240572407
"tf.Tensor(59.675526, shape=(), dtype=float32)","tf.Tensor(606.71466, shape=(), dtype=float32)",0.278,9.396479991339234,-2.240335150138467
"tf.Tensor(60.28224, shape=(), dtype=float32)","tf.Tensor(609.11426, shape=(), dtype=float32)",0.279,10.655946300281387,-2.3661180743973276
"tf.Tensor(60.891357, shape=(), dtype=float32)","tf.Tensor(611.49243, shape=(), dtype=float32)",0.28,12.07727797630266,-2.491325834027826
"tf.Tensor(61.50285, shape=(), dtype=float32)","tf.Tensor(613.8491, shape=(), dtype=float32)",0.281,13.680384615903765,-2.6159630269968233
"tf.Tensor(62.1167, shape=(), dtype=float32)","tf.Tensor(616.18414, shape=(), dtype=float32)",0.28200000000000003,15.487514667840982,-2.7400341940309048
"tf.Tensor(62.732883, shape=(), dtype=float32)","tf.Tensor(618.49744, shape=(), dtype=float32)",0.28300000000000003,17.523517219070154,-2.8635438198728913
"tf.Tensor(63.35138, shape=(), dtype=float32)","tf.Tensor(620.7889, shape=(), dtype=float32)",0.28400000000000003,19.816131611046195,-2.9864963338205435
"tf.Tensor(63.972168, shape=(), dtype=float32)","tf.Tensor(623.0583, shape=(), dtype=float32)",0.28500000000000003,22.39630771083356,-3.1088961109365343
"tf.Tensor(64.59523, shape=(), dtype=float32)","tf.Tensor(625.3056, shape=(), dtype=float32)",0.28600000000000003,25.298559894106432,-3.2307474729318386
"tf.Tensor(65.220535, shape=(), dtype=float32)","tf.Tensor(627.5307, shape=(), dtype=float32)",0.28700000000000003,28.561358105174957,-3.352054689042994
"tf.Tensor(65.84807, shape=(), dtype=float32)","tf.Tensor(629.73346, shape=(), dtype=float32)",0.28800000000000003,32.22755967004828,-3.472821976859226
"tf.Tensor(66.4778, shape=(), dtype=float32)","tf.Tensor(631.9138, shape=(), dtype=float32)",0.289,36.344885894058066,-3.593053503409262
"tf.Tensor(67.10971, shape=(), dtype=float32)","tf.Tensor(634.07166, shape=(), dtype=float32)",0.29,40.96644781623729,-3.712753385731041
"tf.Tensor(67.74378, shape=(), dtype=float32)","tf.Tensor(636.20685, shape=(), dtype=float32)",0.291,46.151325926634414,-3.8319256913407855
"tf.Tensor(68.37999, shape=(), dtype=float32)","tf.Tensor(638.31934, shape=(), dtype=float32)",0.292,51.96520911973072,-3.9505744392741953
"tf.Tensor(69.01831, shape=(), dtype=float32)","tf.Tensor(640.409, shape=(), dtype=float32)",0.293,58.481098593058476,-4.068703601056086
"tf.Tensor(69.65872, shape=(), dtype=float32)","tf.Tensor(642.47577, shape=(), dtype=float32)",0.294,65.78008290895595,-4.186317101157744
"tf.Tensor(70.3012, shape=(), dtype=float32)","tf.Tensor(644.51953, shape=(), dtype=float32)",0.295,73.95219109558623,-4.303418818137558
"tf.Tensor(70.94572, shape=(), dtype=float32)","tf.Tensor(646.54016, shape=(), dtype=float32)",0.296,83.09733112865912,-4.4200125849637
"tf.Tensor(71.592255, shape=(), dtype=float32)","tf.Tensor(648.53766, shape=(), dtype=float32)",0.297,93.3263219780519,-4.536102190015637
"tf.Tensor(72.24079, shape=(), dtype=float32)","tf.Tensor(650.5119, shape=(), dtype=float32)",0.298,104.76202795018445,-4.651691377510417
"tf.Tensor(72.891304, shape=(), dtype=float32)","tf.Tensor(652.46277, shape=(), dtype=float32)",0.299,117.54060499160201,-4.7667838482837475
"tf.Tensor(73.54377, shape=(), dtype=float32)","tf.Tensor(654.39026, shape=(), dtype=float32)",0.3,131.81286936955541,-4.881383260469722
"tf.Tensor(74.19816, shape=(), dtype=float32)","tf.Tensor(656.29425, shape=(), dtype=float32)",0.301,147.74580011822786,-4.995493230286442
"tf.Tensor(74.854454, shape=(), dtype=float32)","tf.Tensor(658.1747, shape=(), dtype=float32)",0.302,165.52418754380562,-5.109117332439435
"tf.Tensor(75.51263, shape=(), dtype=float32)","tf.Tensor(660.0315, shape=(), dtype=float32)",0.303,185.352441324537,-5.222259100939926
"tf.Tensor(76.17266, shape=(), dtype=float32)","tf.Tensor(661.8646, shape=(), dtype=float32)",0.304,207.4565727414257,-5.334922029773836
"tf.Tensor(76.834526, shape=(), dtype=float32)","tf.Tensor(663.67395, shape=(), dtype=float32)",0.305,232.08636689106282,-5.44710957347279
"tf.Tensor(77.4982, shape=(), dtype=float32)","tf.Tensor(665.4595, shape=(), dtype=float32)",0.306,259.51776213939604,-5.558825147814176
"tf.Tensor(78.16366, shape=(), dtype=float32)","tf.Tensor(667.2211, shape=(), dtype=float32)",0.307,290.05545540820077,-5.670072130244765
"tf.Tensor(78.83088, shape=(), dtype=float32)","tf.Tensor(668.95886, shape=(), dtype=float32)",0.308,324.035753632699,-5.780853860422344
"tf.Tensor(79.49984, shape=(), dtype=float32)","tf.Tensor(670.6726, shape=(), dtype=float32)",0.309,361.8296934191677,-5.8911736409566196
"tf.Tensor(80.17051, shape=(), dtype=float32)","tf.Tensor(672.3623, shape=(), dtype=float32)",0.31,403.84645256818766,-6.001034737816514
"tf.Tensor(80.84287, shape=(), dtype=float32)","tf.Tensor(674.0279, shape=(), dtype=float32)",0.311,450.53707926493996,-6.1104403805757705
"tf.Tensor(81.5169, shape=(), dtype=float32)","tf.Tensor(675.6694, shape=(), dtype=float32)",0.312,502.39856732663674,-6.2193937634911585
"tf.Tensor(82.192566, shape=(), dtype=float32)","tf.Tensor(677.2867, shape=(), dtype=float32)",0.313,559.9783071216186,-6.327898045696063
"tf.Tensor(82.86985, shape=(), dtype=float32)","tf.Tensor(678.87976, shape=(), dtype=float32)",0.314,623.8789454505543,-6.435956351874051
"tf.Tensor(83.54873, shape=(), dtype=float32)","tf.Tensor(680.44855, shape=(), dtype=float32)",0.315,694.7636894828457,-6.543571772613944
"tf.Tensor(84.22918, shape=(), dtype=float32)","tf.Tensor(681.99304, shape=(), dtype=float32)",0.316,773.3620934449964,-6.650747365100287
"tf.Tensor(84.91117, shape=(), dtype=float32)","tf.Tensor(683.5132, shape=(), dtype=float32)",0.317,860.4763691296057,-6.757486153484397
"tf.Tensor(85.59468, shape=(), dtype=float32)","tf.Tensor(685.009, shape=(), dtype=float32)",0.318,956.9882653930151,-6.863791129510499
"tf.Tensor(86.27969, shape=(), dtype=float32)","tf.Tensor(686.4804, shape=(), dtype=float32)",0.319,1063.8665646127429,-6.969665252838649
"tf.Tensor(86.96617, shape=(), dtype=float32)","tf.Tensor(687.9274, shape=(), dtype=float32)",0.32,1182.1752486390114,-7.0751114514759585
"tf.Tensor(87.6541, shape=(), dtype=float32)","tf.Tensor(689.35, shape=(), dtype=float32)",0.321,1313.0823906360413,-7.18013262224731
"tf.Tensor(88.343445, shape=(), dtype=float32)","tf.Tensor(690.74805, shape=(), dtype=float32)",0.322,1457.869833581026,-7.284731631203872
"tf.Tensor(89.034195, shape=(), dtype=float32)","tf.Tensor(692.12164, shape=(), dtype=float32)",0.323,1617.9437216798435,-7.388911314368169
"tf.Tensor(89.72632, shape=(), dtype=float32)","tf.Tensor(693.47076, shape=(), dtype=float32)",0.324,1794.8459541700265,-7.4926744778357985
"tf.Tensor(90.41979, shape=(), dtype=float32)","tf.Tensor(694.79535, shape=(), dtype=float32)",0.325,1990.2666391320138,-7.59602389825632
"tf.Tensor(91.114586, shape=(), dtype=float32)","tf.Tensor(696.0954, shape=(), dtype=float32)",0.326,2206.0576286153614,-7.698962323051273
"tf.Tensor(91.810684, shape=(), dtype=float32)","tf.Tensor(697.3709, shape=(), dtype=float32)",0.327,2444.2472252155826,-7.801492471155754
"tf.Tensor(92.50806, shape=(), dtype=float32)","tf.Tensor(698.6219, shape=(), dtype=float32)",0.328,2707.0561538713746,-7.903617033348677
"tf.Tensor(93.20668, shape=(), dtype=float32)","tf.Tensor(699.84827, shape=(), dtype=float32)",0.329,2996.9149020054847,-8.00533867252097
"tf.Tensor(93.90653, shape=(), dtype=float32)","tf.Tensor(701.0501, shape=(), dtype=float32)",0.33,3316.4825393663696,-8.106660024174538
"tf.Tensor(94.60758, shape=(), dtype=float32)","tf.Tensor(702.2274, shape=(), dtype=float32)",0.331,3668.6671357773284,-8.20758369682111
"tf.Tensor(95.30981, shape=(), dtype=float32)","tf.Tensor(703.3801, shape=(), dtype=float32)",0.332,4056.647904289314,-8.30811227223029
"tf.Tensor(96.01318, shape=(), dtype=float32)","tf.Tensor(704.5083, shape=(), dtype=float32)",0.333,4483.899209194478,-8.408248306061292
"tf.Tensor(96.71769, shape=(), dtype=float32)","tf.Tensor(705.61194, shape=(), dtype=float32)",0.334,4954.216583363906,-8.5079943279802
"tf.Tensor(97.4233, shape=(), dtype=float32)","tf.Tensor(706.69104, shape=(), dtype=float32)",0.335,5471.7449162701405,-8.607352842037116
"tf.Tensor(98.12999, shape=(), dtype=float32)","tf.Tensor(707.7456, shape=(), dtype=float32)",0.336,6041.008981883016,-8.706326326958198
"tf.Tensor(98.83774, shape=(), dtype=float32)","tf.Tensor(708.7757, shape=(), dtype=float32)",0.337,6666.946490630332,-8.804917236581701
"tf.Tensor(99.54652, shape=(), dtype=float32)","tf.Tensor(709.78125, shape=(), dtype=float32)",0.338,7354.9438598280185,-8.903128000080237
"tf.Tensor(100.256294, shape=(), dtype=float32)","tf.Tensor(710.7623, shape=(), dtype=float32)",0.339,8110.874915651212,-9.000961022382107
"tf.Tensor(100.96706, shape=(), dtype=float32)","tf.Tensor(711.71893, shape=(), dtype=float32)",0.34,8941.142752102896,-9.0984186846187
"tf.Tensor(101.67877, shape=(), dtype=float32)","tf.Tensor(712.6511, shape=(), dtype=float32)",0.341,9852.724986635234,-9.195503344295389
"tf.Tensor(102.391426, shape=(), dtype=float32)","tf.Tensor(713.5589, shape=(), dtype=float32)",0.342,10853.222673652208,-9.292217335479823
"tf.Tensor(103.10499, shape=(), dtype=float32)","tf.Tensor(714.44226, shape=(), dtype=float32)",0.343,11950.913158367048,-9.388562969366298
"tf.Tensor(103.81943, shape=(), dtype=float32)","tf.Tensor(715.3013, shape=(), dtype=float32)",0.34400000000000003,13154.807161443669,-9.484542534411698
"tf.Tensor(104.53473, shape=(), dtype=float32)","tf.Tensor(716.136, shape=(), dtype=float32)",0.34500000000000003,14474.710419204363,-9.580158296659345
"tf.Tensor(105.25086, shape=(), dtype=float32)","tf.Tensor(716.9464, shape=(), dtype=float32)",0.34600000000000003,15921.29021854003,-9.675412499992639
"tf.Tensor(105.96781, shape=(), dtype=float32)","tf.Tensor(717.73254, shape=(), dtype=float32)",0.34700000000000003,17506.14719427208,-9.770307366475478
"tf.Tensor(106.68555, shape=(), dtype=float32)","tf.Tensor(718.49445, shape=(), dtype=float32)",0.34800000000000003,19241.892778197016,-9.86484509662614
"tf.Tensor(107.404045, shape=(), dtype=float32)","tf.Tensor(719.2322, shape=(), dtype=float32)",0.34900000000000003,21142.23271873277,-9.959027869681364
"tf.Tensor(108.123276, shape=(), dtype=float32)","tf.Tensor(719.94574, shape=(), dtype=float32)",0.35000000000000003,23222.057121915983,-10.05285784400289
det_fi_10,log_det_10
1.8807998825402897e-26,59.23551526205346
4.190372481795019e-14,30.80340167413066
1.0144090016844897e-11,25.314129844372726
1.2817275439715343e-10,22.77764211823162
4.859276805882075e-10,21.44496130847473
