x0,x1,time,det_fi,log_det,sensitivity_y
"tf.Tensor(1.3062331231067914, shape=(), dtype=float64)","tf.Tensor(100.00138909378602, shape=(), dtype=float64)",0.07200000000000001,"tf.Tensor(2.0254016846787652, shape=(), dtype=float64)","tf.Tensor(-0.7057680436915312, shape=(), dtype=float64)","tf.Tensor([[ 6.66233505e+02 -1.09200888e-01 -2.68419721e+04  1.63693113e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.4062345122005775, shape=(), dtype=float64)","tf.Tensor(104.85293850519967, shape=(), dtype=float64)",0.073,"tf.Tensor(4.08505027126243, shape=(), dtype=float64)","tf.Tensor(-1.4073340345428367, shape=(), dtype=float64)","tf.Tensor([[ 6.80767769e+02 -1.12609630e-01 -2.74228578e+04  1.67186660e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.5110874507057772, shape=(), dtype=float64)","tf.Tensor(109.78451608878483, shape=(), dtype=float64)",0.074,"tf.Tensor(8.100325138756718, shape=(), dtype=float64)","tf.Tensor(-2.0919042014600304, shape=(), dtype=float64)","tf.Tensor([[ 6.95179115e+02 -1.16124529e-01 -2.79985059e+04  1.70643583e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.6208719667945621, shape=(), dtype=float64)","tf.Tensor(114.79222861230319, shape=(), dtype=float64)",0.075,"tf.Tensor(15.803569444117969, shape=(), dtype=float64)","tf.Tensor(-2.760235828702836, shape=(), dtype=float64)","tf.Tensor([[ 7.09466862e+02 -1.19754639e-01 -2.85688860e+04  1.74063493e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.7356641954068652, shape=(), dtype=float64)","tf.Tensor(119.87208588727097, shape=(), dtype=float64)",0.076,"tf.Tensor(30.357854094930182, shape=(), dtype=float64)","tf.Tensor(-3.413055268044168, shape=(), dtype=float64)","tf.Tensor([[ 7.23630340e+02 -1.23509423e-01 -2.91339687e+04  1.77446004e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.8555362812941363, shape=(), dtype=float64)","tf.Tensor(125.0200047170796, shape=(), dtype=float64)",0.077,"tf.Tensor(57.457953888947365, shape=(), dtype=float64)","tf.Tensor(-4.051053443605376, shape=(), dtype=float64)","tf.Tensor([[ 7.37668890e+02 -1.27398762e-01 -2.96937250e+04  1.80790731e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(1.9805562860112158, shape=(), dtype=float64)","tf.Tensor(130.23181293891005, shape=(), dtype=float64)",0.078,"tf.Tensor(107.22003295676986, shape=(), dtype=float64)","tf.Tensor(-4.674883105774553, shape=(), dtype=float64)","tf.Tensor([[ 7.51581866e+02 -1.31432956e-01 -3.02481265e+04  1.84097292e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.1107880989501258, shape=(), dtype=float64)","tf.Tensor(135.50325355544146, shape=(), dtype=float64)",0.079,"tf.Tensor(197.38559528523317, shape=(), dtype=float64)","tf.Tensor(-5.285159152124182, shape=(), dtype=float64)","tf.Tensor([[ 7.65368631e+02 -1.35622731e-01 -3.07971457e+04  1.87365307e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.246291352505567, shape=(), dtype=float64)","tf.Tensor(140.82998895226598, shape=(), dtype=float64)",0.08,"tf.Tensor(358.6904769083316, shape=(), dtype=float64)","tf.Tensor(-5.882459835282356, shape=(), dtype=float64)","tf.Tensor([[ 7.79028563e+02 -1.39979237e-01 -3.13407554e+04  1.90594399e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.387121341457833, shape=(), dtype=float64)","tf.Tensor(146.20760519683742, shape=(), dtype=float64)",0.081,"tf.Tensor(643.7613544210283, shape=(), dtype=float64)","tf.Tensor(-6.467328089757977, shape=(), dtype=float64)","tf.Tensor([[ 7.92561047e+02 -1.44514056e-01 -3.18789293e+04  1.93784193e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.5333289466546707, shape=(), dtype=float64)","tf.Tensor(151.6316164147002, shape=(), dtype=float64)",0.082,"tf.Tensor(1141.699879267463, shape=(), dtype=float64)","tf.Tensor(-7.040273552934236, shape=(), dtype=float64)","tf.Tensor([[ 8.05965482e+02 -1.49239200e-01 -3.24116416e+04  1.96934318e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.684960563069371, shape=(), dtype=float64)","tf.Tensor(157.09746923866885, shape=(), dtype=float64)",0.083,"tf.Tensor(2001.7456208142664, shape=(), dtype=float64)","tf.Tensor(-7.601774889271702, shape=(), dtype=float64)","tf.Tensor([[ 8.19241277e+02 -1.54167114e-01 -3.29388671e+04  2.00044404e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(2.8420580323080396, shape=(), dtype=float64)","tf.Tensor(162.6005473265564, shape=(), dtype=float64)",0.084,"tf.Tensor(3471.292181936604, shape=(), dtype=float64)","tf.Tensor(-8.152282190347423, shape=(), dtype=float64)","tf.Tensor([[ 8.32387853e+02 -1.59310678e-01 -3.34605814e+04  2.03114088e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.004658579634596, shape=(), dtype=float64)","tf.Tensor(168.13617594298205, shape=(), dtype=float64)",0.085,"tf.Tensor(5956.380965874076, shape=(), dtype=float64)","tf.Tensor(-8.692218355135441, shape=(), dtype=float64)","tf.Tensor([[ 8.45404639e+02 -1.64683208e-01 -3.39767605e+04  2.06143008e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.172794755577578, shape=(), dtype=float64)","tf.Tensor(173.69962660072483, shape=(), dtype=float64)",0.08600000000000001,"tf.Tensor(10117.092562845977, shape=(), dtype=float64)","tf.Tensor(-9.221981605402544, shape=(), dtype=float64)","tf.Tensor([[ 8.58291079e+02 -1.70298455e-01 -3.44873813e+04  2.09130808e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.3464943821783026, shape=(), dtype=float64)","tf.Tensor(179.28612175703188, shape=(), dtype=float64)",0.08700000000000001,"tf.Tensor(17016.6458968072, shape=(), dtype=float64)","tf.Tensor(-9.741947314364145, shape=(), dtype=float64)","tf.Tensor([[ 8.71046625e+02 -1.76170605e-01 -3.49924210e+04  2.12077133e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.5257805039353345, shape=(), dtype=float64)","tf.Tensor(184.8908395602348, shape=(), dtype=float64)",0.088,"tf.Tensor(28352.470249705293, shape=(), dtype=float64)","tf.Tensor(-10.252469439388355, shape=(), dtype=float64)","tf.Tensor([[ 8.83670741e+02 -1.82314278e-01 -3.54918577e+04  2.14981637e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.7106713434955694, shape=(), dtype=float64)","tf.Tensor(190.50891864197797, shape=(), dtype=float64)",0.089,"tf.Tensor(46811.40963355332, shape=(), dtype=float64)","tf.Tensor(-10.753882247781169, shape=(), dtype=float64)","tf.Tensor([[ 8.96162900e+02 -1.88744527e-01 -3.59856701e+04  2.17843975e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(3.9011802621375473, shape=(), dtype=float64)","tf.Tensor(196.13546295031801, shape=(), dtype=float64)",0.09,"tf.Tensor(76611.44163300743, shape=(), dtype=float64)","tf.Tensor(-11.246501713151428, shape=(), dtype=float64)","tf.Tensor([[ 9.08522586e+02 -1.95476840e-01 -3.64738373e+04  2.20663807e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.097315725087865, shape=(), dtype=float64)","tf.Tensor(201.7655466189125, shape=(), dtype=float64)",0.091,"tf.Tensor(124321.58518023597, shape=(), dtype=float64)","tf.Tensor(-11.730626916326457, shape=(), dtype=float64)","tf.Tensor([[ 9.20749296e+02 -2.02527130e-01 -3.69563394e+04  2.23440802e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.299081271706778, shape=(), dtype=float64)","tf.Tensor(207.39421886748093, shape=(), dtype=float64)",0.092,"tf.Tensor(200093.7114563402, shape=(), dtype=float64)","tf.Tensor(-12.20654109307319, shape=(), dtype=float64)","tf.Tensor([[ 9.32842535e+02 -2.09911740e-01 -3.74331568e+04  2.26174630e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.5064754905742594, shape=(), dtype=float64)","tf.Tensor(213.01650892868906, shape=(), dtype=float64)",0.093,"tf.Tensor(319500.16559588147, shape=(), dtype=float64)","tf.Tensor(-12.67451307109656, shape=(), dtype=float64)","tf.Tensor([[ 9.44801818e+02 -2.17647435e-01 -3.79042706e+04  2.28864968e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.7194919995029485, shape=(), dtype=float64)","tf.Tensor(218.6274309965828, shape=(), dtype=float64)",0.094,"tf.Tensor(506256.0869837993, shape=(), dtype=float64)","tf.Tensor(-13.134797921002304, shape=(), dtype=float64)","tf.Tensor([[ 9.56626672e+02 -2.25751401e-01 -3.83696626e+04  2.31511500e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(4.9381194304995315, shape=(), dtype=float64)","tf.Tensor(224.22198919167525, shape=(), dtype=float64)",0.095,"tf.Tensor(796225.762224932, shape=(), dtype=float64)","tf.Tensor(-13.587638045499313, shape=(), dtype=float64)","tf.Tensor([[ 9.68316634e+02 -2.34241239e-01 -3.88293152e+04  2.34113916e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(5.162341419691207, shape=(), dtype=float64)","tf.Tensor(229.79518253777462, shape=(), dtype=float64)",0.096,"tf.Tensor(1243280.5479598304, shape=(), dtype=float64)","tf.Tensor(-14.033264047326664, shape=(), dtype=float64)","tf.Tensor([[ 9.79871251e+02 -2.43134961e-01 -3.92832114e+04  2.36671910e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(5.392136602228981, shape=(), dtype=float64)","tf.Tensor(235.34200994562892, shape=(), dtype=float64)",0.097,"tf.Tensor(1927810.5790165032, shape=(), dtype=float64)","tf.Tensor(-14.471895501927957, shape=(), dtype=float64)","tf.Tensor([[ 9.91290081e+02 -2.52450987e-01 -3.97313348e+04  2.39185185e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(5.62747861217461, shape=(), dtype=float64)","tf.Tensor(240.85747519845637, shape=(), dtype=float64)",0.098,"tf.Tensor(2969017.171397391, shape=(), dtype=float64)","tf.Tensor(-14.903741537291783, shape=(), dtype=float64)","tf.Tensor([[ 1.00257269e+03 -2.62208136e-01 -4.01736697e+04  2.41653450e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(5.868336087373066, shape=(), dtype=float64)","tf.Tensor(246.3365919344287, shape=(), dtype=float64)",0.099,"tf.Tensor(4542562.061623812, shape=(), dtype=float64)","tf.Tensor(-15.329001741596956, shape=(), dtype=float64)","tf.Tensor([[ 1.01371866e+03 -2.72425620e-01 -4.06102010e+04  2.44076421e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(6.114672679307495, shape=(), dtype=float64)","tf.Tensor(251.774388621177, shape=(), dtype=float64)",0.1,"tf.Tensor(6905761.173751412, shape=(), dtype=float64)","tf.Tensor(-15.74786657390597, shape=(), dtype=float64)","tf.Tensor([[ 1.02472757e+03 -2.83123043e-01 -4.10409140e+04  2.46453821e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(6.366447067928672, shape=(), dtype=float64)","tf.Tensor(257.16591351739834, shape=(), dtype=float64)",0.101,"tf.Tensor(10433350.108308084, shape=(), dtype=float64)","tf.Tensor(-16.160517974666035, shape=(), dtype=float64)","tf.Tensor([[ 1.03559902e+03 -2.94320386e-01 -4.14657950e+04  2.48785382e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(6.623612981446071, shape=(), dtype=float64)","tf.Tensor(262.5062396166529, shape=(), dtype=float64)",0.10200000000000001,"tf.Tensor(15667982.739482904, shape=(), dtype=float64)","tf.Tensor(-16.567129872125875, shape=(), dtype=float64)","tf.Tensor([[ 1.04633263e+03 -3.06038005e-01 -4.18848305e+04  2.51070841e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(6.886119221062724, shape=(), dtype=float64)","tf.Tensor(267.79046956846, shape=(), dtype=float64)",0.10300000000000001,"tf.Tensor(23391159.438866228, shape=(), dtype=float64)","tf.Tensor(-16.967868707185012, shape=(), dtype=float64)","tf.Tensor([[ 1.05692800e+03 -3.18296621e-01 -4.22980080e+04  2.53309945e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(7.153909690631184, shape=(), dtype=float64)","tf.Tensor(273.01374057182284, shape=(), dtype=float64)",0.10400000000000001,"tf.Tensor(34722337.048294075, shape=(), dtype=float64)","tf.Tensor(-17.362893756789912, shape=(), dtype=float64)","tf.Tensor([[ 1.06738478e+03 -3.31117311e-01 -4.27053153e+04  2.55502449e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(7.426923431203007, shape=(), dtype=float64)","tf.Tensor(278.17122923633883, shape=(), dtype=float64)",0.105,"tf.Tensor(51256741.05930781, shape=(), dtype=float64)","tf.Tensor(-17.752357700197646, shape=(), dtype=float64)","tf.Tensor([[ 1.07770259e+03 -3.44521502e-01 -4.31067410e+04  2.57648116e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(7.705094660439346, shape=(), dtype=float64)","tf.Tensor(283.25815640608585, shape=(), dtype=float64)",0.106,"tf.Tensor(75256054.8455396, shape=(), dtype=float64)","tf.Tensor(-18.13640692141993, shape=(), dtype=float64)","tf.Tensor([[ 1.08788109e+03 -3.58530959e-01 -4.35022742e+04  2.59746717e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(7.988352816845431, shape=(), dtype=float64)","tf.Tensor(288.2697919415086, shape=(), dtype=float64)",0.107,"tf.Tensor(109911025.69774605, shape=(), dtype=float64)","tf.Tensor(-18.515181739161907, shape=(), dtype=float64)","tf.Tensor([[ 1.09791993e+03 -3.73167773e-01 -4.38919047e+04  2.61798032e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(8.27662260878694, shape=(), dtype=float64)","tf.Tensor(293.20145945457324, shape=(), dtype=float64)",0.108,"tf.Tensor(159701490.7515791, shape=(), dtype=float64)","tf.Tensor(-18.888816947841605, shape=(), dtype=float64)","tf.Tensor([[ 1.10781879e+03 -3.88454358e-01 -4.42756227e+04  2.63801851e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(8.569824068241514, shape=(), dtype=float64)","tf.Tensor(298.04854099250355, shape=(), dtype=float64)",0.109,"tf.Tensor(230887690.38064852, shape=(), dtype=float64)","tf.Tensor(-19.257441961429596, shape=(), dtype=float64)","tf.Tensor([[ 1.11757734e+03 -4.04413434e-01 -4.46534193e+04  2.65757972e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(8.867872609234018, shape=(), dtype=float64)","tf.Tensor(302.8064816654613, shape=(), dtype=float64)",0.11,"tf.Tensor(332177893.65590924, shape=(), dtype=float64)","tf.Tensor(-19.621181207642987, shape=(), dtype=float64)","tf.Tensor([[ 1.12719527e+03 -4.21068017e-01 -4.50252860e+04  2.67666202e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(9.17067909089948, shape=(), dtype=float64)","tf.Tensor(307.4707942135914, shape=(), dtype=float64)",0.111,"tf.Tensor(475631639.7061482, shape=(), dtype=float64)","tf.Tensor(-19.98015424644315, shape=(), dtype=float64)","tf.Tensor([[ 1.13667228e+03 -4.38441409e-01 -4.53912149e+04  2.69526360e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(9.478149885113071, shape=(), dtype=float64)","tf.Tensor(312.03706350890906, shape=(), dtype=float64)",0.112,"tf.Tensor(677876848.0483825, shape=(), dtype=float64)","tf.Tensor(-20.334476189359485, shape=(), dtype=float64)","tf.Tensor([[ 1.14600808e+03 -4.56557187e-01 -4.57511988e+04  2.71338273e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(9.79018694862198, shape=(), dtype=float64)","tf.Tensor(316.5009509875735, shape=(), dtype=float64)",0.113,"tf.Tensor(961742984.4454876, shape=(), dtype=float64)","tf.Tensor(-20.684257804998186, shape=(), dtype=float64)","tf.Tensor([[ 1.15520240e+03 -4.75439187e-01 -4.61052309e+04  2.73101776e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(10.106687899609552, shape=(), dtype=float64)","tf.Tensor(320.8581990081584, shape=(), dtype=float64)",0.114,"tf.Tensor(1358443978.2778316, shape=(), dtype=float64)","tf.Tensor(-21.029605748054593, shape=(), dtype=float64)","tf.Tensor([[ 1.16425495e+03 -4.95111494e-01 -4.64533053e+04  2.74816718e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(10.42754609861771, shape=(), dtype=float64)","tf.Tensor(325.1046351316048, shape=(), dtype=float64)",0.115,"tf.Tensor(1910484790.7077763, shape=(), dtype=float64)","tf.Tensor(-21.370622863923323, shape=(), dtype=float64)","tf.Tensor([[ 1.17316549e+03 -5.15598431e-01 -4.67954164e+04  2.76482955e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(10.752650733749316, shape=(), dtype=float64)","tf.Tensor(329.2361763186174, shape=(), dtype=float64)",0.116,"tf.Tensor(2675516325.3090324, shape=(), dtype=float64)","tf.Tensor(-21.707408217475763, shape=(), dtype=float64)","tf.Tensor([[ 1.18193376e+03 -5.36924540e-01 -4.71315593e+04  2.78100356e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(11.081886910067935, shape=(), dtype=float64)","tf.Tensor(333.24883304034825, shape=(), dtype=float64)",0.117,"tf.Tensor(3731430069.302741, shape=(), dtype=float64)","tf.Tensor(-22.04005739372035, shape=(), dtype=float64)","tf.Tensor([[ 1.19055952e+03 -5.59114572e-01 -4.74617297e+04  2.79668798e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(11.415135743108284, shape=(), dtype=float64)","tf.Tensor(337.1387132982954, shape=(), dtype=float64)",0.11800000000000001,"tf.Tensor(5183066127.6510315, shape=(), dtype=float64)","tf.Tensor(-22.368662634639257, shape=(), dtype=float64)","tf.Tensor([[ 1.19904255e+03 -5.82193474e-01 -4.77859238e+04  2.81188172e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(11.752274456406578, shape=(), dtype=float64)","tf.Tensor(340.90202654943613, shape=(), dtype=float64)",0.11900000000000001,"tf.Tensor(7171014465.159759, shape=(), dtype=float64)","tf.Tensor(-22.693312969019512, shape=(), dtype=float64)","tf.Tensor([[ 1.20738262e+03 -6.06186371e-01 -4.81041385e+04  2.82658375e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(12.093176482956014, shape=(), dtype=float64)","tf.Tensor(344.5350875327052, shape=(), dtype=float64)",0.12,"tf.Tensor(9883122713.299501, shape=(), dtype=float64)","tf.Tensor(-23.014094362867592, shape=(), dtype=float64)","tf.Tensor([[ 1.21557953e+03 -6.31118555e-01 -4.84163713e+04  2.84079320e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(12.43771157048872, shape=(), dtype=float64)","tf.Tensor(348.0343199930273, shape=(), dtype=float64)",0.121,"tf.Tensor(13569492482.698776, shape=(), dtype=float64)","tf.Tensor(-23.331089910145288, shape=(), dtype=float64)","tf.Tensor([[ 1.22363308e+03 -6.57015465e-01 -4.87226200e+04  2.85450929e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(12.785745890481747, shape=(), dtype=float64)","tf.Tensor(351.3962602992146, shape=(), dtype=float64)",0.122,"tf.Tensor(18561954819.38973, shape=(), dtype=float64)","tf.Tensor(-23.644379883078816, shape=(), dtype=float64)","tf.Tensor([[ 1.23154309e+03 -6.83902677e-01 -4.90228833e+04  2.86773134e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(13.137142150780962, shape=(), dtype=float64)","tf.Tensor(354.6175609521426, shape=(), dtype=float64)",0.123,"tf.Tensor(25299284152.24848, shape=(), dtype=float64)","tf.Tensor(-23.954041937902062, shape=(), dtype=float64)","tf.Tensor([[ 1.23930938e+03 -7.11805887e-01 -4.93171604e+04  2.88045881e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(13.491759711733105, shape=(), dtype=float64)","tf.Tensor(357.69499397972817, shape=(), dtype=float64)",0.124,"tf.Tensor(34359733028.51364, shape=(), dtype=float64)","tf.Tensor(-24.260151164198568, shape=(), dtype=float64)","tf.Tensor([[ 1.24693178e+03 -7.40750891e-01 -4.96054508e+04  2.89269125e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(13.849454705712832, shape=(), dtype=float64)","tf.Tensor(360.625454215344, shape=(), dtype=float64)",0.125,"tf.Tensor(46502886890.774216, shape=(), dtype=float64)","tf.Tensor(-24.562780231285174, shape=(), dtype=float64)","tf.Tensor([[ 1.25441014e+03 -7.70763576e-01 -4.98877549e+04  2.90442835e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(14.210080159928175, shape=(), dtype=float64)","tf.Tensor(363.4059624564188, shape=(), dtype=float64)",0.126,"tf.Tensor(62723341560.643684, shape=(), dtype=float64)","tf.Tensor(-24.861999489003104, shape=(), dtype=float64)","tf.Tensor([[ 1.26174432e+03 -8.01869895e-01 -5.01640734e+04  2.91566988e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(14.573486122384594, shape=(), dtype=float64)","tf.Tensor(366.0336685000912, shape=(), dtype=float64)",0.127,"tf.Tensor(84319336422.46436, shape=(), dtype=float64)","tf.Tensor(-25.15787705195594, shape=(), dtype=float64)","tf.Tensor([[ 1.26893417e+03 -8.34095859e-01 -5.04344079e+04  2.92641578e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(14.939519790884685, shape=(), dtype=float64)","tf.Tensor(368.5058540529058, shape=(), dtype=float64)",0.128,"tf.Tensor(112980256607.68983, shape=(), dtype=float64)","tf.Tensor(-25.450478920107454, shape=(), dtype=float64)","tf.Tensor([[ 1.27597959e+03 -8.67467516e-01 -5.06987602e+04  2.93666606e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(15.30802564493759, shape=(), dtype=float64)","tf.Tensor(370.81993551166534, shape=(), dtype=float64)",0.129,"tf.Tensor(150897861110.77515, shape=(), dtype=float64)","tf.Tensor(-25.739869028403557, shape=(), dtype=float64)","tf.Tensor([[ 1.28288046e+03 -9.02010931e-01 -5.09571328e+04  2.94642088e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(15.678845580449256, shape=(), dtype=float64)","tf.Tensor(372.97346661267835, shape=(), dtype=float64)",0.13,"tf.Tensor(200907284057.77008, shape=(), dtype=float64)","tf.Tensor(-26.026109365241783, shape=(), dtype=float64)","tf.Tensor([[ 1.28963667e+03 -9.37752175e-01 -5.12095289e+04  2.95568049e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(16.051819047061933, shape=(), dtype=float64)","tf.Tensor(374.96414094677317, shape=(), dtype=float64)",0.131,"tf.Tensor(266665271985.10278, shape=(), dtype=float64)","tf.Tensor(-26.309260045876687, shape=(), dtype=float64)","tf.Tensor([[ 1.29624815e+03 -9.74717305e-01 -5.14559518e+04  2.96444531e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(16.426783188008706, shape=(), dtype=float64)","tf.Tensor(376.78979433758025, shape=(), dtype=float64)",0.132,"tf.Tensor(352874874344.40186, shape=(), dtype=float64)","tf.Tensor(-26.58937936742904, shape=(), dtype=float64)","tf.Tensor([[ 1.30271481e+03 -1.01293234e+00 -5.16964060e+04  2.97271582e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(16.803572982346285, shape=(), dtype=float64)","tf.Tensor(378.4484070807207, shape=(), dtype=float64)",0.133,"tf.Tensor(465567952523.61993, shape=(), dtype=float64)","tf.Tensor(-26.866523900504205, shape=(), dtype=float64)","tf.Tensor([[ 1.30903658e+03 -1.05242327e+00 -5.19308959e+04  2.98049267e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(17.182021389427007, shape=(), dtype=float64)","tf.Tensor(379.93810604167527, shape=(), dtype=float64)",0.134,"tf.Tensor(612459438488.7457, shape=(), dtype=float64)","tf.Tensor(-27.140748554296945, shape=(), dtype=float64)","tf.Tensor([[ 1.31521342e+03 -1.09321598e+00 -5.21594269e+04  2.98777661e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(17.56195949546868, shape=(), dtype=float64)","tf.Tensor(381.25716661024813, shape=(), dtype=float64)",0.135,"tf.Tensor(803390409737.3884, shape=(), dtype=float64)","tf.Tensor(-27.412106621704737, shape=(), dtype=float64)","tf.Tensor([[ 1.32124527e+03 -1.13533632e+00 -5.23820047e+04  2.99456851e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(17.943216662078928, shape=(), dtype=float64)","tf.Tensor(382.4040145096806, shape=(), dtype=float64)",0.136,"tf.Tensor(1050880900827.0265, shape=(), dtype=float64)","tf.Tensor(-27.680649881542074, shape=(), dtype=float64)","tf.Tensor([[ 1.32713211e+03 -1.17880998e+00 -5.25986356e+04  3.00086936e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(18.32562067658861, shape=(), dtype=float64)","tf.Tensor(383.37722745861436, shape=(), dtype=float64)",0.137,"tf.Tensor(1370817804392.823, shape=(), dtype=float64)","tf.Tensor(-27.946428615185265, shape=(), dtype=float64)","tf.Tensor([[ 1.33287391e+03 -1.22366258e+00 -5.28093264e+04  3.00668030e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(18.708997904047223, shape=(), dtype=float64)","tf.Tensor(384.17553668424756, shape=(), dtype=float64)",0.138,"tf.Tensor(1783308911432.636, shape=(), dtype=float64)","tf.Tensor(-28.209491693550827, shape=(), dtype=float64)","tf.Tensor([[ 1.33847067e+03 -1.26991957e+00 -5.30140846e+04  3.01200255e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(19.09317344073147, shape=(), dtype=float64)","tf.Tensor(384.79782828517534, shape=(), dtype=float64)",0.139,"tf.Tensor(2313740520470.2285, shape=(), dtype=float64)","tf.Tensor(-28.469886603784225, shape=(), dtype=float64)","tf.Tensor([[ 1.34392239e+03 -1.31760626e+00 -5.32129179e+04  3.01683748e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(19.477971269016646, shape=(), dtype=float64)","tf.Tensor(385.2431444425535, shape=(), dtype=float64)",0.14,"tf.Tensor(2994084222355.8706, shape=(), dtype=float64)","tf.Tensor(-28.727659531909715, shape=(), dtype=float64)","tf.Tensor([[ 1.34922908e+03 -1.36674777e+00 -5.34058348e+04  3.02118657e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(19.8632144134592, shape=(), dtype=float64)","tf.Tensor(385.51068447837457, shape=(), dtype=float64)",0.14100000000000001,"tf.Tensor(3864507502121.9785, shape=(), dtype=float64)","tf.Tensor(-28.982855364783205, shape=(), dtype=float64)","tf.Tensor([[ 1.35439077e+03 -1.41736904e+00 -5.35928442e+04  3.02505144e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(20.248725097937577, shape=(), dtype=float64)","tf.Tensor(385.59980575979586, shape=(), dtype=float64)",0.14200000000000002,"tf.Tensor(4975354807844.463, shape=(), dtype=float64)","tf.Tensor(-29.235517802155776, shape=(), dtype=float64)","tf.Tensor([[ 1.35940750e+03 -1.46949479e+00 -5.37739555e+04  3.02843381e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(20.634324903697372, shape=(), dtype=float64)","tf.Tensor(385.5100244486109, shape=(), dtype=float64)",0.14300000000000002,"tf.Tensor(6389577924502.14, shape=(), dtype=float64)","tf.Tensor(-29.48568932963285, shape=(), dtype=float64)","tf.Tensor([[ 1.36427931e+03 -1.52314952e+00 -5.39491788e+04  3.03133553e+01]], shape=(1, 4), dtype=float64)"
