x0,x1,time,det_fi
0.0,7.039347404631696,0.0,0.0
0.007039347404631697,11.803177442706946,0.001,0.0
0.018842524847338643,16.54409172969651,0.002,0.0
0.03538661657703515,21.261748924648145,0.003,0.0
0.0566483655016833,25.95581143801231,0.004,0.0
0.08260417693969561,30.625945446246405,0.005,0.0
0.11323012238594202,35.2718209059977,0.006,0.0
0.14850194329193972,39.89311156786555,0.007,0.0
0.1883950548598053,44.48949498974352,0.008,0.0
0.23288454984954882,49.06065254974204,0.009000000000000001,0.0
0.2819452023992909,53.606269458692424,0.01,0.0
0.3355514718579833,58.12603477223284,0.011,0.0
0.3936775066302161,62.619641402477114,0.012,0.0
0.4562971480326932,67.0867861292671,0.013000000000000001,0.0
0.5233839341619603,71.52716961100953,0.014,0.0
0.5949111037729697,75.94049639509824,0.015,0.0
0.670851600168068,80.32647492792255,0.016,0.0
0.7511780750959905,84.68481756446293,0.017,0.0
0.8358628926604534,89.01524057747486,0.018000000000000002,0.0
0.9248781332379283,93.31746416626177,0.019,0.0
1.01819559740419,97.59121246503845,0.02,0.0
1.1157868098692285,101.83621355088567,0.021,0.0
1.2176230234201142,106.05219945129733,0.022,0.0
1.3236752228714115,110.23890615132115,0.023,0.0
1.4339141290227326,114.39607360029436,0.024,0.0
1.548310202623027,118.52344571817525,0.025,0.0
1.6668336483412023,122.62077040147211,0.026000000000000002,0.0
1.7894544187426744,126.68779952877071,0.027,0.0
1.9161422182714452,130.7242889658617,0.028,0.0
2.046866507237307,134.72999857046915,0.029,0.0
2.181596505807776,138.70469219658196,0.03,0.0
2.320301198004358,142.648137698389,0.031,0.0
2.462949335702747,146.56010693381995,0.032,0.0
2.609509442636567,150.44037576769293,0.033,0.0
2.75994981840426,154.28872407447076,0.034,0.0
2.914238542478731,158.104935740627,0.035,0.0
3.072343478219358,161.88879866662379,0.036000000000000004,0.0
3.2342322768859817,165.64010476850243,0.037,0.0
3.3998723816544842,169.3586499790892,0.038,0.0
3.5692310316335734,173.04423424881728,0.039,0.0
3.7422752658823906,176.6966615461668,0.04,0.0
3.9189719274285575,180.31573985772476,0.041,0.0
4.099287667286283,183.9012811878664,0.042,0.0
4.283188948474149,187.45310155805993,0.043000000000000003,0.0
4.470642050032209,190.97102100579627,0.044,0.0
4.661613071038006,194.45486358314582,0.045,0.0
4.8560679346211515,197.90445735494376,0.046,0.0
5.053972391976095,201.31963439660618,0.047,0.0
5.255292026372701,204.70023079157852,0.048,0.0
5.45999225716428,208.04608662841864,0.049,0.0
5.668038343792698,211.35704599751605,0.05,0.0
