x0,x1,time,log_det,setp_reward,sensitivity_y
"tf.Tensor(58.40922252207202, shape=(), dtype=float64)","tf.Tensor(-12.470025439947731, shape=(), dtype=float64)",0.259,40.75161991002057,"tf.Tensor(0.19030702210927686, shape=(), dtype=float64)","tf.Tensor([[ 77.09446536  -5.11718028 -19.22214102 -13.39128758]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.396752496632075, shape=(), dtype=float64)","tf.Tensor(-13.226477941720967, shape=(), dtype=float64)",0.26,40.935454788887874,"tf.Tensor(0.18383487886451544, shape=(), dtype=float64)","tf.Tensor([[ 76.60971809  -4.11464553 -18.76606178 -13.21624959]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.383526018690354, shape=(), dtype=float64)","tf.Tensor(-14.005039732347486, shape=(), dtype=float64)",0.261,41.113433849006825,"tf.Tensor(0.17797906012047804, shape=(), dtype=float64)","tf.Tensor([[ 76.12241914  -3.12180874 -18.30806111 -13.04070703]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.36952097895801, shape=(), dtype=float64)","tf.Tensor(-14.805536333424781, shape=(), dtype=float64)",0.262,41.2861172033946,"tf.Tensor(0.17268335438873184, shape=(), dtype=float64)","tf.Tensor([[ 75.63259925  -2.13871773 -17.84819092 -12.86467511]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.35471544262458, shape=(), dtype=float64)","tf.Tensor(-15.627792000591219, shape=(), dtype=float64)",0.263,41.45401445723395,"tf.Tensor(0.16789725383816645, shape=(), dtype=float64)","tf.Tensor([[ 75.14028924  -1.1654191  -17.38650306 -12.68816888]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.33908765062399, shape=(), dtype=float64)","tf.Tensor(-16.47162974586215, shape=(), dtype=float64)",0.264,41.61758954479477,"tf.Tensor(0.1635750875598081, shape=(), dtype=float64)","tf.Tensor([[ 74.64552002  -0.20195825 -16.92304929 -12.51120331]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.32261602087812, shape=(), dtype=float64)","tf.Tensor(-17.336871359980833, shape=(), dtype=float64)",0.265,41.77726479607557,"tf.Tensor(0.15967525127962823, shape=(), dtype=float64)","tf.Tensor([[ 74.14832262   0.75162063 -16.45788132 -12.33379319]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.30527914951814, shape=(), dtype=float64)","tf.Tensor(-18.223337434782025, shape=(), dtype=float64)",0.266,41.93342434484206,"tf.Tensor(0.1561595487681373, shape=(), dtype=float64)","tf.Tensor([[ 73.64872811   1.69527458 -15.99105079 -12.15595322]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.28705581208336, shape=(), dtype=float64)","tf.Tensor(-19.130847385566028, shape=(), dtype=float64)",0.267,42.08641699113842,"tf.Tensor(0.15299264629682163, shape=(), dtype=float64)","tf.Tensor([[ 73.14676769   2.62896183 -15.52260924 -11.97769798]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.26792496469779, shape=(), dtype=float64)","tf.Tensor(-20.05921947348109, shape=(), dtype=float64)",0.268,42.23655862571517,"tf.Tensor(0.15014163457890906, shape=(), dtype=float64)","tf.Tensor([[ 72.64247261   3.55264184 -15.05260813 -11.79904189]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.24786574522431, shape=(), dtype=float64)","tf.Tensor(-21.008270827911968, shape=(), dtype=float64)",0.269,42.384134314673666,"tf.Tensor(0.14757568895937112, shape=(), dtype=float64)","tf.Tensor([[ 72.1358742    4.46627528 -14.58109885 -11.61999927]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.2268574743964, shape=(), dtype=float64)","tf.Tensor(-21.977817468872566, shape=(), dtype=float64)",0.27,42.52940013158953,"tf.Tensor(0.1452658169133869, shape=(), dtype=float64)","tf.Tensor([[ 71.62700388   5.36982401 -14.10813267 -11.44058431]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.204879656927524, shape=(), dtype=float64)","tf.Tensor(-22.967674329400467, shape=(), dtype=float64)",0.271,42.672584812549225,"tf.Tensor(0.14318468096064407, shape=(), dtype=float64)","tf.Tensor([[ 71.11589312   6.26325114 -13.63376078 -11.26081107]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.18191198259812, shape=(), dtype=float64)","tf.Tensor(-23.977655277951293, shape=(), dtype=float64)",0.272,42.81389129724521,"tf.Tensor(0.14130648469607987, shape=(), dtype=float64)","tf.Tensor([[ 70.60257347   7.14652097 -13.15803427 -11.0806935 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.15793432732017, shape=(), dtype=float64)","tf.Tensor(-25.00757314079076, shape=(), dtype=float64)",0.273,42.95349820692932,"tf.Tensor(0.13960690968681, shape=(), dtype=float64)","tf.Tensor([[ 70.08707653   8.01959901 -12.6810041  -10.90024539]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.13292675417938, shape=(), dtype=float64)","tf.Tensor(-26.057239724382335, shape=(), dtype=float64)",0.274,43.091561297962,"tf.Tensor(0.1380630910343319, shape=(), dtype=float64)","tf.Tensor([[ 69.56943399   8.882452   -12.20272116 -10.71948043]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.106869514455, shape=(), dtype=float64)","tf.Tensor(-27.12646583776839, shape=(), dtype=float64)",0.275,43.22821491801651,"tf.Tensor(0.13665362005326465, shape=(), dtype=float64)","tf.Tensor([[ 69.04967756   9.73504787 -11.72323619 -10.5384122 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.07974304861723, shape=(), dtype=float64)","tf.Tensor(-28.215061314942826, shape=(), dtype=float64)",0.276,43.36357348132645,"tf.Tensor(0.1353585633092731, shape=(), dtype=float64)","tf.Tensor([[ 68.52783902  10.57735578 -11.24259982 -10.35705412]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.051527987302286, shape=(), dtype=float64)","tf.Tensor(-29.322835037213046, shape=(), dtype=float64)",0.277,43.49773296970271,"tf.Tensor(0.1341594883754933, shape=(), dtype=float64)","tf.Tensor([[ 68.0039502   11.40934609 -10.76086256 -10.1754195 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.02220515226507, shape=(), dtype=float64)","tf.Tensor(-30.449594955549255, shape=(), dtype=float64)",0.278,43.63077245782044,"tf.Tensor(0.13303948811842314, shape=(), dtype=float64)","tf.Tensor([[ 67.47804299  12.23099037 -10.2780748   -9.99352154]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.991755557309524, shape=(), dtype=float64)","tf.Tensor(-31.59514811291902, shape=(), dtype=float64)",0.279,43.76275565468033,"tf.Tensor(0.13198319685983684, shape=(), dtype=float64)","tf.Tensor([[66.9501493  13.0422614  -9.79428678 -9.81137329]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.960160409196604, shape=(), dtype=float64)","tf.Tensor(-32.75930066660508, shape=(), dtype=float64)",0.28,43.8937324482317,"tf.Tensor(0.1309767935514481, shape=(), dtype=float64)","tf.Tensor([[66.4203011  13.84313316 -9.30954861 -9.62898769]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.92740110853, shape=(), dtype=float64)","tf.Tensor(-33.94185791050434, shape=(), dtype=float64)",0.281,44.02374043697475,"tf.Tensor(0.1300079887432659, shape=(), dtype=float64)","tf.Tensor([[65.88853039 14.63358086 -8.82391028 -9.44637757]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.89345925061949, shape=(), dtype=float64)","tf.Tensor(-35.1426242974061, shape=(), dtype=float64)",0.28200000000000003,44.15280643078824,"tf.Tensor(0.12906599381377104, shape=(), dtype=float64)","tf.Tensor([[65.3548692  15.41358088 -8.33742161 -9.2635556 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.858316626322086, shape=(), dtype=float64)","tf.Tensor(-36.36140346124746, shape=(), dtype=float64)",0.28300000000000003,44.28094790315426,"tf.Tensor(0.12814147236586315, shape=(), dtype=float64)","tf.Tensor([[64.8193496  16.18311083 -7.85013228 -9.08053436]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.821955222860836, shape=(), dtype=float64)","tf.Tensor(-37.59799823934393, shape=(), dtype=float64)",0.28400000000000003,44.408174378081156,"tf.Tensor(0.1272264749283507, shape=(), dtype=float64)","tf.Tensor([[64.28200368 16.94214951 -7.36209183 -8.8973263 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.784357224621495, shape=(), dtype=float64)","tf.Tensor(-38.85221069459326, shape=(), dtype=float64)",0.28500000000000003,44.5344887370809,"tf.Tensor(0.12631435899933763, shape=(), dtype=float64)","tf.Tensor([[63.74286356 17.69067691 -6.87334962 -8.71394373]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.7455050139269, shape=(), dtype=float64)","tf.Tensor(-40.12384213765057, shape=(), dtype=float64)",0.28600000000000003,44.65988843425407,"tf.Tensor(0.12539969717176724, shape=(), dtype=float64)","tf.Tensor([[63.20196139 18.42867423 -6.38395487 -8.53039886]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.70538117178925, shape=(), dtype=float64)","tf.Tensor(-41.41269314907274, shape=(), dtype=float64)",0.28700000000000003,44.784366610647915,"tf.Tensor(0.12447817639405123, shape=(), dtype=float64)","tf.Tensor([[62.65932932 19.15612387 -5.89395664 -8.34670376]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.66396847864018, shape=(), dtype=float64)","tf.Tensor(-42.718563601430155, shape=(), dtype=float64)",0.28800000000000003,44.90791310219144,"tf.Tensor(0.12354649154447017, shape=(), dtype=float64)","tf.Tensor([[62.11499953 19.8730094  -5.4034038  -8.1628704 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.621249915038746, shape=(), dtype=float64)","tf.Tensor(-44.04125268138395, shape=(), dtype=float64)",0.289,45.03051533861244,"tf.Tensor(0.12260223642131685, shape=(), dtype=float64)","tf.Tensor([[61.56900421 20.57931561 -4.91234506 -7.97891061]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.577208662357364, shape=(), dtype=float64)","tf.Tensor(-45.38055891172668, shape=(), dtype=float64)",0.29,45.15215913355869,"tf.Tensor(0.12164379494616195, shape=(), dtype=float64)","tf.Tensor([[61.02137556 21.27502846 -4.42082896 -7.7948361 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.53182810344564, shape=(), dtype=float64)","tf.Tensor(-46.736280173384635, shape=(), dtype=float64)",0.291,45.272829368595694,"tf.Tensor(0.12067023503734653, shape=(), dtype=float64)","tf.Tensor([[60.47214577 21.9601351  -3.92890387 -7.61065846]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.485091823272256, shape=(), dtype=float64)","tf.Tensor(-48.10821372737985, shape=(), dtype=float64)",0.292,45.39251057576548,"tf.Tensor(0.11968120716978747, shape=(), dtype=float64)","tf.Tensor([[59.92134706 22.63462386 -3.43661794 -7.42638918]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.436983609544875, shape=(), dtype=float64)","tf.Tensor(-49.496156236749954, shape=(), dtype=float64)",0.293,45.511187424953384,"tf.Tensor(0.11867684918747923, shape=(), dtype=float64)","tf.Tensor([[59.36901164 23.29848426 -2.94401917 -7.24203961]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.387487453308125, shape=(), dtype=float64)","tf.Tensor(-50.89990378842395, shape=(), dtype=float64)",0.294,45.62884512342183,"tf.Tensor(0.11765769846864771, shape=(), dtype=float64)","tf.Tensor([[58.8151717  23.95170698 -2.45115535 -7.05762098]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.3365875495197, shape=(), dtype=float64)","tf.Tensor(-52.31925191505209, shape=(), dtype=float64)",0.295,45.745469735577345,"tf.Tensor(0.11662461215618691, shape=(), dtype=float64)","tf.Tensor([[58.25985945 24.5942839  -1.95807409 -6.87314441]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.28426829760465, shape=(), dtype=float64)","tf.Tensor(-53.75399561678806, shape=(), dtype=float64)",0.296,45.86104843137137,"tf.Tensor(0.11557869579442537, shape=(), dtype=float64)","tf.Tensor([[57.70310708 25.22620805 -1.46482279 -6.6886209 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.23051430198786, shape=(), dtype=float64)","tf.Tensor(-55.20392938302148, shape=(), dtype=float64)",0.297,45.97556967177531,"tf.Tensor(0.11452124040397482, shape=(), dtype=float64)","tf.Tensor([[57.14494677 25.84747363 -0.97144867 -6.50406132]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.17531037260484, shape=(), dtype=float64)","tf.Tensor(-56.668847214059106, shape=(), dtype=float64)",0.298,46.08902333956369,"tf.Tensor(0.11345366778835642, shape=(), dtype=float64)","tf.Tensor([[56.58541067 26.45807602 -0.47799871 -6.31947645]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.11864152539078, shape=(), dtype=float64)","tf.Tensor(-58.148542642752766, shape=(), dtype=float64)",0.299,46.20140082324291,"tf.Tensor(0.1123774836794249, shape=(), dtype=float64)","tf.Tensor([[ 5.60245309e+01  2.70580117e+01  1.54802928e-02 -6.13487693e+00]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.06049298274802, shape=(), dtype=float64)","tf.Tensor(-59.64280875607233, shape=(), dtype=float64)",0.3,46.31269506143667,"tf.Tensor(0.11129423819355866, shape=(), dtype=float64)","tf.Tensor([[55.46233971 27.6472785   0.50894175 -5.95027328]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.00085017399195, shape=(), dtype=float64)","tf.Tensor(-61.151438216621884, shape=(), dtype=float64)",0.301,46.42290055443107,"tf.Tensor(0.11020549299413673, shape=(), dtype=float64)","tf.Tensor([[54.89886907 28.22587512  1.0023393  -5.76567593]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.93969873577533, shape=(), dtype=float64)","tf.Tensor(-62.67422328409739, shape=(), dtype=float64)",0.302,46.53201334892255,"tf.Tensor(0.10911279449167255, shape=(), dtype=float64)","tf.Tensor([[54.33415109 28.7938016   1.4956268  -5.58109517]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.87702451249123, shape=(), dtype=float64)","tf.Tensor(-64.21095583668401, shape=(), dtype=float64)",0.303,46.64003100134333,"tf.Tensor(0.10801765242051253, shape=(), dtype=float64)","tf.Tensor([[53.76821783 29.35105908  1.98875832 -5.39654119]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.81281355665455, shape=(), dtype=float64)","tf.Tensor(-65.76142739239147, shape=(), dtype=float64)",0.304,46.74695252447101,"tf.Tensor(0.10692152312779424, shape=(), dtype=float64)","tf.Tensor([[53.20110129 29.89764985  2.48168815 -5.21202405]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.74705212926216, shape=(), dtype=float64)","tf.Tensor(-67.3254291303256, shape=(), dtype=float64)",0.305,46.85277832140598,"tf.Tensor(0.10582579693507022, shape=(), dtype=float64)","tf.Tensor([[52.63283346 30.43357731  2.97437084 -5.02755371]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.67972670013183, shape=(), dtype=float64)","tf.Tensor(-68.90275191189446, shape=(), dtype=float64)",0.306,46.95751011039797,"tf.Tensor(0.10473178899206692, shape=(), dtype=float64)","tf.Tensor([[52.06344627 30.95884604  3.46676112 -4.84314002]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.61082394821994, shape=(), dtype=float64)","tf.Tensor(-70.49318630194722, shape=(), dtype=float64)",0.307,47.061150843467104,"tf.Tensor(0.10364073306937271, shape=(), dtype=float64)","tf.Tensor([[51.49297163 31.47346171  3.958814   -4.6587927 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.54033076191799, shape=(), dtype=float64)","tf.Tensor(-72.09652258984435, shape=(), dtype=float64)",0.308,47.16370462126718,"tf.Tensor(0.10255377780029695, shape=(), dtype=float64)","tf.Tensor([[50.92144139 31.97743112  4.45048471 -4.47452138]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.46823423932815, shape=(), dtype=float64)","tf.Tensor(-73.71255081045716, shape=(), dtype=float64)",0.309,47.26517660620593,"tf.Tensor(0.10147198493892784, shape=(), dtype=float64)","tf.Tensor([[50.34888736 32.47076222  4.94172872 -4.29033555]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.39452168851769, shape=(), dtype=float64)","tf.Tensor(-75.3410607650952, shape=(), dtype=float64)",0.31,47.36557293545164,"tf.Tensor(0.10039632924550945, shape=(), dtype=float64)","tf.Tensor([[49.7753413  32.95346404  5.43250174 -4.10624462]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.319180627752594, shape=(), dtype=float64)","tf.Tensor(-76.98184204235992, shape=(), dtype=float64)",0.311,47.46490063511877,"tf.Tensor(0.09932769966733002, shape=(), dtype=float64)","tf.Tensor([[49.20083492 33.42554674  5.92275974 -3.92225787]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.24219878571024, shape=(), dtype=float64)","tf.Tensor(-78.63468403892286, shape=(), dtype=float64)",0.312,47.56316753664319,"tf.Tensor(0.0982669015243327, shape=(), dtype=float64)","tf.Tensor([[48.62539987 33.88702159  6.41245893 -3.73838448]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.16356410167131, shape=(), dtype=float64)","tf.Tensor(-80.29937598022677, shape=(), dtype=float64)",0.313,47.660382196107975,"tf.Tensor(0.09721465946482244, shape=(), dtype=float64)","tf.Tensor([[48.04906774 34.33790094  6.90155578 -3.55463351]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.08326472569109, shape=(), dtype=float64)","tf.Tensor(-81.97570694110814, shape=(), dtype=float64)",0.314,47.756553817081006,"tf.Tensor(0.09617162097313292, shape=(), dtype=float64)","tf.Tensor([[47.47187008 34.77819826  7.390007   -3.37101393]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.00128901874998, shape=(), dtype=float64)","tf.Tensor(-83.66346586633951, shape=(), dtype=float64)",0.315,47.85169217735247,"tf.Tensor(0.09513836027137224, shape=(), dtype=float64)","tf.Tensor([[46.89383835 35.20792811  7.87776959 -3.18753458]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.91762555288364, shape=(), dtype=float64)","tf.Tensor(-85.36244159108992, shape=(), dtype=float64)",0.316,47.94580755981923,"tf.Tensor(0.0941153824667974, shape=(), dtype=float64)","tf.Tensor([[46.31500397 35.6271061   8.36480077 -3.0042042 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.832263111292555, shape=(), dtype=float64)","tf.Tensor(-87.0724228613022, shape=(), dtype=float64)",0.317,48.038910687651395,"tf.Tensor(0.0931031278322143, shape=(), dtype=float64)","tf.Tensor([[45.73539826 36.03574898  8.85105806 -2.82103145]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.74519068843125, shape=(), dtype=float64)","tf.Tensor(-88.79319835398516, shape=(), dtype=float64)",0.318,48.13101266378284,"tf.Tensor(0.0921019761313131, shape=(), dtype=float64)","tf.Tensor([[45.15505251 36.43387452  9.33649923 -2.63802483]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.65639749007727, shape=(), dtype=float64)","tf.Tensor(-90.5245566974196, shape=(), dtype=float64)",0.319,48.22212491469615,"tf.Tensor(0.09111225091318342, shape=(), dtype=float64)","tf.Tensor([[44.5739979  36.82150159  9.82108233 -2.45519279]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.56587293337985, shape=(), dtype=float64)","tf.Tensor(-92.26628649127625, shape=(), dtype=float64)",0.32,48.312259138417225,"tf.Tensor(0.09013422372103724, shape=(), dtype=float64)","tf.Tensor([[43.99226556 37.19865012 10.30476567 -2.27254365]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.47360664688858, shape=(), dtype=float64)","tf.Tensor(-94.01817632664442, shape=(), dtype=float64)",0.321,48.401427256590864,"tf.Tensor(0.08916811817363968, shape=(), dtype=float64)","tf.Tensor([[43.40988652 37.56534109 10.78750784 -2.09008562]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.379588470561934, shape=(), dtype=float64)","tf.Tensor(-95.7800148059698, shape=(), dtype=float64)",0.322,48.48964137047812,"tf.Tensor(0.08821411388726302, shape=(), dtype=float64)","tf.Tensor([[42.82689174 37.92159653 11.26926772 -1.90782681]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.28380845575597, shape=(), dtype=float64)","tf.Tensor(-97.55159056289983, shape=(), dtype=float64)",0.323,48.57691372069539,"tf.Tensor(0.08727235021731516, shape=(), dtype=float64)","tf.Tensor([[42.24331209 38.26743953 11.75000446 -1.72577525]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.186256865193066, shape=(), dtype=float64)","tf.Tensor(-99.3326922820354, shape=(), dtype=float64)",0.324,48.663256650499974,"tf.Tensor(0.08634292980447361, shape=(), dtype=float64)","tf.Tensor([[41.65917837 38.60289421 12.22967749 -1.54393884]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.08692417291103, shape=(), dtype=float64)","tf.Tensor(-101.12310871858726, shape=(), dtype=float64)",0.325,48.74868257241758,"tf.Tensor(0.08542592191766651, shape=(), dtype=float64)","tf.Tensor([[41.07452128 38.92798573 12.70824653 -1.36232539]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.985801064192444, shape=(), dtype=float64)","tf.Tensor(-102.92262871793592, shape=(), dtype=float64)",0.326,48.83320393800829,"tf.Tensor(0.08452136559071463, shape=(), dtype=float64)","tf.Tensor([[40.48937142 39.24274027 13.18567159 -1.18094262]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.88287843547451, shape=(), dtype=float64)","tf.Tensor(-104.73104123509344, shape=(), dtype=float64)",0.327,48.916833210561094,"tf.Tensor(0.08362927255278585, shape=(), dtype=float64)","tf.Tensor([[39.90375932 39.54718504 13.66191297 -0.99979812]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.77814739423942, shape=(), dtype=float64)","tf.Tensor(-106.54813535406585, shape=(), dtype=float64)",0.328,48.99958284051707,"tf.Tensor(0.08274962995596974, shape=(), dtype=float64)","tf.Tensor([[39.31771538 39.84134827 14.13693126 -0.81889943]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.67159925888535, shape=(), dtype=float64)","tf.Tensor(-108.37370030711483, shape=(), dtype=float64)",0.329,49.081465243423104,"tf.Tensor(0.08188240290608295, shape=(), dtype=float64)","tf.Tensor([[38.73126993 40.12525917 14.61068736 -0.63825394]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.56322555857824, shape=(), dtype=float64)","tf.Tensor(-110.20752549391722, shape=(), dtype=float64)",0.33,49.162492780226245,"tf.Tensor(0.08102753680317004, shape=(), dtype=float64)","tf.Tensor([[38.14445318 40.39894798 15.08314244 -0.45786897]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.45301803308432, shape=(), dtype=float64)","tf.Tensor(-112.04940050062115, shape=(), dtype=float64)",0.331,49.242677739727355,"tf.Tensor(0.08018495950109195, shape=(), dtype=float64)","tf.Tensor([[37.55729526 40.66244594 15.554258   -0.27775175]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.340968632583696, shape=(), dtype=float64)","tf.Tensor(-113.8991151187973, shape=(), dtype=float64)",0.332,49.32203232302143,"tf.Tensor(0.07935458329408929, shape=(), dtype=float64)","tf.Tensor([[36.96982618 40.91578525 16.02399581 -0.0979094 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.2270695174649, shape=(), dtype=float64)","tf.Tensor(-115.7564593642842, shape=(), dtype=float64)",0.333,49.400568629762105,"tf.Tensor(0.07853630674067436, shape=(), dtype=float64)","tf.Tensor([[36.38207583 41.15899912 16.49231798  0.08165106]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.11131305810061, shape=(), dtype=float64)","tf.Tensor(-117.62122349592603, shape=(), dtype=float64)",0.334,49.478298646097066,"tf.Tensor(0.07773001633499421, shape=(), dtype=float64)","tf.Tensor([[35.79407401 41.39212173 16.9591869   0.26092269]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.99369183460469, shape=(), dtype=float64)","tf.Tensor(-119.49319803420191, shape=(), dtype=float64)",0.335,49.55523423413079,"tf.Tensor(0.07693558803373968, shape=(), dtype=float64)","tf.Tensor([[35.2058504  41.6151882  17.42456529  0.43989864]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.87419863657049, shape=(), dtype=float64)","tf.Tensor(-121.3721737797452, shape=(), dtype=float64)",0.336,49.63138712278136,"tf.Tensor(0.07615288865057579, shape=(), dtype=float64)","tf.Tensor([[34.61743455 41.82823466 17.88841615  0.61857218]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.75282646279074, shape=(), dtype=float64)","tf.Tensor(-123.2579418317517, shape=(), dtype=float64)",0.337,49.70676889990657,"tf.Tensor(0.0753817771252141, shape=(), dtype=float64)","tf.Tensor([[34.02885593 42.03129815 18.35070283  0.79693664]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.62956852095899, shape=(), dtype=float64)","tf.Tensor(-125.15029360627551, shape=(), dtype=float64)",0.338,49.7813910055842,"tf.Tensor(0.07462210567759842, shape=(), dtype=float64)","tf.Tensor([[33.44014385 42.22441668 18.81138897  0.97498546]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.504418227352716, shape=(), dtype=float64)","tf.Tensor(-127.04902085441131, shape=(), dtype=float64)",0.339,49.855264726439586,"tf.Tensor(0.07387372085535837, shape=(), dtype=float64)","tf.Tensor([[32.85132752 42.40762919 19.27043854  1.15271216]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.3773692064983, shape=(), dtype=float64)","tf.Tensor(-128.95391568036183, shape=(), dtype=float64)",0.34,49.92840119092231,"tf.Tensor(0.0731364644827518, shape=(), dtype=float64)","tf.Tensor([[32.26243602 42.58097557 19.72781582  1.33011037]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.24841529081794, shape=(), dtype=float64)","tf.Tensor(-130.86477055938948, shape=(), dtype=float64)",0.341,50.000811365441166,"tf.Tensor(0.07241017451885412, shape=(), dtype=float64)","tf.Tensor([[31.67349831 42.7444966  20.18348541  1.50717378]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.11755052025855, shape=(), dtype=float64)","tf.Tensor(-132.78137835565087, shape=(), dtype=float64)",0.342,50.072506051273436,"tf.Tensor(0.07169468583230149, shape=(), dtype=float64)","tf.Tensor([[31.08454322 42.89823402 20.63741225  1.68389619]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.984769141902895, shape=(), dtype=float64)","tf.Tensor(-134.70353233991293, shape=(), dtype=float64)",0.343,50.143495882172935,"tf.Tensor(0.07098983089951538, shape=(), dtype=float64)","tf.Tensor([[30.49559944 43.04223044 21.08956158  1.86027149]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.85006560956298, shape=(), dtype=float64)","tf.Tensor(-136.63102620714997, shape=(), dtype=float64)",0.34400000000000003,50.213791322605594,"tf.Tensor(0.07029544043266478, shape=(), dtype=float64)","tf.Tensor([[29.90669554 43.1765294  21.53989898  2.03629362]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.713434583355834, shape=(), dtype=float64)","tf.Tensor(-138.56365409402, shape=(), dtype=float64)",0.34500000000000003,50.28340266654912,"tf.Tensor(0.06961134394348978, shape=(), dtype=float64)","tf.Tensor([[29.31785994 43.30117533 21.98839036  2.21195666]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.57487092926181, shape=(), dtype=float64)","tf.Tensor(-140.5012105962196, shape=(), dtype=float64)",0.34600000000000003,50.352340036797486,"tf.Tensor(0.06893737024834667, shape=(), dtype=float64)","tf.Tensor([[28.72912095 43.41621353 22.43500195  2.38725473]], shape=(1, 4), dtype=float64)"
