x0,x1,time,log_det,setp_reward,sensitivity_y
"tf.Tensor(19.147719071787805, shape=(), dtype=float64)","tf.Tensor(369.57913419900336, shape=(), dtype=float64)",0.085,4.370876866741499,"tf.Tensor(0.3574972954842224, shape=(), dtype=float64)","tf.Tensor([[25.71036364 -1.11905347 -6.70256272 -2.45175623]], shape=(1, 4), dtype=float64)"
"tf.Tensor(19.51729820598681, shape=(), dtype=float64)","tf.Tensor(370.9142365302428, shape=(), dtype=float64)",0.08600000000000001,4.725391718186193,"tf.Tensor(0.3545153576376734, shape=(), dtype=float64)","tf.Tensor([[26.21986093 -1.16845472 -6.84345223 -2.52624675]], shape=(1, 4), dtype=float64)"
"tf.Tensor(19.88821244251705, shape=(), dtype=float64)","tf.Tensor(372.1814996506726, shape=(), dtype=float64)",0.08700000000000001,5.076841403767515,"tf.Tensor(0.3514493887439514, shape=(), dtype=float64)","tf.Tensor([[26.73166467 -1.21935691 -6.98529539 -2.60189118]], shape=(1, 4), dtype=float64)"
"tf.Tensor(20.260393942167724, shape=(), dtype=float64)","tf.Tensor(373.38111479217855, shape=(), dtype=float64)",0.088,5.425161790435743,"tf.Tensor(0.34832064566703025, shape=(), dtype=float64)","tf.Tensor([[27.24568933 -1.27178328 -7.12807447 -2.67868304]], shape=(1, 4), dtype=float64)"
"tf.Tensor(20.6337750569599, shape=(), dtype=float64)","tf.Tensor(374.5132786785913, shape=(), dtype=float64)",0.089,5.770306142552622,"tf.Tensor(0.34514443107393333, shape=(), dtype=float64)","tf.Tensor([[27.76184953 -1.32575696 -7.27177176 -2.75661545]], shape=(1, 4), dtype=float64)"
"tf.Tensor(21.008288335638493, shape=(), dtype=float64)","tf.Tensor(375.5781934820325, shape=(), dtype=float64)",0.09,6.112242187687624,"tf.Tensor(0.3419362717461034, shape=(), dtype=float64)","tf.Tensor([[28.2800601  -1.38130092 -7.41636954 -2.83568114]], shape=(1, 4), dtype=float64)"
"tf.Tensor(21.383866529120525, shape=(), dtype=float64)","tf.Tensor(376.5760667789479, shape=(), dtype=float64)",0.091,6.450951113066214,"tf.Tensor(0.3387088309713029, shape=(), dtype=float64)","tf.Tensor([[28.80023606 -1.43843801 -7.56185006 -2.91587247]], shape=(1, 4), dtype=float64)"
"tf.Tensor(21.760442595899473, shape=(), dtype=float64)","tf.Tensor(377.50711150583334, shape=(), dtype=float64)",0.092,6.786424299158504,"tf.Tensor(0.3354733727173169, shape=(), dtype=float64)","tf.Tensor([[29.32229265 -1.49719089 -7.70819559 -2.99718139]], shape=(1, 4), dtype=float64)"
"tf.Tensor(22.137949707405305, shape=(), dtype=float64)","tf.Tensor(378.3715459146586, shape=(), dtype=float64)",0.093,7.118662986803718,"tf.Tensor(0.3322388885266605, shape=(), dtype=float64)","tf.Tensor([[29.8461453  -1.5575821  -7.85538841 -3.07959949]], shape=(1, 4), dtype=float64)"
"tf.Tensor(22.516321253319962, shape=(), dtype=float64)","tf.Tensor(379.1695935279951, shape=(), dtype=float64)",0.094,7.447676470641344,"tf.Tensor(0.3290135618569643, shape=(), dtype=float64)","tf.Tensor([[30.37170966 -1.61963398 -8.00341077 -3.16311796]], shape=(1, 4), dtype=float64)"
"tf.Tensor(22.895490846847956, shape=(), dtype=float64)","tf.Tensor(379.9014830938529, shape=(), dtype=float64)",0.095,7.773480782605969,"tf.Tensor(0.32580430187843135, shape=(), dtype=float64)","tf.Tensor([[30.89890162 -1.6833687  -8.15224495 -3.24772764]], shape=(1, 4), dtype=float64)"
"tf.Tensor(23.27539232994181, shape=(), dtype=float64)","tf.Tensor(380.5674485402324, shape=(), dtype=float64)",0.096,8.096097437627444,"tf.Tensor(0.32261674319509126, shape=(), dtype=float64)","tf.Tensor([[31.42763728 -1.74880824 -8.30187323 -3.33341899]], shape=(1, 4), dtype=float64)"
"tf.Tensor(23.655959778482043, shape=(), dtype=float64)","tf.Tensor(381.1677289293969, shape=(), dtype=float64)",0.097,8.415552721134873,"tf.Tensor(0.3194553375628857, shape=(), dtype=float64)","tf.Tensor([[31.95783301 -1.81597441 -8.45227788 -3.4201821 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(24.03712750741144, shape=(), dtype=float64)","tf.Tensor(381.7025684118708, shape=(), dtype=float64)",0.098,8.731876757543173,"tf.Tensor(0.3163240342445164, shape=(), dtype=float64)","tf.Tensor([[32.48940539 -1.8848888  -8.6034412  -3.50800671]], shape=(1, 4), dtype=float64)"
"tf.Tensor(24.418830075823312, shape=(), dtype=float64)","tf.Tensor(382.17221618016964, shape=(), dtype=float64)",0.099,9.045102998030035,"tf.Tensor(0.3132261067660238, shape=(), dtype=float64)","tf.Tensor([[33.02227128 -1.9555728  -8.75534549 -3.59688218]], shape=(1, 4), dtype=float64)"
"tf.Tensor(24.80100229200348, shape=(), dtype=float64)","tf.Tensor(382.57692642226743, shape=(), dtype=float64)",0.1,9.35526732977251,"tf.Tensor(0.31016424879459237, shape=(), dtype=float64)","tf.Tensor([[33.55634778 -2.02804758 -8.90797305 -3.68679754]], shape=(1, 4), dtype=float64)"
"tf.Tensor(25.18357921842575, shape=(), dtype=float64)","tf.Tensor(382.91695827480646, shape=(), dtype=float64)",0.101,9.66240762994494,"tf.Tensor(0.30714013830692366, shape=(), dtype=float64)","tf.Tensor([[34.09155227 -2.10233409 -9.06130621 -3.77774145]], shape=(1, 4), dtype=float64)"
"tf.Tensor(25.566496176700554, shape=(), dtype=float64)","tf.Tensor(383.1925757760559, shape=(), dtype=float64)",0.10200000000000001,9.966563228297476,"tf.Tensor(0.3041555194282566, shape=(), dtype=float64)","tf.Tensor([[34.62780239 -2.17845306 -9.21532731 -3.86970224]], shape=(1, 4), dtype=float64)"
"tf.Tensor(25.94968875247661, shape=(), dtype=float64)","tf.Tensor(383.404047818624, shape=(), dtype=float64)",0.10300000000000001,10.267774638578132,"tf.Tensor(0.30121141856654887, shape=(), dtype=float64)","tf.Tensor([[35.16501606 -2.25642498 -9.3700187  -3.96266788]], shape=(1, 4), dtype=float64)"
"tf.Tensor(26.333092800295233, shape=(), dtype=float64)","tf.Tensor(383.5516481019302, shape=(), dtype=float64)",0.10400000000000001,10.566083541729686,"tf.Tensor(0.2983088600917583, shape=(), dtype=float64)","tf.Tensor([[35.7031115  -2.3362701  -9.52536276 -4.05662601]], shape=(1, 4), dtype=float64)"
"tf.Tensor(26.716644448397165, shape=(), dtype=float64)","tf.Tensor(383.6356550844419, shape=(), dtype=float64)",0.105,10.861531724489716,"tf.Tensor(0.29544817840823256, shape=(), dtype=float64)","tf.Tensor([[36.24200721 -2.41800841 -9.68134187 -4.15156394]], shape=(1, 4), dtype=float64)"
"tf.Tensor(27.10028010348161, shape=(), dtype=float64)","tf.Tensor(383.6563519356823, shape=(), dtype=float64)",0.106,11.15416169085793,"tf.Tensor(0.2926298331232182, shape=(), dtype=float64)","tf.Tensor([[36.78162197 -2.50165965 -9.83793845 -4.24746863]], shape=(1, 4), dtype=float64)"
"tf.Tensor(27.48393645541729, shape=(), dtype=float64)","tf.Tensor(383.61402648801436, shape=(), dtype=float64)",0.107,11.444015775595608,"tf.Tensor(0.2898541654164859, shape=(), dtype=float64)","tf.Tensor([[37.3218749  -2.58724331 -9.99513493 -4.34432673]], shape=(1, 4), dtype=float64)"
"tf.Tensor(27.867550481905305, shape=(), dtype=float64)","tf.Tensor(383.50897118820643, shape=(), dtype=float64)",0.108,11.73113659155143,"tf.Tensor(0.28712078961961396, shape=(), dtype=float64)","tf.Tensor([[ 37.86268541  -2.6747786  -10.15291377  -4.44212456]], shape=(1, 4), dtype=float64)"
"tf.Tensor(28.25105945309351, shape=(), dtype=float64)","tf.Tensor(383.3414830487854, shape=(), dtype=float64)",0.109,12.015566243315636,"tf.Tensor(0.284429658913826, shape=(), dtype=float64)","tf.Tensor([[ 38.40397322  -2.76428445 -10.31125745  -4.54084813]], shape=(1, 4), dtype=float64)"
"tf.Tensor(28.634400936142296, shape=(), dtype=float64)","tf.Tensor(383.11186359918287, shape=(), dtype=float64)",0.11,12.29734692363118,"tf.Tensor(0.2817806531590783, shape=(), dtype=float64)","tf.Tensor([[ 38.94565839  -2.85577951 -10.47014849  -4.64048312]], shape=(1, 4), dtype=float64)"
"tf.Tensor(29.01751279974148, shape=(), dtype=float64)","tf.Tensor(382.82041883667955, shape=(), dtype=float64)",0.111,12.576520086080446,"tf.Tensor(0.27917322319950344, shape=(), dtype=float64)","tf.Tensor([[ 39.48766129  -2.94928215 -10.62956943  -4.74101491]], shape=(1, 4), dtype=float64)"
"tf.Tensor(29.400333218578158, shape=(), dtype=float64)","tf.Tensor(382.4674591771537, shape=(), dtype=float64)",0.112,12.853127026269116,"tf.Tensor(0.27660695813647607, shape=(), dtype=float64)","tf.Tensor([[ 40.02990265  -3.04481044 -10.78950282  -4.84242857]], shape=(1, 4), dtype=float64)"
"tf.Tensor(29.78280067775531, shape=(), dtype=float64)","tf.Tensor(382.05329940563945, shape=(), dtype=float64)",0.113,13.127208370075747,"tf.Tensor(0.2740813949301, shape=(), dtype=float64)","tf.Tensor([[ 40.5723035   -3.14238215 -10.94993129  -4.94470888]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.164853977160952, shape=(), dtype=float64)","tf.Tensor(381.5782586266995, shape=(), dtype=float64)",0.114,13.398804274890077,"tf.Tensor(0.2715958757661099, shape=(), dtype=float64)","tf.Tensor([[ 41.11478526  -3.24201474 -11.11083745  -5.0478403 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.546432235787652, shape=(), dtype=float64)","tf.Tensor(381.0426602146193, shape=(), dtype=float64)",0.115,13.667954224221086,"tf.Tensor(0.26914991554252055, shape=(), dtype=float64)","tf.Tensor([[ 41.65726968  -3.34372536 -11.27220397  -5.15180701]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.92747489600227, shape=(), dtype=float64)","tf.Tensor(380.4468317634264, shape=(), dtype=float64)",0.116,13.934697021963666,"tf.Tensor(0.2667428165296677, shape=(), dtype=float64)","tf.Tensor([[ 42.19967887  -3.44753083 -11.43401357  -5.2565929 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(31.307921727765695, shape=(), dtype=float64)","tf.Tensor(379.79110503674224, shape=(), dtype=float64)",0.117,14.199071018647626,"tf.Tensor(0.26437400911012077, shape=(), dtype=float64)","tf.Tensor([[ 42.7419353   -3.55344768 -11.59624898  -5.36218157]], shape=(1, 4), dtype=float64)"
"tf.Tensor(31.687712832802436, shape=(), dtype=float64)","tf.Tensor(379.07581591747027, shape=(), dtype=float64)",0.11800000000000001,14.46111362001676,"tf.Tensor(0.26204258036931805, shape=(), dtype=float64)","tf.Tensor([[ 43.28396181  -3.66149206 -11.75889299  -5.46855636]], shape=(1, 4), dtype=float64)"
"tf.Tensor(32.06678864871991, shape=(), dtype=float64)","tf.Tensor(378.3013043573272, shape=(), dtype=float64)",0.11900000000000001,14.72086179932044,"tf.Tensor(0.2597481862910769, shape=(), dtype=float64)","tf.Tensor([[ 43.82568164  -3.77167982 -11.92192841  -5.5757003 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(32.445089953077236, shape=(), dtype=float64)","tf.Tensor(377.46791432622194, shape=(), dtype=float64)",0.12,14.978351607406859,"tf.Tensor(0.25748986307056043, shape=(), dtype=float64)","tf.Tensor([[ 44.36701836  -3.88402647 -12.08533811  -5.68359618]], shape=(1, 4), dtype=float64)"
"tf.Tensor(32.82255786740346, shape=(), dtype=float64)","tf.Tensor(376.5759937614883, shape=(), dtype=float64)",0.121,15.233618627782572,"tf.Tensor(0.2552669994762802, shape=(), dtype=float64)","tf.Tensor([[ 44.90789598  -3.99854714 -12.24910499  -5.7922265 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(33.19913386116495, shape=(), dtype=float64)","tf.Tensor(375.6258945169763, shape=(), dtype=float64)",0.122,15.486697584737232,"tf.Tensor(0.253078966449511, shape=(), dtype=float64)","tf.Tensor([[ 45.44823885  -4.11525664 -12.41321201  -5.90157351]], shape=(1, 4), dtype=float64)"
"tf.Tensor(33.57475975568193, shape=(), dtype=float64)","tf.Tensor(374.6179723120082, shape=(), dtype=float64)",0.123,15.737622572659081,"tf.Tensor(0.25092498584218603, shape=(), dtype=float64)","tf.Tensor([[ 45.98797177  -4.23416942 -12.57764217  -6.0116192 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(33.94937772799394, shape=(), dtype=float64)","tf.Tensor(373.5525866802042, shape=(), dtype=float64)",0.124,15.986426973319876,"tf.Tensor(0.24880440104238133, shape=(), dtype=float64)","tf.Tensor([[ 46.52701989  -4.35529954 -12.74237849  -6.12234531]], shape=(1, 4), dtype=float64)"
"tf.Tensor(34.322930314674146, shape=(), dtype=float64)","tf.Tensor(372.43010091818314, shape=(), dtype=float64)",0.125,16.233143510470747,"tf.Tensor(0.24671656326602687, shape=(), dtype=float64)","tf.Tensor([[ 47.06530881  -4.47866071 -12.90740409  -6.23373332]], shape=(1, 4), dtype=float64)"
"tf.Tensor(34.695360415592326, shape=(), dtype=float64)","tf.Tensor(371.2508820341444, shape=(), dtype=float64)",0.126,16.477804264872177,"tf.Tensor(0.24466072695557273, shape=(), dtype=float64)","tf.Tensor([[ 47.60276451  -4.60426628 -13.0727021   -6.34576448]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.06661129762647, shape=(), dtype=float64)","tf.Tensor(370.01530069633515, shape=(), dtype=float64)",0.127,16.72044057162759,"tf.Tensor(0.24263632103086152, shape=(), dtype=float64)","tf.Tensor([[ 48.1393134   -4.73212921 -13.23825572  -6.45841979]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.43662659832281, shape=(), dtype=float64)","tf.Tensor(368.7237311814093, shape=(), dtype=float64)",0.128,16.961083202258486,"tf.Tensor(0.24064262409561366, shape=(), dtype=float64)","tf.Tensor([[ 48.67488232  -4.86226206 -13.4040482   -6.57168001]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.80535032950422, shape=(), dtype=float64)","tf.Tensor(367.3765513226832, shape=(), dtype=float64)",0.129,17.199762242797803,"tf.Tensor(0.23867902573849875, shape=(), dtype=float64)","tf.Tensor([[ 49.20939853  -4.99467703 -13.57006283  -6.68552569]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.17272688082691, shape=(), dtype=float64)","tf.Tensor(365.9741424582934, shape=(), dtype=float64)",0.13,17.436507160674296,"tf.Tensor(0.23674488109474012, shape=(), dtype=float64)","tf.Tensor([[ 49.74278971  -5.12938592 -13.73628298  -6.79993713]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.5387010232852, shape=(), dtype=float64)","tf.Tensor(364.51688937926156, shape=(), dtype=float64)",0.131,17.671346765485744,"tf.Tensor(0.23483961505212037, shape=(), dtype=float64)","tf.Tensor([[ 50.274984    -5.26640012 -13.90269205  -6.91489444]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.90321791266446, shape=(), dtype=float64)","tf.Tensor(363.0051802774726, shape=(), dtype=float64)",0.132,17.904309309795757,"tf.Tensor(0.23296256745162047, shape=(), dtype=float64)","tf.Tensor([[ 50.80590997  -5.40573063 -14.06927353  -7.03037747]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.266223092941935, shape=(), dtype=float64)","tf.Tensor(361.43940669357045, shape=(), dtype=float64)",0.133,18.135422450766132,"tf.Tensor(0.23111314102576586, shape=(), dtype=float64)","tf.Tensor([[ 51.33549662  -5.54738805 -14.23601094  -7.1463659 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.627662499635505, shape=(), dtype=float64)","tf.Tensor(359.81996346477706, shape=(), dtype=float64)",0.134,18.36471326811287,"tf.Tensor(0.22929082340460916, shape=(), dtype=float64)","tf.Tensor([[ 51.86367344  -5.69138256 -14.40288787  -7.26283917]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.987482463100285, shape=(), dtype=float64)","tf.Tensor(358.1472486726403, shape=(), dtype=float64)",0.135,18.59220824487674,"tf.Tensor(0.22749497651404482, shape=(), dtype=float64)","tf.Tensor([[ 52.39037034  -5.83772392 -14.56988799  -7.37977655]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.34562971177292, shape=(), dtype=float64)","tf.Tensor(356.42166359071524, shape=(), dtype=float64)",0.136,18.8179333506023,"tf.Tensor(0.2257251074987643, shape=(), dtype=float64)","tf.Tensor([[ 52.9155177   -5.9864215  -14.736995    -7.49715708]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.70205137536364, shape=(), dtype=float64)","tf.Tensor(354.64361263218507, shape=(), dtype=float64)",0.137,19.041913999034104,"tf.Tensor(0.22398064583748578, shape=(), dtype=float64)","tf.Tensor([[ 53.43904637  -6.13748422 -14.90419269  -7.61495964]], shape=(1, 4), dtype=float64)"
"tf.Tensor(39.056694987995826, shape=(), dtype=float64)","tf.Tensor(352.8135032974254, shape=(), dtype=float64)",0.138,19.264175037478154,"tf.Tensor(0.22226105899298787, shape=(), dtype=float64)","tf.Tensor([[ 53.96088767  -6.29092058 -15.0714649   -7.73316289]], shape=(1, 4), dtype=float64)"
"tf.Tensor(39.40950849129325, shape=(), dtype=float64)","tf.Tensor(350.93174612151887, shape=(), dtype=float64)",0.139,19.484740864375155,"tf.Tensor(0.22056582389306456, shape=(), dtype=float64)","tf.Tensor([[ 54.48097339  -6.44673866 -15.23879556  -7.85174532]], shape=(1, 4), dtype=float64)"
"tf.Tensor(39.76044023741477, shape=(), dtype=float64)","tf.Tensor(348.99875462172366, shape=(), dtype=float64)",0.14,19.703635352278823,"tf.Tensor(0.21889447207762736, shape=(), dtype=float64)","tf.Tensor([[ 54.9992358   -6.60494609 -15.40616864  -7.97068526]], shape=(1, 4), dtype=float64)"
"tf.Tensor(40.109438992036495, shape=(), dtype=float64)","tf.Tensor(347.01494524490226, shape=(), dtype=float64)",0.14100000000000001,19.920881847048893,"tf.Tensor(0.21724649542629137, shape=(), dtype=float64)","tf.Tensor([[ 55.51560764  -6.76555008 -15.5735682   -8.08996083]], shape=(1, 4), dtype=float64)"
"tf.Tensor(40.456453937281395, shape=(), dtype=float64)","tf.Tensor(344.98073731491473, shape=(), dtype=float64)",0.14200000000000002,20.136503269359665,"tf.Tensor(0.21562141525495981, shape=(), dtype=float64)","tf.Tensor([[ 56.03002214  -6.9285574  -15.74097836  -8.20955001]], shape=(1, 4), dtype=float64)"
"tf.Tensor(40.80143467459631, shape=(), dtype=float64)","tf.Tensor(342.89655297998223, shape=(), dtype=float64)",0.14300000000000002,20.350522022279787,"tf.Tensor(0.2140187542074088, shape=(), dtype=float64)","tf.Tensor([[ 56.54241304  -7.09397436 -15.90838331  -8.3294306 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(41.14433122757629, shape=(), dtype=float64)","tf.Tensor(340.7628171600256, shape=(), dtype=float64)",0.14400000000000002,20.56296008900933,"tf.Tensor(0.21243807025873096, shape=(), dtype=float64)","tf.Tensor([[ 57.05271454  -7.26180683 -16.07576732  -8.44958026]], shape=(1, 4), dtype=float64)"
"tf.Tensor(41.485094044736314, shape=(), dtype=float64)","tf.Tensor(338.5799574939838, shape=(), dtype=float64)",0.145,20.773839013279737,"tf.Tensor(0.2108789262105546, shape=(), dtype=float64)","tf.Tensor([[ 57.56086137  -7.43206024 -16.24311474  -8.56997647]], shape=(1, 4), dtype=float64)"
"tf.Tensor(41.8236740022303, shape=(), dtype=float64)","tf.Tensor(336.3484042871181, shape=(), dtype=float64)",0.146,20.983179887427138,"tf.Tensor(0.20934087330866724, shape=(), dtype=float64)","tf.Tensor([[ 58.06678874  -7.60473956 -16.41040997  -8.69059657]], shape=(1, 4), dtype=float64)"
"tf.Tensor(42.16002240651741, shape=(), dtype=float64)","tf.Tensor(334.06859045830606, shape=(), dtype=float64)",0.147,21.191003382019662,"tf.Tensor(0.2078234939752548, shape=(), dtype=float64)","tf.Tensor([[ 58.57043238  -7.77984928 -16.57763751  -8.81141777]], shape=(1, 4), dtype=float64)"
"tf.Tensor(42.49409099697572, shape=(), dtype=float64)","tf.Tensor(331.74095148733085, shape=(), dtype=float64)",0.148,21.397329756536784,"tf.Tensor(0.20632638076790677, shape=(), dtype=float64)","tf.Tensor([[ 59.07172851  -7.95739348 -16.74478194  -8.93241712]], shape=(1, 4), dtype=float64)"
"tf.Tensor(42.825831948463055, shape=(), dtype=float64)","tf.Tensor(329.36592536217086, shape=(), dtype=float64)",0.149,21.602178885825154,"tf.Tensor(0.2048491277468898, shape=(), dtype=float64)","tf.Tensor([[ 59.57061388  -8.13737573 -16.91182789  -9.05357155]], shape=(1, 4), dtype=float64)"
"tf.Tensor(43.15519787382522, shape=(), dtype=float64)","tf.Tensor(326.9439525262946, shape=(), dtype=float64)",0.15,21.805570236017005,"tf.Tensor(0.20339134651273483, shape=(), dtype=float64)","tf.Tensor([[ 60.06702576  -8.31979916 -17.0787601   -9.17485784]], shape=(1, 4), dtype=float64)"
"tf.Tensor(43.482141826351516, shape=(), dtype=float64)","tf.Tensor(324.47547582596536, shape=(), dtype=float64)",0.151,22.00752289161632,"tf.Tensor(0.201952661237506, shape=(), dtype=float64)","tf.Tensor([[ 60.56090192  -8.50466643 -17.24556337  -9.29625266]], shape=(1, 4), dtype=float64)"
"tf.Tensor(43.80661730217748, shape=(), dtype=float64)","tf.Tensor(321.96094045756143, shape=(), dtype=float64)",0.152,22.208055576287787,"tf.Tensor(0.20053267706014566, shape=(), dtype=float64)","tf.Tensor([[ 61.05218067  -8.69197972 -17.4122226   -9.41773257]], shape=(1, 4), dtype=float64)"
"tf.Tensor(44.128578242635044, shape=(), dtype=float64)","tf.Tensor(319.4007939149157, shape=(), dtype=float64)",0.153,22.40718663756917,"tf.Tensor(0.19913106394229985, shape=(), dtype=float64)","tf.Tensor([[ 61.54080084  -8.88174075 -17.57872275  -9.53927398]], shape=(1, 4), dtype=float64)"
"tf.Tensor(44.44797903654996, shape=(), dtype=float64)","tf.Tensor(316.79548593668045, shape=(), dtype=float64)",0.154,22.604934080710287,"tf.Tensor(0.19774744122475418, shape=(), dtype=float64)","tf.Tensor([[ 62.02670179  -9.07395076 -17.74504889  -9.66085323]], shape=(1, 4), dtype=float64)"
"tf.Tensor(44.76477452248664, shape=(), dtype=float64)","tf.Tensor(314.1454684537215, shape=(), dtype=float64)",0.155,22.801315562445716,"tf.Tensor(0.19638148183058135, shape=(), dtype=float64)","tf.Tensor([[ 62.50982341  -9.26861052 -17.91118616  -9.78244652]], shape=(1, 4), dtype=float64)"
"tf.Tensor(45.07891999094036, shape=(), dtype=float64)","tf.Tensor(311.4511955365471, shape=(), dtype=float64)",0.156,22.99634839555241,"tf.Tensor(0.19503283522546688, shape=(), dtype=float64)","tf.Tensor([[ 62.99010615  -9.46572029 -18.07711977  -9.90402996]], shape=(1, 4), dtype=float64)"
"tf.Tensor(45.39037118647691, shape=(), dtype=float64)","tf.Tensor(308.7131233427758, shape=(), dtype=float64)",0.157,23.190049576132346,"tf.Tensor(0.19370117608337267, shape=(), dtype=float64)","tf.Tensor([[ 63.46749096  -9.66527989 -18.24283506 -10.02557957]], shape=(1, 4), dtype=float64)"
"tf.Tensor(45.69908430981969, shape=(), dtype=float64)","tf.Tensor(305.9317100646484, shape=(), dtype=float64)",0.158,23.382435765808737,"tf.Tensor(0.1923861905726607, shape=(), dtype=float64)","tf.Tensor([[ 63.94191937  -9.86728864 -18.40831741 -10.14707128]], shape=(1, 4), dtype=float64)"
"tf.Tensor(46.00501601988434, shape=(), dtype=float64)","tf.Tensor(303.1074158765887, shape=(), dtype=float64)",0.159,23.573523331634604,"tf.Tensor(0.1910875634311182, shape=(), dtype=float64)","tf.Tensor([[ 64.41333343 -10.07174536 -18.57355233 -10.26848092]], shape=(1, 4), dtype=float64)"
"tf.Tensor(46.308123435760926, shape=(), dtype=float64)","tf.Tensor(300.24070288281746, shape=(), dtype=float64)",0.16,23.763328322895983,"tf.Tensor(0.18980498555402647, shape=(), dtype=float64)","tf.Tensor([[ 64.88167576 -10.2786484  -18.73852538 -10.38978425]], shape=(1, 4), dtype=float64)"
"tf.Tensor(46.60836413864374, shape=(), dtype=float64)","tf.Tensor(297.3320350650251, shape=(), dtype=float64)",0.161,23.95186648520406,"tf.Tensor(0.18853816355900932, shape=(), dtype=float64)","tf.Tensor([[ 65.34688952 -10.48799563 -18.90322224 -10.51095694]], shape=(1, 4), dtype=float64)"
"tf.Tensor(46.90569617370877, shape=(), dtype=float64)","tf.Tensor(294.38187823010634, shape=(), dtype=float64)",0.162,24.139153291146197,"tf.Tensor(0.18728680858508184, shape=(), dtype=float64)","tf.Tensor([[ 65.80891841 -10.6997844  -19.06762867 -10.6319746 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(47.200078051938874, shape=(), dtype=float64)","tf.Tensor(291.3906999579631, shape=(), dtype=float64)",0.163,24.325203914157804,"tf.Tensor(0.1860506238520898, shape=(), dtype=float64)","tf.Tensor([[ 66.26770672 -10.9140116  -19.23173053 -10.75281277]], shape=(1, 4), dtype=float64)"
"tf.Tensor(47.49146875189684, shape=(), dtype=float64)","tf.Tensor(288.35896954937874, shape=(), dtype=float64)",0.164,24.510033266814578,"tf.Tensor(0.1848293529806746, shape=(), dtype=float64)","tf.Tensor([[ 66.72319928 -11.13067361 -19.39551377 -10.87344692]], shape=(1, 4), dtype=float64)"
"tf.Tensor(47.77982772144622, shape=(), dtype=float64)","tf.Tensor(285.28715797396956, shape=(), dtype=float64)",0.165,24.693655971086578,"tf.Tensor(0.18362270543894255, shape=(), dtype=float64)","tf.Tensor([[ 67.17534149 -11.34976632 -19.55896442 -10.99385247]], shape=(1, 4), dtype=float64)"
"tf.Tensor(48.065114879420186, shape=(), dtype=float64)","tf.Tensor(282.17573781821676, shape=(), dtype=float64)",0.166,24.876086405511693,"tf.Tensor(0.1824304324954209, shape=(), dtype=float64)","tf.Tensor([[ 67.6240793  -11.57128512 -19.72206863 -11.11400479]], shape=(1, 4), dtype=float64)"
"tf.Tensor(48.3472906172384, shape=(), dtype=float64)","tf.Tensor(279.0251832335848, shape=(), dtype=float64)",0.167,25.057338680579296,"tf.Tensor(0.18125226917593906, shape=(), dtype=float64)","tf.Tensor([[ 68.06935925 -11.7952249  -19.88481263 -11.23387918]], shape=(1, 4), dtype=float64)"
"tf.Tensor(48.626315800471986, shape=(), dtype=float64)","tf.Tensor(275.8359698847294, shape=(), dtype=float64)",0.168,25.237426648986634,"tf.Tensor(0.18008797072641158, shape=(), dtype=float64)","tf.Tensor([[ 68.51112843 -12.02158008 -20.04718275 -11.35345094]], shape=(1, 4), dtype=float64)"
"tf.Tensor(48.90215177035672, shape=(), dtype=float64)","tf.Tensor(272.60857489780034, shape=(), dtype=float64)",0.169,25.4163639308778,"tf.Tensor(0.1789372819791346, shape=(), dtype=float64)","tf.Tensor([[ 68.94933452 -12.25034455 -20.20916542 -11.47269527]], shape=(1, 4), dtype=float64)"
"tf.Tensor(49.17476034525452, shape=(), dtype=float64)","tf.Tensor(269.3434768088434, shape=(), dtype=float64)",0.17,25.59416389973151,"tf.Tensor(0.17779996869927395, shape=(), dtype=float64)","tf.Tensor([[ 69.38392576 -12.48151171 -20.37074716 -11.59158739]], shape=(1, 4), dtype=float64)"
"tf.Tensor(49.44410382206336, shape=(), dtype=float64)","tf.Tensor(266.04115551230564, shape=(), dtype=float64)",0.171,25.770839692615397,"tf.Tensor(0.1766757969679844, shape=(), dtype=float64)","tf.Tensor([[ 69.81485099 -12.71507447 -20.53191461 -11.71010246]], shape=(1, 4), dtype=float64)"
